symbol,period,quarter_end_date,promoter_pct,fii_pct,dii_pct,public_pct,promoter_delta,fii_delta,dii_delta,conviction_signal,as_of_date,source,submission_date
ABCOTS,Q4FY26,31-MAR-2026,52.5,0.11,,47.5,0.0,0.0,,STABLE,2026-07-08,nse_xbrl,16-APR-2026
ABDL,Q1FY25,28-JUN-2024,80.91,3.83,5.7,19.09,,,,STABLE,2026-07-08,nse_xbrl,02-JUL-2024
ABDL,Q2FY25,30-SEP-2024,80.91,2.83,4.14,19.09,0.0,-1.0,-1.56,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
ABDL,Q3FY25,31-DEC-2024,80.91,2.55,4.0,19.09,0.0,-0.28,-0.14,STABLE,2026-07-08,nse_xbrl,14-JAN-2025
ABDL,Q4FY25,31-MAR-2025,80.91,2.73,4.03,19.09,0.0,0.18,0.03,STABLE,2026-07-08,nse_xbrl,21-APR-2025
ABDL,Q1FY26,30-JUN-2025,80.91,2.82,4.74,19.09,0.0,0.09,0.71,DII_ACCUMULATION,2026-07-08,nse_xbrl,18-JUL-2025
ABDL,Q2FY26,30-SEP-2025,80.91000000000001,2.96,4.5600000000000005,19.09,0.0,0.14,-0.18,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
ABDL,Q3FY26,31-DEC-2025,80.91000000000001,3.35,4.61,19.09,0.0,0.39,0.05,STABLE,2026-07-08,nse_xbrl,12-JAN-2026
ABDL,Q4FY26,31-MAR-2026,80.91000000000001,3.2300000000000004,4.82,19.09,0.0,-0.12,0.21,STABLE,2026-07-08,nse_xbrl,20-APR-2026
ABFRL,Q1FY25,30-JUN-2024,51.97,19.99,14.45,47.58,,,,STABLE,2026-07-08,nse_xbrl,19-JUL-2024
ABFRL,Q2FY25,05-SEP-2024,49.26,19.09,15.53,50.31,-2.71,-0.9,1.08,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,13-SEP-2024
ABFRL,Q3FY25,31-DEC-2024,49.24,18.35,14.57,50.34,-0.02,-0.74,-0.96,STABLE,2026-07-08,nse_xbrl,19-JAN-2025
ABFRL,Q4FY25,21-JAN-2025,46.28,20.55,15.93,53.33,-2.96,2.2,1.36,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,30-JAN-2025
ABFRL,Q1FY26,30-JUN-2025,46.57,17.63,12.14,53.07,0.29,-2.92,-3.79,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
ABFRL,Q2FY26,30-SEP-2025,46.61,18.63,8.07,53.04,0.04,1.0,-4.07,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,17-OCT-2025
ABFRL,Q3FY26,31-DEC-2025,46.61,18.37,7.89,53.05,0.0,-0.26,-0.18,STABLE,2026-07-08,nse_xbrl,21-JAN-2026
ABFRL,Q4FY26,31-MAR-2026,46.61,15.52,6.619999999999999,53.080000000000005,0.0,-2.85,-1.27,STABLE,2026-07-08,nse_xbrl,21-APR-2026
ABINFRA,Q2FY23,30-SEP-2022,59.29,0.0,0.0,40.71,,,,STABLE,2026-07-08,nse_xbrl,18-OCT-2022
ABINFRA,Q2FY25,30-SEP-2024,36.82,0.0,0.0,63.18,,,,STABLE,2026-07-08,nse_xbrl,19-OCT-2024
ABINFRA,Q3FY25,15-OCT-2024,32.73,0.02,0.0,67.27,-4.09,0.02,0.0,PROMOTER_SELLING,2026-07-08,nse_xbrl,16-OCT-2024
ABINFRA,Q4FY25,31-MAR-2025,37.13,0.01,0.0,62.87,4.4,-0.01,0.0,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,18-APR-2025
ABINFRA,Q1FY26,02-MAY-2025,30.95,0.0,0.0,69.05,-6.18,-0.01,0.0,PROMOTER_SELLING,2026-07-08,nse_xbrl,07-MAY-2025
ABINFRA,Q3FY26,31-DEC-2025,30.95,0.03,,69.05,,,,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
ABINFRA,Q4FY26,31-MAR-2026,30.95,0.69,0.01,69.05,0.0,0.66,,FII_ACCUMULATION,2026-07-08,nse_xbrl,17-APR-2026
ABLBL,Q1FY26,26-MAY-2025,46.57,23.07,11.23,53.07,,,,STABLE,2026-07-08,nse_xbrl,23-JUN-2025
ABLBL,Q2FY26,30-SEP-2025,46.6,21.59,11.48,53.05,0.03,-1.48,0.25,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
ABLBL,Q3FY26,31-DEC-2025,46.6,16.25,17.06,52.89,0.0,-5.34,5.58,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,21-JAN-2026
ABLBL,Q4FY26,31-MAR-2026,46.6,12.79,20.25,52.92,0.0,-3.46,3.19,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,17-APR-2026
ABMINTLLTD,Q1FY25,30-JUN-2024,74.7,0.0,0.0,25.3,,,,STABLE,2026-07-08,nse_xbrl,15-JUL-2024
ABMINTLLTD,Q2FY25,30-SEP-2024,74.7,0.0,0.0,25.3,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,14-OCT-2024
ABMINTLLTD,Q3FY25,31-DEC-2024,74.7,0.0,0.0,25.3,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,10-JAN-2025
ABMINTLLTD,Q4FY25,31-MAR-2025,74.7,0.0,0.0,25.3,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,10-APR-2025
ABREL,Q1FY25,30-JUN-2024,50.21,8.51,15.75,48.67,,,,STABLE,2026-07-08,nse_xbrl,12-JUL-2024
ABREL,Q2FY25,30-SEP-2024,50.21,9.42,15.89,48.75,0.0,0.91,0.14,FII_ACCUMULATION,2026-07-08,nse_xbrl,21-OCT-2024
ABREL,Q3FY25,31-DEC-2024,50.21,9.54,15.33,48.75,0.0,0.12,-0.56,STABLE,2026-07-08,nse_xbrl,13-JAN-2025
ABREL,Q4FY25,31-MAR-2025,50.21,9.29,15.86,48.75,0.0,-0.25,0.53,DII_ACCUMULATION,2026-07-08,nse_xbrl,17-APR-2025
ABREL,Q1FY26,30-JUN-2025,50.21,9.11,16.74,48.75,0.0,-0.18,0.88,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-JUL-2025
ABREL,Q2FY26,30-SEP-2025,50.21,9.11,16.42,48.76,0.0,0.0,-0.32,STABLE,2026-07-08,nse_xbrl,20-OCT-2025
ABREL,Q3FY26,31-DEC-2025,50.21,8.959999999999999,16.89,48.77,0.0,-0.15,0.47,STABLE,2026-07-08,nse_xbrl,16-JAN-2026
ABREL,Q4FY26,31-MAR-2026,50.21,9.04,16.400000000000002,48.79,0.0,0.08,-0.49,STABLE,2026-07-08,nse_xbrl,17-APR-2026
ABSLAMC,Q1FY25,30-JUN-2024,75.0,4.62,11.59,25.0,,,,STABLE,2026-07-08,nse_xbrl,09-JUL-2024
ABSLAMC,Q2FY25,30-SEP-2024,74.95,4.54,12.37,25.05,-0.05,-0.08,0.78,DII_ACCUMULATION,2026-07-08,nse_xbrl,11-OCT-2024
ABSLAMC,Q3FY25,31-DEC-2024,74.9,5.03,11.52,25.1,-0.05,0.49,-0.85,STABLE,2026-07-08,nse_xbrl,07-JAN-2025
ABSLAMC,Q4FY25,31-MAR-2025,74.9,5.32,10.92,25.1,0.0,0.29,-0.6,STABLE,2026-07-08,nse_xbrl,07-APR-2025
ABSLAMC,Q1FY26,30-JUN-2025,74.88,5.53,10.79,25.12,-0.02,0.21,-0.13,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
ABSLAMC,Q2FY26,30-SEP-2025,74.85000000000001,6.18,10.3,25.15,-0.03,0.65,-0.49,FII_ACCUMULATION,2026-07-08,nse_xbrl,09-OCT-2025
ABSLAMC,Q3FY26,31-DEC-2025,74.82,6.05,10.79,25.180000000000003,-0.03,-0.13,0.49,STABLE,2026-07-08,nse_xbrl,06-JAN-2026
ABSLAMC,Q4FY26,31-MAR-2026,74.82,5.75,11.55,25.180000000000003,0.0,-0.3,0.76,DII_ACCUMULATION,2026-07-08,nse_xbrl,08-APR-2026
ACC,Q1FY25,30-JUN-2024,56.69,5.65,24.82,43.31,,,,STABLE,2026-07-08,nse_xbrl,16-JUL-2024
ACC,Q2FY25,30-SEP-2024,56.69,5.51,24.43,43.31,0.0,-0.14,-0.39,STABLE,2026-07-08,nse_xbrl,10-OCT-2024
ACC,Q3FY25,31-DEC-2024,56.69,5.14,24.66,43.31,0.0,-0.37,0.23,STABLE,2026-07-08,nse_xbrl,13-JAN-2025
ACC,Q4FY25,31-MAR-2025,56.69,4.83,24.92,43.31,0.0,-0.31,0.26,STABLE,2026-07-08,nse_xbrl,12-APR-2025
ACC,Q1FY26,30-JUN-2025,56.69,4.66,24.12,43.31,0.0,-0.17,-0.8,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
ACC,Q2FY26,30-SEP-2025,56.69,5.050000000000001,22.55,43.31,0.0,0.39,-1.57,STABLE,2026-07-08,nse_xbrl,09-OCT-2025
ACC,Q3FY26,31-DEC-2025,56.69,5.99,21.38,43.31,0.0,0.94,-1.17,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,08-JAN-2026
ACC,Q4FY26,31-MAR-2026,56.69,5.93,21.61,43.31,0.0,-0.06,0.23,STABLE,2026-07-08,nse_xbrl,11-APR-2026
ACCELYA,Q1FY25,30-JUN-2024,74.66,0.28,0.65,25.34,,,,STABLE,2026-07-08,nse_xbrl,10-JUL-2024
ACCELYA,Q2FY25,30-SEP-2024,74.66,0.22,0.66,25.34,0.0,-0.06,0.01,STABLE,2026-07-08,nse_xbrl,10-OCT-2024
ACCELYA,Q3FY25,31-DEC-2024,74.66,0.22,1.09,25.34,0.0,0.0,0.43,STABLE,2026-07-08,nse_xbrl,08-JAN-2025
ACCELYA,Q4FY25,31-MAR-2025,74.66,1.83,1.09,25.34,0.0,1.61,0.0,FII_ACCUMULATION,2026-07-08,nse_xbrl,19-APR-2025
ACCELYA,Q1FY26,30-JUN-2025,74.66,2.34,0.34,25.34,0.0,0.51,-0.75,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,09-JUL-2025
ACCELYA,Q2FY26,30-SEP-2025,74.66000000000001,0.26,0.32,25.34,0.0,-2.08,-0.02,STABLE,2026-07-08,nse_xbrl,18-OCT-2025
ACCELYA,Q3FY26,31-DEC-2025,74.66000000000001,0.3,0.05,25.34,0.0,0.04,-0.27,STABLE,2026-07-08,nse_xbrl,15-JAN-2026
ACCELYA,Q4FY26,31-MAR-2026,74.66000000000001,0.16,0.05,25.34,0.0,-0.14,0.0,STABLE,2026-07-08,nse_xbrl,13-APR-2026
ACCURACY,Q2FY25,30-SEP-2024,63.69,0.0,0.0,36.31,,,,STABLE,2026-07-08,nse_xbrl,14-OCT-2024
ACCURACY,Q3FY25,31-DEC-2024,63.69,0.0,0.0,36.31,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,15-JAN-2025
ACCURACY,Q4FY25,31-MAR-2025,63.69,0.0,0.0,36.31,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,18-APR-2025
ACCURACY,Q1FY26,30-JUN-2025,63.69,0.0,0.0,36.31,0.0,0.0,0.0,STABLE,2026-07-08,screener,18-JUL-2025
ACE,Q2FY25,30-SEP-2024,65.41,10.48,1.62,34.52,,,,STABLE,2026-07-08,nse_xbrl,15-OCT-2024
ACE,Q3FY25,31-DEC-2024,65.41,11.9,1.75,34.52,0.0,1.42,0.13,FII_ACCUMULATION,2026-07-08,nse_xbrl,11-JAN-2025
ACE,Q4FY25,31-MAR-2025,65.41,11.58,1.97,34.52,0.0,-0.32,0.22,STABLE,2026-07-08,nse_xbrl,17-APR-2025
ACE,Q1FY26,30-JUN-2025,65.41,11.44,2.05,34.52,0.0,-0.14,0.08,STABLE,2026-07-08,nse_xbrl,19-JUL-2025
ACE,Q2FY26,30-SEP-2025,65.42,10.37,1.82,34.52,0.01,-1.07,-0.23,STABLE,2026-07-08,nse_xbrl,10-OCT-2025
ACE,Q3FY26,31-DEC-2025,65.42,10.41,1.76,34.52,0.0,0.04,-0.06,STABLE,2026-07-08,nse_xbrl,13-JAN-2026
ACE,Q4FY26,31-MAR-2026,65.42,9.58,1.84,34.52,0.0,-0.83,0.08,STABLE,2026-07-08,nse_xbrl,17-APR-2026
ACE,Q1FY27,30-JUN-2026,65.42,7.82,2.59,34.53,0.0,-1.76,0.75,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,08-JUL-2026
ACEINTEG,Q2FY23,30-SEP-2022,73.53,0.0,0.0,26.47,,,,STABLE,2026-07-08,nse_xbrl,17-OCT-2022
ACEINTEG,Q1FY25,30-JUN-2024,73.53,0.0,0.0,26.47,,,,STABLE,2026-07-08,nse_xbrl,10-JUL-2024
ACEINTEG,Q2FY25,30-SEP-2024,73.53,0.0,0.0,26.47,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,18-OCT-2024
ACEINTEG,Q3FY25,31-DEC-2024,73.53,0.0,0.0,26.47,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,30-JAN-2025
ACEINTEG,Q4FY25,31-MAR-2025,73.53,0.0,0.0,26.47,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,19-APR-2025
ACI,Q1FY25,30-JUN-2024,53.45,9.53,21.12,46.55,,,,STABLE,2026-07-08,nse_xbrl,12-JUL-2024
ACI,Q2FY25,30-SEP-2024,53.45,10.17,22.01,46.55,0.0,0.64,0.89,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,15-OCT-2024
ACI,Q3FY25,31-DEC-2024,53.44,10.65,22.85,46.56,-0.01,0.48,0.84,DII_ACCUMULATION,2026-07-08,nse_xbrl,07-JAN-2025
ACI,Q4FY25,31-MAR-2025,53.44,10.94,23.18,46.56,0.0,0.29,0.33,STABLE,2026-07-08,nse_xbrl,21-APR-2025
ACI,Q1FY26,30-JUN-2025,53.44,11.05,24.68,46.56,0.0,0.11,1.5,DII_ACCUMULATION,2026-07-08,nse_xbrl,19-JUL-2025
ACI,Q2FY26,30-SEP-2025,53.44,11.15,25.52,46.56,0.0,0.1,0.84,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-OCT-2025
ACI,Q3FY26,31-DEC-2025,53.43,11.08,25.25,46.57,-0.01,-0.07,-0.27,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
ACI,Q4FY26,31-MAR-2026,53.43,11.09,25.82,46.57,0.0,0.01,0.57,DII_ACCUMULATION,2026-07-08,nse_xbrl,18-APR-2026
ACL,Q1FY25,30-JUN-2024,90.0,0.0,0.34,10.0,,,,STABLE,2026-07-08,nse_xbrl,08-JUL-2024
ACL,Q2FY25,30-SEP-2024,90.0,0.0,0.34,10.0,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,11-OCT-2024
ACL,Q3FY25,31-DEC-2024,90.0,0.0,0.34,10.0,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,08-JAN-2025
ACL,Q4FY25,31-MAR-2025,90.0,0.0,0.34,10.0,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,16-APR-2025
ACL,Q1FY26,30-JUN-2025,75.0,0.0,0.34,10.0,-15.0,0.0,0.0,PROMOTER_SELLING,2026-07-08,screener,16-JUL-2025
ACL,Q2FY26,30-SEP-2025,90.0,0.0,0.3399999999999999,10.0,15.0,0.0,-0.0,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,14-OCT-2025
ACMESOLAR,Q3FY25,12-NOV-2024,83.41,6.7,5.8,16.59,,,,STABLE,2026-07-08,nse_xbrl,13-NOV-2024
ACMESOLAR,Q4FY25,31-MAR-2025,83.41,4.74,7.09,16.59,0.0,-1.96,1.29,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,16-APR-2025
ACMESOLAR,Q1FY26,30-JUN-2025,83.41,5.76,6.61,16.59,0.0,1.02,-0.48,FII_ACCUMULATION,2026-07-08,nse_xbrl,19-JUL-2025
ACMESOLAR,Q2FY26,30-SEP-2025,83.41,5.57,6.39,16.59,0.0,-0.19,-0.22,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
ACMESOLAR,Q3FY26,31-DEC-2025,83.28999999999999,4.04,6.87,16.6,-0.12,-1.53,0.48,STABLE,2026-07-08,nse_xbrl,20-JAN-2026
ACMESOLAR,Q4FY26,31-MAR-2026,83.28999999999999,3.6,7.06,16.61,0.0,-0.44,0.19,STABLE,2026-07-08,nse_xbrl,20-APR-2026
ACMESOLAR,Q1FY27,04-JUN-2026,71.48,3.93,19.07,28.44,-11.81,0.33,12.01,DII_ACCUMULATION,2026-07-08,nse_xbrl,13-JUN-2026
ACUTAAS,Q1FY25,31-MAY-2024,39.07,10.01,8.81,60.93,,,,STABLE,2026-07-08,nse_xbrl,05-JUN-2024
ACUTAAS,Q2FY25,30-SEP-2024,35.97,13.87,19.93,64.03,-3.1,3.86,11.12,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,19-OCT-2024
ACUTAAS,Q3FY25,31-DEC-2024,35.96,15.52,20.24,64.04,-0.01,1.65,0.31,FII_ACCUMULATION,2026-07-08,nse_xbrl,17-JAN-2025
ACUTAAS,Q4FY25,31-MAR-2025,35.96,16.48,18.31,64.04,0.0,0.96,-1.93,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,18-APR-2025
ACUTAAS,Q1FY26,30-JUN-2025,32.66,16.94,22.38,67.34,-3.3,0.46,4.07,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-JUL-2025
ACUTAAS,Q2FY26,30-SEP-2025,32.66,16.85,22.59,67.34,0.0,-0.09,0.21,STABLE,2026-07-08,nse_xbrl,15-OCT-2025
ACUTAAS,Q3FY26,31-DEC-2025,32.66,16.669999999999998,21.7,67.34,0.0,-0.18,-0.89,STABLE,2026-07-08,nse_xbrl,19-JAN-2026
ACUTAAS,Q4FY26,31-MAR-2026,32.66,19.48,19.6,67.34,0.0,2.81,-2.1,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,16-APR-2026
ADANIENSOL,Q1FY25,30-JUN-2024,74.94,15.54,3.97,25.06,,,,STABLE,2026-07-08,nse_xbrl,10-JUL-2024
ADANIENSOL,Q2FY25,03-AUG-2024,69.59,19.23,5.34,30.41,-5.35,3.69,1.37,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,12-AUG-2024
ADANIENSOL,Q3FY25,31-DEC-2024,69.94,17.33,5.85,30.06,0.35,-1.9,0.51,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,10-JAN-2025
ADANIENSOL,Q4FY25,31-MAR-2025,69.94,17.58,6.33,30.06,0.0,0.25,0.48,STABLE,2026-07-08,nse_xbrl,10-APR-2025
ADANIENSOL,Q1FY26,30-JUN-2025,71.19,15.85,6.89,28.81,1.25,-1.73,0.56,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,21-JUL-2025
ADANIENSOL,Q2FY26,30-SEP-2025,71.19,13.05,9.96,28.81,0.0,-2.8,3.07,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,10-OCT-2025
ADANIENSOL,Q3FY26,31-DEC-2025,71.19,13.47,10.14,28.81,0.0,0.42,0.18,STABLE,2026-07-08,nse_xbrl,09-JAN-2026
ADANIENSOL,Q4FY26,31-MAR-2026,72.72999999999999,12.23,10.25,27.27,1.54,-1.24,0.11,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,10-APR-2026
ADANIENT,Q1FY25,30-JUN-2024,74.72,11.74,6.02,25.28,,,,STABLE,2026-07-08,nse_xbrl,11-JUL-2024
ADANIENT,Q2FY25,30-SEP-2024,74.89,11.3,6.45,25.11,0.17,-0.44,0.43,STABLE,2026-07-08,nse_xbrl,10-OCT-2024
ADANIENT,Q3FY25,31-DEC-2024,73.97,11.73,6.61,26.03,-0.92,0.43,0.16,STABLE,2026-07-08,nse_xbrl,11-JAN-2025
ADANIENT,Q4FY25,31-MAR-2025,73.97,11.71,6.86,26.03,0.0,-0.02,0.25,STABLE,2026-07-08,nse_xbrl,10-APR-2025
ADANIENT,Q1FY26,30-JUN-2025,73.97,11.54,7.04,26.03,0.0,-0.17,0.18,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
ADANIENT,Q2FY26,30-SEP-2025,73.97,11.72,6.83,26.03,0.0,0.18,-0.21,STABLE,2026-07-08,nse_xbrl,10-OCT-2025
ADANIENT,Q3FY26,11-DEC-2025,73.97,11.8,6.529999999999999,26.03,0.0,0.08,-0.3,STABLE,2026-07-08,nse_xbrl,18-DEC-2025
ADANIENT,Q4FY26,31-MAR-2026,74.67,10.8,6.7,25.33,0.7,-1.0,0.17,STABLE,2026-07-08,nse_xbrl,10-APR-2026
ADANIGREEN,Q2FY25,30-SEP-2024,60.94,15.15,1.45,39.06,,,,STABLE,2026-07-08,nse_xbrl,04-OCT-2024
ADANIGREEN,Q3FY25,31-DEC-2024,60.94,13.68,1.72,39.06,0.0,-1.47,0.27,STABLE,2026-07-08,nse_xbrl,10-JAN-2025
ADANIGREEN,Q4FY25,31-MAR-2025,60.94,12.45,2.4,39.06,0.0,-1.23,0.68,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,09-APR-2025
ADANIGREEN,Q1FY26,30-JUN-2025,61.91,11.58,2.86,38.09,0.97,-0.87,0.46,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
ADANIGREEN,Q2FY26,30-SEP-2025,62.43,11.29,2.98,37.57,0.52,-0.29,0.12,STABLE,2026-07-08,nse_xbrl,09-OCT-2025
ADANIGREEN,Q3FY26,31-DEC-2025,62.43,11.42,4.31,37.57,0.0,0.13,1.33,DII_ACCUMULATION,2026-07-08,nse_xbrl,16-JAN-2026
ADANIGREEN,Q4FY26,31-MAR-2026,62.43,11.1,4.5600000000000005,37.57,0.0,-0.32,0.25,STABLE,2026-07-08,nse_xbrl,03-APR-2026
ADANIGREEN,Q1FY27,30-JUN-2026,62.43,11.84,4.82,37.57,0.0,0.74,0.26,FII_ACCUMULATION,2026-07-08,nse_xbrl,08-JUL-2026
ADANIPORTS,Q1FY25,30-JUN-2024,65.89,15.19,12.48,34.11,,,,STABLE,2026-07-08,nse_xbrl,13-JUL-2024
ADANIPORTS,Q2FY25,30-SEP-2024,65.89,15.22,13.26,34.11,0.0,0.03,0.78,DII_ACCUMULATION,2026-07-08,nse_xbrl,10-OCT-2024
ADANIPORTS,Q3FY25,31-DEC-2024,65.89,13.94,14.2,34.11,0.0,-1.28,0.94,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,10-JAN-2025
ADANIPORTS,Q4FY25,31-MAR-2025,65.89,13.43,14.73,34.11,0.0,-0.51,0.53,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,10-APR-2025
ADANIPORTS,Q1FY26,30-JUN-2025,65.89,13.52,15.14,34.11,0.0,0.09,0.41,STABLE,2026-07-08,nse_xbrl,21-JUL-2025
ADANIPORTS,Q2FY26,30-SEP-2025,65.89,13.61,15.03,34.11,0.0,0.09,-0.11,STABLE,2026-07-08,nse_xbrl,10-OCT-2025
ADANIPORTS,Q3FY26,23-DEC-2025,68.02,12.76,14.09,31.98,2.13,-0.85,-0.94,STRONG_PROMOTER_BUY,2026-07-08,nse_xbrl,24-DEC-2025
ADANIPORTS,Q4FY26,31-MAR-2026,68.02,13.25,13.85,31.98,0.0,0.49,-0.24,STABLE,2026-07-08,nse_xbrl,10-APR-2026
ADANIPOWER,Q2FY25,30-SEP-2024,74.96,12.66,1.53,25.04,,,,STABLE,2026-07-08,nse_xbrl,09-OCT-2024
ADANIPOWER,Q3FY25,31-DEC-2024,74.96,12.35,1.61,25.04,0.0,-0.31,0.08,STABLE,2026-07-08,nse_xbrl,10-JAN-2025
ADANIPOWER,Q4FY25,31-MAR-2025,74.96,12.37,1.65,25.04,0.0,0.02,0.04,STABLE,2026-07-08,nse_xbrl,10-APR-2025
ADANIPOWER,Q1FY26,30-JUN-2025,74.96000000000001,12.46,1.76,25.040000000000003,0.0,0.09,0.11,STABLE,2026-07-08,nse_xbrl,10-JUL-2025
ADANIPOWER,Q2FY26,30-SEP-2025,74.96000000000001,11.53,2.69,25.040000000000003,0.0,-0.93,0.93,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,10-OCT-2025
ADANIPOWER,Q3FY26,31-DEC-2025,74.96000000000001,11.64,3.42,25.040000000000003,0.0,0.11,0.73,DII_ACCUMULATION,2026-07-08,nse_xbrl,09-JAN-2026
ADANIPOWER,Q4FY26,31-MAR-2026,74.96000000000001,11.74,3.69,25.040000000000003,0.0,0.1,0.27,STABLE,2026-07-08,nse_xbrl,10-APR-2026
ADANIPOWER,Q1FY27,30-JUN-2026,74.96000000000001,11.76,4.08,25.040000000000003,0.0,0.02,0.39,STABLE,2026-07-08,nse_xbrl,05-JUL-2026
ADFFOODS,Q1FY25,30-JUN-2024,36.33,9.51,23.38,63.67,,,,STABLE,2026-07-08,nse_xbrl,16-JUL-2024
ADFFOODS,Q2FY25,30-SEP-2024,36.17,9.55,22.93,63.83,-0.16,0.04,-0.45,STABLE,2026-07-08,nse_xbrl,15-OCT-2024
ADFFOODS,Q3FY25,31-DEC-2024,36.13,10.06,23.65,63.87,-0.04,0.51,0.72,FII_DII_ACCUMULATION,2026-07-08,nse_xbrl,09-JAN-2025
ADFFOODS,Q4FY25,31-MAR-2025,36.13,9.85,23.66,63.87,0.0,-0.21,0.01,STABLE,2026-07-08,nse_xbrl,11-APR-2025
ADFFOODS,Q1FY26,30-JUN-2025,36.13,11.29,22.71,63.87,0.0,1.44,-0.95,FII_DII_DIVERGENCE,2026-07-08,nse_xbrl,18-JUL-2025
ADFFOODS,Q2FY26,30-SEP-2025,36.13,11.3,23.1,63.870000000000005,0.0,0.01,0.39,STABLE,2026-07-08,nse_xbrl,17-OCT-2025
ADFFOODS,Q3FY26,31-DEC-2025,36.13,11.31,23.11,63.870000000000005,0.0,0.01,0.01,STABLE,2026-07-08,nse_xbrl,12-JAN-2026
ADFFOODS,Q4FY26,31-MAR-2026,36.13,11.55,23.21,63.870000000000005,0.0,0.24,0.1,STABLE,2026-07-08,nse_xbrl,13-APR-2026
ADL,Q2FY23,30-SEP-2022,72.96,0.0,0.0,27.04,,,,STABLE,2026-07-08,nse_xbrl,21-OCT-2022
ADL,Q1FY25,30-JUN-2024,72.96,0.0,0.0,27.04,,,,STABLE,2026-07-08,nse_xbrl,21-JUL-2024
ADL,Q2FY25,30-SEP-2024,72.96,0.0,0.0,27.04,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,20-OCT-2024
ADL,Q3FY25,31-DEC-2024,72.96,0.0,0.0,27.04,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,21-JAN-2025
ADL,Q4FY25,31-MAR-2025,72.96,0.0,0.0,27.04,0.0,0.0,0.0,STABLE,2026-07-08,nse_xbrl,21-APR-2025
ADOR,Q1FY25,30-JUN-2024,56.94,0.05,10.22,43.06,,,,STABLE,2026-07-08,nse_xbrl,12-JUL-2024
ADOR,Q2FY25,30-SEP-2024,56.94,0.04,12.0,43.06,0.0,-0.01,1.78,DII_ACCUMULATION,2026-07-08,nse_xbrl,15-OCT-2024
ADOR,Q3FY25,03-OCT-2024,53.18,0.08,9.39,46.82,-3.76,0.04,-2.61,PROMOTER_SELLING,2026-07-08,nse_xbrl,18-OCT-2024
ADOR,Q4FY25,31-MAR-2025,53.7,0.03,11.0,46.3,0.52,-0.05,1.61,DII_ACCUMULATION,2026-07-08,nse_xbrl,14-APR-2025
ADOR,Q1FY26,30-JUN-2025,53.7,0.07,11.85,46.3,0.0,0.04,0.85,DII_ACCUMULATION,2026-07-08,nse_xbrl,21-JUL-2025
ADOR,Q2FY26,30-SEP-2025,53.72,0.09,12.44,46.28,0.02,0.02,0.59,DII_ACCUMULATION,2026-07-08,nse_xbrl,17-OCT-2025
