symbol,holding_signal,holding_score,announcement_score,ai_tone_score,management_score,management_label,announcement_types,as_of_date
NHPC,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NIACL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NIBE,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
NIBL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NIITLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NIITMTS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NILAINFRA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NILASPACES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NILKAMAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NIPPOBATRY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NIRAJISPAT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NITCO,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
NITINSPIN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NITIRAJ,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NIVABUPA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NKIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NLCINDIA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NMDC,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NOCIL,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
NORBTEAEXP,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
NORTHARC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NPST,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NRAIL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NRBBEARING,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
NSIL,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
NSLNISP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NTPC,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
NTPCGREEN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NUCLEUS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NURECA,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
NUVAMA,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
NUVOCO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
NYKAA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
OAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
OBCL,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
OBEROIRLTY,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND|DIVIDEND,2026-08-18
OFSS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
OIL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
OLAELEC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
OLECTRA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
OMAXAUTO,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
OMAXE,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
OMINFRAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
OMNI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ONELIFECAP,STABLE,50.0,45.0,,48.0,NEUTRAL,FUNDRAISE,2026-08-18
ONEPOINT,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
ONESOURCE,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
ONGC,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
ONMOBILE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ONWARDTEC,DII_ACCUMULATION,55.0,80.0,,65.0,POSITIVE,BUYBACK,2026-08-18
OPTIEMUS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORCHASP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORCHPHARMA,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
ORICONENT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORIENTALTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORIENTBELL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORIENTCEM,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
ORIENTCER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORIENTELEC,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
ORIENTHOT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORIENTLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORIENTPPR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORIENTTECH,PROMOTER_SELLING,20.0,65.0,,38.0,NEUTRAL,BONUS,2026-08-18
ORISSAMINE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ORKLAINDIA,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
OSWALGREEN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
OSWALPUMPS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
OSWALSEEDS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PACEDIGITK,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PAGEIND,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND|DIVIDEND,2026-08-18
PAISALO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PAKKA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PALASHSECU,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PANACEABIO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PANACHE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PANAMAPET,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PANSARI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PAR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PARACABLES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PARADEEP,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PARAGMILK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PARAS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PARASPETRO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PARKHOSPS,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PARKHOTELS,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PASHUPATI,STABLE,50.0,55.0,,52.0,NEUTRAL,STOCK_SPLIT,2026-08-18
PATANJALI,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
PATELENG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PATELRMART,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PATINTLOG,STABLE,50.0,80.0,,62.0,POSITIVE,BUYBACK,2026-08-18
PAUSHAKLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PAYTM,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PCBL,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
PCJEWELLER,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
PDMJEPAPER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PDSL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PENIND,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PERSISTENT,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
PETRONET,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
PFC,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
PFIZER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PFS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PGEL,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PGHH,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
PGHL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
PGIL,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
PHOENIXLTD,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PICCADIL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PIDILITIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PIGL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PIIND,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
PILANIINVS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PINELABS,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
PIONEEREMB,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PIRAMALFIN,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
PITTIENG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PIXTRANS,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PKTEA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PLASTIBLEN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PLATIND,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
PNB,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
PNBGILTS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PNBHOUSING,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PNC,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
PNCINFRA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PNGJL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PNGSREVA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
POCL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PODDARMENT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
POKARNA,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
POLICYBZR,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
POLYCAB,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
POLYMED,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
POLYPLEX,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
PONNIERODE,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
POONAWALLA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
POWERGRID,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
POWERICA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
POWERINDIA,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
POWERMECH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PPAP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PPL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PPLPHARMA,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
PRABHA,STABLE,50.0,45.0,,48.0,NEUTRAL,FUNDRAISE,2026-08-18
PRAENG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRAJIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRAKASH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRAKASHSTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRECAM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRECOT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRECWIRE,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
PREMEXPLN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PREMIERENE,FII_DII_ACCUMULATION,75.0,70.0,80.0,75.5,HIGH_CONVICTION,DIVIDEND,2026-08-18
PRESTIGE,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PRICOLLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRIMESECU,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRIMO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRINCEPIPE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRIVISCL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PROSTARM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PROTEAN,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
PROZONER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRSMJOHNSN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PRUDENT,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PSB,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PSPPROJECT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PTC,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
PTCIL,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
PTL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
PUNJABCHEM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PURVA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PVP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PVRINOX,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
PVSL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PWL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
PYRAMID,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
QMSMEDI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
QUADFUTURE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
QUESS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
RACLGEAR,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
RADAAN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RADHIKAJWE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RADIANTCMS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RADICO,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
RADIOCITY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAILTEL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RAIN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAINBOW,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
RAJMET,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAJRATAN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAJSREESUG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAJTV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RALLIS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RAMANEWS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAMAPHO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAMCOCEM,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
RAMCOIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAMCOSYS,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
RAMKY,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
RAMRAT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RANASUG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RANEHOLDIN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RATEGAIN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RATNAMANI,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
RATNAVEER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAYMOND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RAYMONDLSL,STRONG_PROMOTER_BUY,70.0,70.0,,70.0,POSITIVE,DIVIDEND,2026-08-18
RAYMONDREL,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
RBA,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
RBLBANK,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
RBZJEWEL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RCF,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RECLTD,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
REDINGTON,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
REDTAPE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
REFEX,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
REGENCERAM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RELAXO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RELCHEMQ,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RELIABLE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RELIANCE,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RELIGARE,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
RELTD,DII_ACCUMULATION,55.0,45.0,,51.0,NEUTRAL,FUNDRAISE,2026-08-18
REMSONSIND,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RENUKA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
REPCOHOME,FII_DII_ACCUMULATION,75.0,70.0,80.0,75.5,HIGH_CONVICTION,DIVIDEND,2026-08-18
REPRO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RESPONIND,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
RETAIL,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
RGL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RHETAN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RHIM,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
RHL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RICOAUTO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RIIL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RISHABH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RITCO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RITES,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RKDL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RKEC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RKFORGE,FII_ACCUMULATION,60.0,70.0,,64.0,POSITIVE,DIVIDEND,2026-08-18
RKSWAMY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RMC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RMDRIP,FII_ACCUMULATION,60.0,65.0,,62.0,POSITIVE,BONUS,2026-08-18
RML,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RNBDENIMS,FII_ACCUMULATION,60.0,60.0,,60.0,POSITIVE,STOCK_SPLIT|BONUS,2026-08-18
ROHLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ROLEXRINGS,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
ROML,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ROSSARI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ROSSELLIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ROSSTECH,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
ROTO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ROUTE,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RPEL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RPGLIFE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RPOWER,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
RPPINFRA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RPPL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RPSGVENT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RPTECH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RRKABEL,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
RSL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RSYSTEMS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RTNINDIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RTNPOWER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RUBFILA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RUBICON,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RUCHINFRA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RUCHIRA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RUPA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RUSHIL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RUSTOMJEE,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
RVHL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
RVNL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
RVTH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
S&SPOWER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAATVIKGL,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SADBHAV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SADHNANIQ,STABLE,50.0,45.0,,48.0,NEUTRAL,FUNDRAISE,2026-08-18
SAFARI,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
SAGARDEEP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAGCEM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAGILITY,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SAHLIBHFI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAHYADRI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAIL,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SAILIFE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAIPARENT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAKAR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAKHTISUG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAKSOFT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SALASAR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SALONA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SALZERELEC,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
SAMBHAAV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAMBHV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAMHI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SAMMAANCAP,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
SAMPANN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SANATHAN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SANDESH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SANDHAR,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
SANDUMA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SANGAMIND,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SANGHVIMOV,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SANOFI,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SANOFICONR,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
SANSERA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
SANSTAR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
