"ISIN","COMPANY_NAME","FACE_VALUE","NSE_SYMBOL","NSE_SERIES","NSE_LISTING_DATE","NSE_DATA_SOURCE","BSE_SYMBOL","BSE_CODE","SctySrs","BSE_LISTING_DATE","BSE_DATA_SOURCE","LISTED_NSE","LISTED_BSE","LAST_UPDATED"
"INE762C01021","AMRAPALI INDUSTRIES LTD.","","","","","","AMRAPLIN","526241","X","","","False","True","09-06-2026"
"INE735C01027","AMRAWORLD AGRICO LTD.","","","","","","AMRAAGRI","531991","X","","","False","True","09-06-2026"
"INE098F01031","AMRUTANJAN HEALTH CARE LTD.","1","AMRUTANJAN","EQ","02-01-2015","","AMRUTANJAN","590006","B","","","True","True","09-06-2026"
"INE345U01019","AMS POLYMERS LIMITED","","","","","","AMS","540066","XT","","","False","True","09-06-2026"
"INE0U2L01017","Amwill Health Care Limited","","","","","","AMWILL","544353","MT","","","False","True","09-06-2026"
"INE549H01021","ANAND RATHI SHARE AND STOCK BR","5","ARSSBL","EQ","30-09-2025","","ARSSBL","544530","B","","","True","True","09-06-2026"
"INE463V01026","Anand Rathi Wealth Limited","5","ANANDRATHI","EQ","14-12-2021","","ANANDRATHI","543415","A","","","True","True","09-06-2026"
"INE02GA01012","Anand Rayons Limited","","","","","","ARL","542721","B","","","False","True","09-06-2026"
"INE242C01024","ANANT RAJ LIMITED","2","ANANTRAJ","EQ","27-09-2006","","ANANTRAJ","515055","A","","","True","True","09-06-2026"
"INE1UA823019","Anantam Highways Trust","","","","","","ANANTAM","544579","IF","","","False","True","09-06-2026"
"INE666E01020","ANDHRA CEMENTS LTD.","10","ACL","EQ","10-05-2023","","ACL","532141","B","","","True","True","09-06-2026"
"INE435A01051","ANDHRA PAPER LIMITED","2","ANDHRAPAP","EQ","13-05-2004","","ANDHRAPAP","502330","B","","","True","True","09-06-2026"
"INE714B01016","ANDHRA PETROCHEMICALS LTD.","","","","","","ANDHRAPET","500012","X","","","False","True","09-06-2026"
"INE715B01021","ANDHRA SUGARS LTD.","2","ANDHRSUGAR","EQ","01-11-1995","","ANDHRSUGAR","590062","B","","","True","True","09-06-2026"
"INE449C01025","ANDREW YULE & COMPANY LTD.","","","","","","ANDREWYU","526173","B","","","False","True","09-06-2026"
"INE236W01016","ANG Lifesciences India Limited","","","","","","ANG","540694","B","","","False","True","09-06-2026"
"INE732I01021","ANGEL ONE LIMITED","1","ANGELONE","EQ","05-10-2020","","ANGELONE","543235","A","","","True","True","09-06-2026"
"INE087B01017","ANIK INDUSTRIES LTD.","10","ANIKINDS","BE","21-05-2008","","ANIKINDS","519383","T","","","True","True","09-06-2026"
"INE161F01011","ANIRIT VENTURES LIMITED","","","","","","ANIRIT","530705","XT","","","False","True","09-06-2026"
"INE283D01018","ANJANI FINANCE LTD.","","","","","","ANJANIFIN","531878","X","","","False","True","09-06-2026"
"INE096I01021","Anjani Foods Limited","","","","","","ANJANIFOODS","511153","X","","","False","True","09-06-2026"
"INE364D01032","ANJANI SYNTHETICS LTD.","","","","","","ANJANI","531223","X","","","False","True","09-06-2026"
"INE067C01025","ANKA INDIA LTD.","","","","","","ANKIN","531673","X","","","False","True","09-06-2026"
"INE106I01010","ANKIT METAL & POWER LTD.","10","ANKITMETAL","BZ","14-03-2013","","ANKITMETAL","532870","Z","","","True","True","09-06-2026"
"INE0Y8W01025","ANLON HEALTHCARE LIMITED","2","AHCL","EQ","03-09-2025","","AHCL","544497","B","","","True","True","09-06-2026"
"INE02AR01019","Anmol India Limited","10","ANMOL","EQ","04-06-2021","","ANMOL","542437","B","","","True","True","09-06-2026"
"INE075K01013","ANNVRRIDHHI VENTURES LIMITED","","","","","","ANVRDHI","538539","X","","","False","True","09-06-2026"
"IN9075K01029","ANNVRRIDHHI VENTURES LIMITED","","","","","","ANNVRPP","890229","X","","","False","True","09-06-2026"
"INE030C01015","ANSAL BUILDWELL LTD.","","","","","","ANSALBU","523007","X","","","False","True","09-06-2026"
"INE880B01015","ANSAL HOUSING LIMITED","","","","","","ANSALHSG","507828","X","","","False","True","09-06-2026"
"INE825M01017","ANTARIKSH INDUSTRIES LIMITED","","","","","","ANTARIKSH","501270","XT","","","False","True","09-06-2026"
"INE818A01017","Antelopus Selan Energy Limited","10","ANTELOPUS","EQ","26-09-2006","","ANTELOPUS","530075","B","","","True","True","09-06-2026"
"INE0CZ201020","Anthem Biosciences Limited","2","ANTHEM","EQ","21-07-2025","","ANTHEM","544449","B","","","True","True","09-06-2026"
"INE01BK01022","Antony Waste Handling Cell Lim","5","AWHCL","EQ","01-01-2021","","AWHCL","543254","B","","","True","True","09-06-2026"
"INE489G01022","ANUH PHARMA LTD.","5","ANUHPHR","EQ","20-12-2024","","ANUHPHR","506260","B","","","True","True","09-06-2026"
"INE069B01023","ANUPAM FINSERV LIMITED","","","","","","ANUPAM","530109","X","","","False","True","09-06-2026"
"INE930P01018","Anupam Rasayan India Limited","10","ANURAS","EQ","24-03-2021","","ANURAS","543275","A","","","True","True","09-06-2026"
"INE490Z01012","Anuroop Packaging Limited","","","","","","ANUROOP","542865","B","","","False","True","09-06-2026"
"INE372A01015","APAR INDUSTRIES LTD.","10","APARINDS","EQ","12-07-2004","","APARINDS","532259","A","","","True","True","09-06-2026"
"INE116A01032","APCOTEX INDUSTRIES LTD.","2","APCOTEXIND","EQ","06-09-1995","","APCOTEXIND","523694","B","","","True","True","09-06-2026"
"INE988S01028","Apeejay Surrendra Park Hotels","1","PARKHOTELS","EQ","12-02-2024","","PARKHOTELS","544111","B","","","True","True","09-06-2026"
"INE346W01013","Apex Frozen Foods Limited","10","APEX","EQ","04-09-2017","","APEX","540692","B","","","True","True","09-06-2026"
"INE070K01014","APIS INDIA LTD.","","","","","","APIS","506166","X","","","False","True","09-06-2026"
"INE702C01027","APL APOLLO TUBES LTD.","2","APLAPOLLO","EQ","14-12-2011","","APLAPOLLO","533758","A","","","True","True","09-06-2026"
"INE273A01015","APLAB LTD.","","","","","","APLAB","517096","XT","","","False","True","09-06-2026"
"IN9273A01047","Aplab Ltd.","","","","","","APLABPP","890217","XT","","","False","True","09-06-2026"
"INE170D01025","APM INDUSTRIES LTD.","","","","","","APMIN","523537","X","","","False","True","09-06-2026"
"INE412D01013","APOLLO FINVEST (INDIA) LTD.","","","","","","APOLLOFI","512437","X","","","False","True","09-06-2026"
"INE437A01024","APOLLO HOSPITALS ENTERPRISE LT","5","APOLLOHOSP","EQ","10-01-1996","","APOLLOHOSP","508869","A","","","True","True","09-06-2026"
"INE314N01028","Apollo Ingredients Limited","","","","","","APOLLOIN","503639","XT","","","False","True","09-06-2026"
"INE713T01028","Apollo Micro Systems Limited","1","APOLLO","EQ","22-01-2018","","APOLLO","540879","A","","","True","True","09-06-2026"
"INE126J01016","APOLLO PIPES LIMITED","10","APOLLOPIPE","EQ","11-11-2019","","APOLLOPIPE","531761","B","","","True","True","09-06-2026"
"INE0X4A01013","APOLLO TECHNO INDUSTRIES LIMIT","","","","","","ATIL","544671","M","","","False","True","09-06-2026"
"INE438A01022","APOLLO TYRES LTD.","1","APOLLOTYRE","EQ","31-05-1995","","APOLLOTYRE","500877","A","","","True","True","09-06-2026"
"INE217S01014","Apoorva Leasing Finance & Inve","","","","","","APOORVA","539545","X","","","False","True","09-06-2026"
"INE046E01025","APT PACKAGING LTD.","","","","","","APTPACK","506979","XT","","","False","True","09-06-2026"
"INE266F01018","APTECH LTD.","10","APTECHT","EQ","27-09-2002","","APTECHT","532475","B","","","True","True","09-06-2026"
"INE15XJ01010","Aptus Pharma Limited","","","","","","APPL","544529","MT","","","False","True","09-06-2026"
"INE852O01025","Aptus Value Housing Finance In","2","APTUS","EQ","24-08-2021","","APTUS","543335","A","","","True","True","09-06-2026"
"INE416A01051","Aqylon Nexus Limited","1","AQYLON","EQ","01-04-2024","","AQYLON","530943","B","","","True","True","09-06-2026"
"INE068C01015","ARAVALI SECURITIES & FINANCE L","","","","","","ARAVALIS","512344","X","","","False","True","09-06-2026"
"INE202R01026","ARC Finance Limited","","","","","","ARCFIN","540135","X","","","False","True","09-06-2026"
"INE276D01012","ARCEE INDUSTRIES LTD.","","","","","","ARCEEIN","520121","X","","","False","True","09-06-2026"
"INE128X01021","Archean Chemical Industries Li","2","ACI","EQ","21-11-2022","","ACI","543657","A","","","True","True","09-06-2026"
"INE877I01016","ARCHIDPLY INDUSTRIES LTD.","10","ARCHIDPLY","EQ","04-07-2008","","ARCHIDPLY","532994","B","","","True","True","09-06-2026"
"INE731A01020","ARCHIES LTD.","2","ARCHIES","EQ","02-09-1998","","ARCHIES","532212","B","","","True","True","09-06-2026"
"INE078I01011","ARCHIT ORGANOSYS LTD.","","","","","","ARCHITORG","524640","X","","","False","True","09-06-2026"
"INE372M01010","ARCL Organics Ltd","","","","","","ARCL","543993","X","","","False","True","09-06-2026"
"INE480H01011","AREX INDUSTRIES LTD.","","","","","","AREXMIS","526851","X","","","False","True","09-06-2026"
"INE784R01023","Arfin India Limited","1","ARFIN","EQ","22-07-2025","","ARFIN","539151","B","","","True","True","09-06-2026"
"INE298I01015","ARIES AGRO LTD.","10","ARIES","EQ","11-01-2008","","ARIES","532935","B","","","True","True","09-06-2026"
"INE021N01011","ARIGATO UNIVERSE LIMITED","","","","","","ARIGATO","530267","XT","","","False","True","09-06-2026"
"INE420B01036","ARIHANT CAPITAL MARKETS LTD.","1","ARIHANTCAP","EQ","15-06-2021","","ARIHANTCAP","511605","B","","","True","True","09-06-2026"
"INE413D01011","ARIHANT FOUNDATIONS & HOUSING","10","ARIHANT","EQ","20-04-2026","","ARIHANT","531381","B","","","True","True","09-06-2026"
"INE643K01018","ARIHANT SUPERSTRUCTURES LIMITE","10","ARIHANTSUP","EQ","28-03-2017","","ARIHANTSUP","506194","B","","","True","True","09-06-2026"
"INE190D01015","ARIHANTS SECURITIES LTD.","","","","","","ARISE","531017","X","","","False","True","09-06-2026"
"INE0H9P01028","ArisInfra Solutions Limited","2","ARIS","EQ","25-06-2025","","ARIS","544419","B","","","True","True","09-06-2026"
"INE1D8001016","Aritas Vinyl Limited","","","","","","ARITAS","544683","MT","","","False","True","09-06-2026"
"INE0QRL01017","ARKADE DEVELOPERS LIMITED","10","ARKADE","EQ","24-09-2024","","ARKADE","544261","B","","","True","True","09-06-2026"
"INE109C01017","ARMAN FINANCIAL SERVICES LTD.","10","ARMANFIN","EQ","14-06-2016","","ARMANFIN","531179","B","","","True","True","09-06-2026"
"INE510P01018","ARMAN HOLDINGS LTD","","","","","","ARMAN","538556","X","","","False","True","09-06-2026"
"INE185K01036","ARNOLD HOLDINGS LTD","","","","","","ARNOLD","537069","X","","","False","True","09-06-2026"
"INE570D01018","Arrow Greentech Limited","10","ARROWGREEN","EQ","21-05-2015","","ARROWGREEN","516064","B","","","True","True","09-06-2026"
"INE0PP401015","Arrowhead Seperation Engineeri","","","","","","ARROWHEAD","544025","M","","","False","True","09-06-2026"
"INE968D01022","ARSHIYA LIMITED","2","ARSHIYA","BZ","14-12-2009","","ARSHIYA","506074","Z","","","True","True","09-06-2026"
"INE885B01014","ARTEFACT PROJECTS LTD.","","","","","","ARTEFACT","531297","X","","","False","True","09-06-2026"
"INE757T01025","Artemis Electricals and Projec","1","AEPL","EQ","12-03-2026","","AEPL","542670","B","","","True","True","09-06-2026"
"INE025R01021","Artemis Medicare Services Limi","1","ARTEMISMED","EQ","23-01-2020","","ARTEMISMED","542919","B","","","True","True","09-06-2026"
"INE072B01027","Artificial Electronics Intelli","","","","","","AEIM","526443","X","","","False","True","09-06-2026"
"INE133D01023","ARTSON LIMITED","","","","","","ARTSON","522134","X","","","False","True","09-06-2026"
"INE957C01019","ARUNA HOTELS LTD.","","","","","","ARUNAHTEL","500016","X","","","False","True","09-06-2026"
"INE485K01022","Arunjyoti Bio Ventures Limited","","","","","","ABVL","530881","X","","","False","True","09-06-2026"
"INE955V01021","Arvind Fashions Limited","4","ARVINDFASN","EQ","08-03-2019","","ARVINDFASN","542484","A","","","True","True","09-06-2026"
"INE034A01011","ARVIND LTD.","10","ARVIND","EQ","08-02-1995","","ARVIND","500101","A","","","True","True","09-06-2026"
"INE034S01021","Arvind SmartSpaces Limited","10","ARVSMART","EQ","26-08-2015","","ARVSMART","539301","B","","","True","True","09-06-2026"
"INE032E01017","ARYAMAN FINANCIAL SERVICES LTD","","","","","","ARYAMAN","530245","X","","","False","True","09-06-2026"
"INE016X01010","Aryan Share & Stock Brokers Lt","","","","","","ARYAN","542176","X","","","False","True","09-06-2026"
"INE360S01012","ARYAVAN ENTERPRISE LIMITED","","","","","","ARYAVAN","539455","X","","","False","True","09-06-2026"
"INE439A01020","ASAHI INDIA GLASS LTD.","1","ASAHIINDIA","EQ","18-03-1998","","ASAHIINDIA","515030","A","","","True","True","09-06-2026"
"INE228I01012","ASAHI SONGWON COLORS LTD.","10","ASAHISONG","EQ","29-08-2011","","ASAHISONG","532853","B","","","True","True","09-06-2026"
"INE0DN001027","ASARFI HOSPITAL LIMITED","","","","","","ASARFI","543943","M","","","False","True","09-06-2026"
"INE0E4I01027","Ascensive Educare Limited","","","","","","ASCENSIVE","543443","MS","","","False","True","09-06-2026"
"INE767M01029","ASGARD ALCOBEV LIMITED","","","","","","ASGARD","512025","X","","","False","True","09-06-2026"
"INE348A01023","ASHAPURA MINECHEM LTD.","2","ASHAPURMIN","EQ","20-09-1995","","ASHAPURMIN","527001","A","","","True","True","09-06-2026"
"INE05FR01029","Ashapuri Gold Ornament Limited","","","","","","AGOL","542579","B","","","False","True","09-06-2026"
"INE709D01012","ASHIANA AGRO INDUSTRIES LTD.","","","","","","ASHAI","519174","XT","","","False","True","09-06-2026"
"INE365D01021","ASHIANA HOUSING LTD.","2","ASHIANA","EQ","29-06-2011","","ASHIANA","523716","B","","","True","True","09-06-2026"
"INE094B01013","Ashika Credit Capital Ltd.","10","ASHIKA","EQ","20-04-2026","","ASHIKA","543766","B","","","True","True","09-06-2026"
"INE440A01010","ASHIMA LTD.","10","ASHIMASYN","EQ","27-07-1995","","ASHIMASYN","514286","B","","","True","True","09-06-2026"
"INE894A01026","ASHIRWAD CAPITAL LTD.","","","","","","ASHCAP","512247","X","","","False","True","09-06-2026"
"INE338C01012","ASHIRWAD STEELS & INDUSTRIES L","","","","","","ASHSI","526847","X","","","False","True","09-06-2026"
"INE831C01016","ASHISH POLYPLAST LTD.","","","","","","ASHISHPO","530429","X","","","False","True","09-06-2026"
"INE694W01024","Ashnisha Industries Limited","","","","","","ASHNI","541702","X","","","False","True","09-06-2026"
"INE208A01029","ASHOK LEYLAND LTD.","1","ASHOKLEY","EQ","25-05-1995","","ASHOKLEY","500477","A","","","True","True","09-06-2026"
"INE442H01029","ASHOKA BUILDCON LTD.","5","ASHOKA","EQ","14-10-2010","","ASHOKA","533271","A","","","True","True","09-06-2026"
"INE760Y01011","Ashoka Metcast Limited","10","ASHOKAMET","EQ","27-06-2023","","ASHOKAMET","540923","B","","","True","True","09-06-2026"
"INE293C01019","ASHRAM ONLINE.COM LTD.","","","","","","ASHRAM","526187","X","","","False","True","09-06-2026"
"INE723K01018","ASHUTOSH PAPER MILLS LTD.","","","","","","ASHUTPM","531568","X","","","False","True","09-06-2026"
"INE443A01030","ASI INDUSTRIES LIMITED","","","","","","ASIIL","502015","X","","","False","True","09-06-2026"
"INE131Q01011","ASIA CAPITAL LIMITED","","","","","","ASIACAP","538777","XT","","","False","True","09-06-2026"
"INE784M01016","ASIA PACK LTD.","","","","","","ASIAPAK","530899","X","","","False","True","09-06-2026"
"INE276G01015","ASIAN ENERGY SERVICES LTD","10","ASIANENE","EQ","09-12-2021","","ASIANENE","530355","B","","","True","True","09-06-2026"
"INE022I01019","ASIAN GRANITO INDIA LTD.","10","ASIANTILES","EQ","23-08-2007","","ASIANTILES","532888","B","","","True","True","09-06-2026"
"INE926K01017","ASIAN HOTELS (EAST) LTD.","10","AHLEAST","EQ","11-08-2010","","AHLEAST","533227","B","","","True","True","09-06-2026"
"INE363A01022","ASIAN HOTELS (NORTH) LIMITED","10","ASIANHOTNR","EQ","07-04-2010","","ASIANHOTNR","500023","B","","","True","True","09-06-2026"
"INE915K01010","ASIAN HOTELS (WEST) LTD.","10","AHLWEST","BE","05-08-2010","","AHLWEST","533221","T","","","True","True","09-06-2026"
"INE021A01026","ASIAN PAINTS LTD.","1","ASIANPAINT","EQ","31-05-1995","","ASIANPAINT","500820","A","","","True","True","09-06-2026"
"INE810M01019","ASIAN PETROPRODUCTS & EXPORTS","","","","","","ASINPET","524434","X","","","False","True","09-06-2026"
"INE194D01017","ASIAN STAR CO.LTD.","10","ASTAR","EQ","20-04-2026","","ASTAR","531847","B","","","True","True","09-06-2026"
"INE822B01017","ASIAN TEA & EXPORTS LTD.","","","","","","ASIANTNE","519532","X","","","False","True","09-06-2026"
"INE04Z101016","Asian Warehousing Limited","","","","","","ASIAN","543927","X","","","False","True","09-06-2026"
"INE041B01014","ASIT C.MEHTA FINANCIAL SERVICE","","","","","","ASITCFIN","530723","X","","","False","True","09-06-2026"
"INE491J01022","ASK Automotive Limited","2","ASKAUTOLTD","EQ","15-11-2023","","ASKAUTOLTD","544022","B","","","True","True","09-06-2026"
"INE867C01010","ASM TECHNOLOGIES LTD.","","","","","","ASMTEC","526433","B","","","False","True","09-06-2026"
"INE500C01017","Aspira Pathlab & Diagnostics L","","","","","","ASPIRA","540788","XT","","","False","True","09-06-2026"
"INE073G01016","ASSOCIATED ALCOHOLS & BREWERIE","10","ASALCBR","EQ","12-02-2020","","ASALCBR","507526","B","","","True","True","09-06-2026"
"INE0SJX01015","ASSTON PHARMACEUTICALS LIMITED","","","","","","APL","544445","M","","","False","True","09-06-2026"
"INE307N01014","ASTAL LABORATORIES LIMITED","","","","","","ASTALLTD","512600","X","","","False","True","09-06-2026"
"INE563J01010","ASTEC LIFESCIENCES LIMITED","10","ASTEC","EQ","25-11-2009","","ASTEC","533138","B","","","True","True","09-06-2026"
"INE914M01019","Aster DM Healthcare Limited","10","ASTERDM","EQ","26-02-2018","","ASTERDM","540975","A","","","True","True","09-06-2026"
"INE0TG901011","ASTONEA LABS LIMITED","","","","","","ASTONEALAB","544409","MT","","","False","True","09-06-2026"
"INE386C01029","ASTRA MICROWAVE PRODUCTS LTD.","2","ASTRAMICRO","EQ","01-11-2004","","ASTRAMICRO","532493","A","","","True","True","09-06-2026"
"INE006I01046","ASTRAL LIMITED","1","ASTRAL","EQ","20-03-2007","","ASTRAL","532830","A","","","True","True","09-06-2026"
"INE203A01020","ASTRAZENECA PHARMA INDIA LTD.","2","ASTRAZEN","EQ","04-05-2001","","ASTRAZEN","506820","A","","","True","True","09-06-2026"
"INE0RUY01012","Astron Multigrain Limited","","","","","","ASTRONMULT","544628","MT","","","False","True","09-06-2026"
"INE646X01014","Astron Paper & Board Mill Limi","10","ASTRON","BE","29-12-2017","","ASTRON","540824","T","","","True","True","09-06-2026"
"INE0ALR01029","Atal Realtech Limited","2","ATALREAL","EQ","12-05-2023","","ATALREAL","543911","B","","","True","True","09-06-2026"
"INE09KD01013","Atam Valves Limited","10","ATAM","EQ","10-05-2023","","ATAM","543236","B","","","True","True","09-06-2026"
"INE0XCV01014","Aten Papers & Foam Limited","","","","","","ATENPAPERS","544417","MT","","","False","True","09-06-2026"
"INE354E01031","ATHARV ENTERPRISES LTD.","","","","","","ATHARVENT","530187","X","","","False","True","09-06-2026"
