symbol,sector,pe_ratio,pb_ratio,roe_pct,pe_score,roe_score,growth_score,valuation_score,valuation_label,revenue_ttm_cr,profit_ttm_cr,yoy_revenue_pct,yoy_profit_pct,as_of_date
AVANTEL,DEFENCE,48.93,,30.12,56.34563054824464,100.0,100.0,82.54,CHEAP_QUALITY,147.69,44.48,,,2024-12-31
AVANTIFEED,AGRICULTURE,25.23,,9.64,77.49029754204399,38.56,100.0,66.42,FAIR_VALUE,2720.86,262.29,,,2024-12-31
AVG,LOGISTICS,13.54,,3.86,87.91988223223447,15.439999999999998,100.0,61.34,FAIR_VALUE,280.76,10.84,,,2024-12-31
AVL,RETAIL,115.76,,4.12,0.0,16.48,100.0,26.59,EXPENSIVE_OR_WEAK,884.3,36.43,,,2024-12-31
AVONMORE,FINANCIAL_SERVICES,37.27,,22.73,66.74844983717713,90.92,100.0,83.07,CHEAP_QUALITY,89.54,20.35,,,2024-12-31
AVROIND,FMCG,2.94,,4.44,97.37699067671856,17.76,100.0,66.05,FAIR_VALUE,42.11,1.87,,,2024-12-31
AVTNPL,AGRICULTURE,19.31,,9.47,82.77200339028417,37.88,100.0,68.26,FAIR_VALUE,294.7,27.91,,,2024-12-31
AWFIS,IT,19.82,,8.83,82.3169915688986,35.32,100.0,67.05,FAIR_VALUE,610.1,53.85,,,2024-12-31
AWHCL,INFRASTRUCTURE,22.78,,7.19,79.67613864477852,28.76,100.0,63.37,FAIR_VALUE,463.98,33.35,,,2024-12-31
AWL,FMCG,19.21,,2.15,82.8612213944774,8.6,100.0,56.58,FAIR_VALUE,14460.45,311.02,,,2024-09-30
AXISCADES,DEFENCE,121.67,,5.38,0.0,21.52,100.0,28.61,EXPENSIVE_OR_WEAK,274.15,14.76,,,2024-12-31
AXITA,TEXTILES,,,-0.54,50.0,0.0,100.0,40.0,MODERATE,228.04,-1.24,,,2024-12-31
AYMSYNTEX,TEXTILES,77.71,,0.94,30.66868894142839,3.7599999999999993,100.0,33.77,EXPENSIVE_OR_WEAK,781.19,7.34,,,2024-12-31
AZAD,CAPITAL_GOODS,134.95,,19.22,0.0,76.88,100.0,50.75,MODERATE,232.02,44.6,,,2024-12-31
BAFNAPH,,58.07,,4.86,48.19110496498193,19.44,100.0,47.05,MODERATE,73.51,3.57,,,2024-12-31
BAGFILMS,MEDIA,22.53,,2.91,79.89918365526162,11.64,100.0,56.62,FAIR_VALUE,65.6,1.91,,,2024-12-31
BAIDFIN,FINANCIAL_SERVICES,9.01,,16.32,91.96145782218852,65.28,100.0,82.9,CHEAP_QUALITY,40.99,6.69,,,2024-12-31
BAJAJ-AUTO,AUTO,48.87,,10.46,56.39916135076059,41.84,100.0,59.3,FAIR_VALUE,13247.28,1385.44,,,2024-09-30
BAJAJCON,FMCG,82.28,,10.8,26.591426149797037,43.2,100.0,47.92,MODERATE,234.42,25.31,,,2024-12-31
BAJAJELEC,FMCG,39.86,,1.92,64.43770352857207,7.68,100.0,48.85,MODERATE,2408.05,46.26,,,2024-12-31
BAJAJFINSV,FINANCIAL_SERVICES,32.65,,13.07,70.87032163090512,52.28,100.0,69.26,FAIR_VALUE,65745.55,8592.04,,,2024-12-31
BAJAJHCARE,PHARMA,20.86,,8.28,81.38912432528885,33.12,100.0,65.8,FAIR_VALUE,255.88,21.19,,,2024-12-31
BAJAJHFL,FINANCIAL_SERVICES,33.22,,22.51,70.36177900700362,90.04,100.0,84.16,CHEAP_QUALITY,4859.01,1093.62,,,2024-12-31
BAJAJHIND,FMCG,,,-6.75,50.0,0.0,100.0,40.0,MODERATE,2635.42,-177.83,,,2024-12-31
BAJAJHLDNG,FINANCIAL_SERVICES,16.87,,1385.24,84.94892269259937,100.0,100.0,93.98,CHEAP_QUALITY,126.33,1749.97,,,2024-12-31
BAJAJINDEF,CAPITAL_GOODS,28.62,,15.69,74.46580719989294,62.75999999999999,100.0,74.89,FAIR_VALUE,44.74,7.02,,,2024-12-31
BAJEL,CAPITAL_GOODS,211.7,,0.4,0.0,1.6,100.0,20.64,EXPENSIVE_OR_WEAK,1284.79,5.12,,,2024-12-31
BAJFINANCE,FINANCIAL_SERVICES,3.66,,23.89,96.7346210465272,95.56,100.0,96.92,CHEAP_QUALITY,18035.11,4308.19,,,2024-12-31
BALAJEE,CHEMICALS,9.74,,5.69,91.31016639157782,22.76,100.0,65.63,FAIR_VALUE,441.75,25.13,,,2024-12-31
BALAJITELE,MEDIA,,,-3.04,50.0,0.0,100.0,40.0,MODERATE,237.67,-7.23,,,2024-12-31
BALAMINES,CHEMICALS,42.65,,11.0,61.9485212115805,44.0,100.0,62.38,FAIR_VALUE,659.61,72.59,,,2024-12-31
BALAXI,,7.94,,5.93,92.91609046705625,23.72,100.0,66.65,FAIR_VALUE,77.38,4.59,,,2024-09-30
BALKRISHNA,CHEMICALS,,,-756.92,50.0,0.0,100.0,40.0,MODERATE,0.65,-4.92,,,2024-12-31
BALKRISIND,AUTO,26.46,,15.99,76.39291609046705,63.96000000000001,100.0,76.14,CHEAP_QUALITY,4980.07,796.42,,,2024-12-31
BALLARPUR,,,,-229.53,50.0,0.0,66.68,33.34,EXPENSIVE_OR_WEAK,15.88,-36.45,1520.01,16.68,2024-12-31
BALMLAWRIE,DIVERSIFIED,12.15,,9.68,89.16001249052059,38.72,100.0,71.15,FAIR_VALUE,1269.31,122.82,,,2024-12-31
BALPHARMA,PHARMA,30.6,,1.41,72.69929071686667,5.64,100.0,51.34,MODERATE,73.69,1.04,,,2024-09-30
BALRAMCHIN,FMCG,40.7,,5.53,63.68827229334879,22.12,100.0,54.32,MODERATE,2490.09,137.65,,,2024-12-31
BALUFORGE,CAPITAL_GOODS,35.65,,22.54,68.19378150510774,90.16,100.0,83.34,CHEAP_QUALITY,317.99,71.68,,,2024-12-31
BANARBEADS,FMCG,17.76,,10.93,84.15488245527948,43.72,100.0,71.15,FAIR_VALUE,17.29,1.89,,,2024-12-31
BANARISUG,FMCG,34.08,,7.05,69.5945041709417,28.199999999999996,100.0,59.12,FAIR_VALUE,895.16,63.08,,,2024-12-31
BANCOINDIA,AUTO,8.64,,15.5,92.29156443770353,62.0,100.0,81.72,CHEAP_QUALITY,894.93,138.7,,,2024-09-30
BANG,TEXTILES,42.24,,0.48,62.3143150287728,1.92,100.0,45.69,MODERATE,98.64,0.47,,,2024-12-31
BANKA,,,,-28.66,50.0,0.0,100.0,40.0,MODERATE,26.45,-7.58,,,2024-12-31
BANSALWIRE,METAL,29.86,,4.85,73.35950394789668,19.4,100.0,57.1,FAIR_VALUE,825.45,40.06,,,2024-09-30
BANSWRAS,TEXTILES,15.1,,2.22,86.52808136681982,8.88,100.0,58.16,FAIR_VALUE,681.5,15.16,,,2024-12-31
BARBEQUE,,,,-2.33,50.0,0.0,100.0,40.0,MODERATE,305.69,-7.13,,,2024-09-30
BASF,CHEMICALS,30.44,,3.01,72.84203952357586,12.04,100.0,53.95,MODERATE,4247.72,127.93,,,2024-09-30
BASML,TEXTILES,22.01,,0.5,80.36311727706651,2.0,100.0,52.95,MODERATE,445.98,2.23,,,2024-12-31
BATAINDIA,FMCG,39.69,,6.3,64.58937413570058,25.2,100.0,55.92,FAIR_VALUE,1755.94,110.68,,,2024-12-31
BBL,CAPITAL_GOODS,27.44,,6.54,75.51857964937324,26.16,100.0,60.67,FAIR_VALUE,907.83,59.41,,,2024-12-31
BBOX,IT,74.39,,3.58,33.630726680644166,14.32,100.0,39.18,MODERATE,2998.95,107.22,,,2024-12-31
BBTC,FMCG,64.25,,57.12,42.677432305839325,100.0,100.0,77.07,CHEAP_QUALITY,145.88,83.33,,,2024-12-31
BBTCL,CHEMICALS,,,-2.71,50.0,0.0,100.0,40.0,MODERATE,243.95,-6.62,,,2024-12-31
BCG,IT,1.66,,17.08,98.51898113039212,68.32,100.0,86.74,CHEAP_QUALITY,3488.1,595.73,,,2024-12-31
BCLIND,FMCG,13.02,,2.75,88.38381585403936,11.0,100.0,59.75,FAIR_VALUE,761.53,20.92,,,2024-12-31
BCONCEPTS,RETAIL,28.5,,2.59,74.57286880492484,10.36,100.0,53.97,MODERATE,137.47,3.56,,,2024-12-31
BDL,DEFENCE,93.09,,19.58,16.946959896507117,78.32,100.0,58.11,FAIR_VALUE,1376.91,269.66,,,2024-12-31
BEARDSELL,CAPITAL_GOODS,10.1,,4.26,90.98898157648213,17.04,100.0,63.21,FAIR_VALUE,133.28,5.68,,,2024-12-31
BECTORFOOD,FMCG,7.48,,7.44,93.32649328634518,29.76,100.0,69.23,FAIR_VALUE,988.4,73.53,,,2024-12-31
BEDMUTHA,METAL,13.78,,2.42,87.70575902217067,9.68,100.0,58.95,FAIR_VALUE,525.04,12.71,,,2024-12-31
BEL,DEFENCE,62.75,,23.17,44.01570236873802,92.68,100.0,74.68,FAIR_VALUE,10375.59,2404.38,,,2024-12-31
BEML,AUTO,75.1,,2.79,32.997278850872114,11.16,100.0,37.66,MODERATE,875.77,24.41,,,2024-12-31
BEPL,CAPITAL_GOODS,15.16,,11.81,86.47455056430388,47.24,100.0,73.49,FAIR_VALUE,345.84,40.84,,,2024-12-31
BERGEPAINT,CHEMICALS,50.41,,9.95,55.0252040861846,39.8,100.0,57.93,FAIR_VALUE,2975.06,295.97,,,2024-12-31
BESTAGRO,CHEMICALS,,,6.91,50.0,27.639999999999997,100.0,51.06,MODERATE,1020.71,70.5,,,2024-12-31
BFINVEST,FINANCIAL_SERVICES,19.52,,154.49,82.58464558147834,100.0,100.0,93.03,CHEAP_QUALITY,27.84,43.01,,,2024-12-31
BFUTILITIE,INFRASTRUCTURE,15.98,,37.85,85.74296292991926,100.0,100.0,94.3,CHEAP_QUALITY,660.99,250.16,,,2024-09-30
BGLOBAL,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-0.46,,,2024-12-31
BGRENERGY,,,,-356.05,50.0,0.0,100.0,40.0,MODERATE,148.59,-529.06,,,2024-12-31
BHAGCHEM,CHEMICALS,206.4,,4.38,0.0,17.52,100.0,27.01,EXPENSIVE_OR_WEAK,206.46,9.04,,,2024-12-31
BHAGERIA,,20.36,,6.68,81.83521434625507,26.72,100.0,63.42,FAIR_VALUE,170.35,11.38,,,2024-12-31
BHAGYANGR,,56.0,,0.96,50.03791765178214,3.84,100.0,41.55,MODERATE,802.5,7.71,,,2024-12-31
BHANDARI,,12.76,,2.81,88.61578266494179,11.24,100.0,59.94,FAIR_VALUE,131.26,3.69,,,2024-12-31
BHARATFORG,AUTO,118.07,,6.12,0.0,24.48,100.0,29.79,EXPENSIVE_OR_WEAK,3475.54,212.78,,,2024-12-31
BHARATGEAR,AUTO,,,1.07,50.0,4.28,100.0,41.71,MODERATE,306.66,3.29,,,2024-12-31
BHARATIDIL,,,,11.0,50.0,44.0,100.0,57.6,FAIR_VALUE,10.73,1.18,,,2024-12-31
BHARATRAS,CHEMICALS,3.87,,12.44,96.54726323772137,49.76,100.0,78.52,CHEAP_QUALITY,584.27,72.67,,,2024-12-31
BHARATWIRE,METAL,20.26,,10.74,81.92443235044831,42.96,100.0,69.95,FAIR_VALUE,314.02,33.74,,,2024-12-31
BHARTIARTL,TELECOM,45.78,,21.14,59.15599768033189,84.56,100.0,77.49,CHEAP_QUALITY,55418.5,11715.0,,,2024-12-31
BHARTIHEXA,TELECOM,72.1,,11.82,35.6738189766695,47.28,100.0,53.18,MODERATE,4348.3,514.0,,,2024-12-31
BHEL,FMCG,324.06,,1.6,0.0,6.4,100.0,22.56,EXPENSIVE_OR_WEAK,13861.19,221.44,,,2024-12-31
BIGBLOC,CEMENT,99.45,,0.44,11.272694829816665,1.76,100.0,25.21,EXPENSIVE_OR_WEAK,108.48,0.48,,,2024-12-31
BIKAJI,TEXTILES,58.94,,9.51,47.414908328500694,38.04,100.0,54.18,MODERATE,721.17,68.58,,,2024-09-30
BIL,TEXTILES,,,1.1,50.0,4.4,100.0,41.76,MODERATE,558.88,6.15,,,2024-12-31
BINANIIND,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-0.93,,,2024-12-31
BIOCON,PHARMA,497.98,,2.12,0.0,8.48,100.0,23.39,EXPENSIVE_OR_WEAK,3821.4,81.1,,,2024-12-31
BIOFILCHEM,PHARMA,147.12,,1.14,0.0,4.56,100.0,21.82,EXPENSIVE_OR_WEAK,16.61,0.19,,,2024-12-31
BIRLACABLE,,81.71,,0.91,27.099968773698546,3.64,100.0,32.3,EXPENSIVE_OR_WEAK,157.8,1.44,,,2024-12-31
BIRLACORPN,CEMENT,,,-0.66,50.0,0.0,100.0,40.0,MODERATE,2408.23,-15.9,,,2024-12-31
BIRLAMONEY,FINANCIAL_SERVICES,8.25,,20.78,92.63951465405718,83.12,100.0,90.3,CHEAP_QUALITY,233.37,48.5,,,2024-12-31
BKMINDST,,,,-14025.0,50.0,0.0,100.0,40.0,MODERATE,0.04,-5.61,,,2024-12-31
BLACKBUCK,LOGISTICS,,,-42.14,50.0,0.0,100.0,40.0,MODERATE,113.98,-48.03,,,2024-12-31
BLAL,FINANCIAL_SERVICES,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-1.21,,,2024-12-31
BLBLIMITED,FINANCIAL_SERVICES,,,-0.74,50.0,0.0,100.0,40.0,MODERATE,244.27,-1.81,,,2024-12-31
BLISSGVS,PHARMA,59.54,,12.03,46.87960030334122,48.12,100.0,58.0,FAIR_VALUE,428.1,51.5,,,2024-12-31
BLKASHYAP,INFRASTRUCTURE,58.31,,2.06,47.97698175491815,8.24,100.0,42.49,MODERATE,509.14,10.49,,,2024-12-31
BLS,INFRASTRUCTURE,19.99,,27.15,82.16532096177009,100.0,100.0,92.87,CHEAP_QUALITY,1007.86,273.64,,,2024-12-31
BLSE,IT,40.49,,10.98,63.875630102154624,43.92,100.0,63.12,FAIR_VALUE,127.63,14.01,,,2024-12-31
BLUECHIP,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-0.04,,,2024-12-31
BLUECOAST,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,84.45,,,2024-12-31
BLUEDART,LOGISTICS,40.12,,4.86,64.20573671766962,19.44,100.0,53.46,MODERATE,2960.15,143.85,,,2024-12-31
BLUEJET,PHARMA,28.93,,29.87,74.18923138689388,100.0,100.0,89.68,CHEAP_QUALITY,526.64,157.33,,,2024-12-31
BLUESTARCO,FMCG,73.28,,4.5,34.62104652718919,18.0,100.0,41.05,MODERATE,5083.32,228.52,,,2024-12-31
BODALCHEM,,,,-0.06,50.0,0.0,100.0,40.0,MODERATE,428.63,-0.24,,,2024-09-30
BOHRAIND,OTHER,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-1.89,,,2024-12-31
BOMDYEING,TEXTILES,9.79,,16.89,91.2655573894812,67.56,100.0,83.53,CHEAP_QUALITY,414.81,70.06,,,2024-12-31
BOROLTD,FMCG,25.89,,8.79,76.90145871436856,35.16,100.0,64.82,FAIR_VALUE,611.99,53.8,,,2024-12-31
BORORENEW,CAPITAL_GOODS,,,-3.53,50.0,0.0,100.0,40.0,MODERATE,372.42,-13.13,,,2024-09-30
BOROSCI,CAPITAL_GOODS,90.38,,4.22,19.3647678101441,16.88,100.0,34.5,EXPENSIVE_OR_WEAK,101.45,4.28,,,2024-12-31
BOSCHLTD,AUTO,54.81,,12.21,51.09961190168176,48.84,100.0,59.98,FAIR_VALUE,4394.3,536.7,,,2024-09-30
BPCL,CHEMICALS,10.62,,2.49,90.52504795467725,9.96,100.0,60.19,FAIR_VALUE,245499.32,6103.17,,,2024-12-31
BPL,CAPITAL_GOODS,32.61,,10.88,70.90600883258243,43.52,100.0,65.77,FAIR_VALUE,40.24,4.38,,,2024-12-31
BRIGADE,HOSPITALITY,12.54,,16.09,88.81206227416692,64.36,100.0,81.27,CHEAP_QUALITY,1463.94,235.52,,,2024-12-31
BRITANNIA,FMCG,58.32,,11.39,47.96805995449882,45.56,100.0,57.41,FAIR_VALUE,4667.57,531.55,,,2024-09-30
BRNL,INFRASTRUCTURE,,,124.4,50.0,100.0,100.0,80.0,CHEAP_QUALITY,123.96,154.21,,,2024-12-31
BROOKS,,,,-10.38,50.0,0.0,100.0,40.0,MODERATE,20.52,-2.13,,,2024-12-31
BSE,FINANCIAL_SERVICES,46.79,,37.13,58.254895837980115,100.0,100.0,83.3,CHEAP_QUALITY,1519.86,564.36,,,2024-12-31
BSHSL,,46.3,,7.09,58.692064058527016,28.360000000000003,100.0,54.82,MODERATE,156.07,11.07,,,2024-12-31
BSL,TEXTILES,12.64,,1.6,88.72284426997368,6.4,100.0,58.05,FAIR_VALUE,347.84,5.57,,,2024-12-31
BSOFT,IT,36.25,,8.43,67.65847347994826,33.72,100.0,60.55,FAIR_VALUE,1304.0,109.9,,,2024-12-31
BTML,MEDIA,9.7,,13.15,91.34585359325513,52.6,100.0,77.58,CHEAP_QUALITY,30.88,4.06,,,2024-12-31
BURNPUR,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-34.04,,,2024-12-31
BUTTERFLY,FMCG,27.23,,4.23,75.70593745817906,16.92,100.0,57.05,FAIR_VALUE,495.8,20.98,,,2024-12-31
BVCL,CEMENT,56.51,,0.84,49.582905830396584,3.36,100.0,41.18,MODERATE,96.44,0.81,,,2024-12-31
BYKE,,61.44,,3.28,45.184458223669544,13.119999999999997,100.0,43.32,MODERATE,46.6,1.53,,,2024-12-31
CALSOFT,,46.25,,15.27,58.73667306062364,61.08,100.0,67.93,FAIR_VALUE,1.31,0.2,,,2024-12-31
CAMLINFINE,PHARMA,,,-1.72,50.0,0.0,100.0,40.0,MODERATE,433.49,-7.47,,,2024-12-31
CAMPUS,FMCG,59.18,,7.17,47.200785118436904,28.68,100.0,50.35,MODERATE,848.09,60.77,,,2024-12-31
CAMS,FINANCIAL_SERVICES,7.83,,33.57,93.01423027166882,100.0,100.0,97.21,CHEAP_QUALITY,369.74,124.11,,,2024-12-31
CANDC,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,,,,2024-12-31
CANFINHOME,FINANCIAL_SERVICES,13.91,,21.64,87.58977561671945,86.56,100.0,89.66,CHEAP_QUALITY,2879.68,623.25,,,2024-12-31
CANTABIL,TEXTILES,24.46,,10.94,78.17727617433198,43.76,100.0,68.77,FAIR_VALUE,374.12,40.94,,,2024-12-31
CAPACITE,INFRASTRUCTURE,10.26,,8.86,90.84623276977294,35.44,100.0,70.51,FAIR_VALUE,590.49,52.3,,,2024-12-31
CAPLIPOINT,PHARMA,38.12,,27.08,65.99009680153456,100.0,100.0,86.4,CHEAP_QUALITY,483.1,130.81,,,2024-09-30
CAPTRUST,,42.24,,0.58,62.3143150287728,2.32,100.0,45.85,MODERATE,49.7,0.29,,,2024-12-31
CARBORUNIV,CAPITAL_GOODS,78.74,,6.2,29.749743498237958,24.8,100.0,41.82,MODERATE,2479.57,153.77,,,2024-12-31
CAREERP,,13.08,,49.19,88.33028505152339,100.0,100.0,95.33,CHEAP_QUALITY,53.26,26.2,,,2024-12-31
CARERATING,FINANCIAL_SERVICES,33.45,,35.2,70.15657759735915,100.0,100.0,88.06,CHEAP_QUALITY,213.75,75.25,,,2024-12-31
CARRARO,AUTO,53.61,,3.18,52.17022795200072,12.72,100.0,45.96,MODERATE,444.78,14.14,,,2024-12-31
CARTRADE,RETAIL,89.82,,23.08,19.864388633626273,92.32,100.0,64.87,FAIR_VALUE,330.42,76.26,,,2024-12-31
CARYSIL,FMCG,57.95,,7.23,48.298166570013834,28.92,100.0,50.89,MODERATE,410.19,29.64,,,2024-12-31
CASTROLIND,ENERGY,19.08,,18.12,82.97720479992863,72.48,100.0,82.18,CHEAP_QUALITY,2642.07,478.82,,,2024-12-31
CCCL,REALTY,,,37.0,50.0,100.0,100.0,80.0,CHEAP_QUALITY,106.67,39.47,,,2024-12-31
CCHHL,HOSPITALITY,,,-34.56,50.0,0.0,100.0,40.0,MODERATE,9.49,-3.28,,,2024-09-30
CCL,FMCG,213.89,,4.41,0.0,17.64,100.0,27.06,EXPENSIVE_OR_WEAK,838.5,37.0,,,2024-12-31
CDSL,REALTY,46.62,,48.6,58.40656644510862,100.0,100.0,83.36,CHEAP_QUALITY,600.37,291.77,,,2024-12-31
CEATLTD,AUTO,32.21,,3.31,71.2628808493554,13.239999999999998,100.0,53.8,MODERATE,6604.43,218.48,,,2024-12-31
CEIGALL,INFRASTRUCTURE,25.06,,8.51,77.6419681491725,34.04,100.0,64.67,FAIR_VALUE,1602.72,136.33,,,2024-12-31
CELEBRITY,TEXTILES,,,-9.74,50.0,0.0,100.0,40.0,MODERATE,77.51,-7.55,,,2024-12-31
CELLO,FMCG,23.19,,16.61,79.3103448275862,66.44,100.0,78.3,CHEAP_QUALITY,556.85,92.5,,,2024-12-31
CENTENKA,TEXTILES,16.06,,3.44,85.67158852656466,13.76,100.0,59.77,FAIR_VALUE,1029.67,35.39,,,2024-12-31
CENTEXT,METAL,15.7,,2.3,85.99277334166034,9.2,100.0,58.08,FAIR_VALUE,210.04,4.83,,,2024-12-31
CENTRUM,FINANCIAL_SERVICES,,,-3.07,50.0,0.0,100.0,40.0,MODERATE,1661.11,-50.92,,,2024-12-31
CENTUM,CAPITAL_GOODS,,,-6.86,50.0,0.0,100.0,40.0,MODERATE,281.35,-19.3,,,2024-12-31
CENTURYPLY,REALTY,84.78,,4.25,24.360976044965877,17.0,100.0,36.54,MODERATE,2324.09,98.82,,,2024-12-31
CERA,REALTY,30.8,,13.93,72.52085470848017,55.720000000000006,100.0,71.3,FAIR_VALUE,492.56,68.61,,,2024-09-30
CEREBRAINT,,,,-126.13,50.0,0.0,100.0,40.0,MODERATE,22.92,-28.91,,,2024-12-31
CESC,POWER,18.26,,7.93,83.70879243431324,31.72,100.0,66.17,FAIR_VALUE,8261.0,655.0,,,2024-12-31
CEWATER,INFRASTRUCTURE,,,-6.97,50.0,0.0,100.0,40.0,MODERATE,122.82,-8.56,,,2024-12-31
CGCL,FINANCIAL_SERVICES,41.79,,14.31,62.715796047642414,57.24,100.0,67.98,FAIR_VALUE,1572.42,225.07,,,2024-12-31
CGPOWER,IT,151.62,,9.45,0.0,37.8,100.0,35.12,MODERATE,2515.68,237.85,,,2024-12-31
CHALET,HOSPITALITY,,,-5.03,50.0,0.0,100.0,40.0,MODERATE,834.84,-41.99,,,2024-12-31
CHAMBLFERT,CHEMICALS,8.75,,11.56,92.19342463309096,46.24,100.0,75.37,CHEAP_QUALITY,9264.24,1070.76,,,2024-12-31
CHEMBOND,,5.32,,9.29,95.2536021769193,37.16,100.0,72.97,FAIR_VALUE,126.18,11.72,,,2024-12-31
CHEMCON,,22.92,,14.15,79.55123343890797,56.60000000000001,100.0,74.46,FAIR_VALUE,106.99,15.14,,,2024-12-31
CHEMFAB,,223.45,,0.82,0.0,3.2799999999999994,100.0,21.31,EXPENSIVE_OR_WEAK,165.52,1.35,,,2024-12-31
CHEMPLASTS,CHEMICALS,,,-3.91,50.0,0.0,100.0,40.0,MODERATE,2050.3,-80.1,,,2024-12-31
CHENNPETRO,METAL,,,-2.04,50.0,0.0,100.0,40.0,MODERATE,30107.97,-612.91,,,2024-12-31
CHEVIOT,TEXTILES,14.89,,10.39,86.71543917562565,41.56,100.0,71.31,FAIR_VALUE,210.92,21.92,,,2024-12-31
CHOICEIN,INFRASTRUCTURE,97.39,,16.9,13.110585716197532,67.6,100.0,52.28,MODERATE,456.74,77.19,,,2024-12-31
CHOLAFIN,FINANCIAL_SERVICES,38.84,,15.47,65.34772717134318,61.88,100.0,70.89,FAIR_VALUE,6255.12,967.8,,,2024-09-30
CHOLAHLDNG,FINANCIAL_SERVICES,15.77,,13.38,85.93032073872507,53.52,100.0,75.78,CHEAP_QUALITY,16579.25,2218.14,,,2024-12-31
CIEINDIA,AUTO,23.59,,8.96,78.95347281081322,35.84,100.0,65.92,FAIR_VALUE,4244.58,380.21,,,2024-12-31
CIGNITITEC,,21.79,,15.07,80.55939688629165,60.28,100.0,76.34,CHEAP_QUALITY,523.82,78.93,,,2024-12-31
CINELINE,MEDIA,106.07,,1.63,5.366462952223772,6.52,100.0,24.75,EXPENSIVE_OR_WEAK,55.84,0.91,,,2024-09-30
CINEVISTA,MEDIA,,,-7500.0,50.0,0.0,100.0,40.0,MODERATE,0.03,-2.25,,,2024-12-31
CIPLA,PHARMA,18.84,,22.26,83.19132800999242,89.04,100.0,88.89,CHEAP_QUALITY,7072.97,1574.59,,,2024-12-31
CLEAN,CHEMICALS,32.47,,25.97,71.03091403845296,100.0,100.0,88.41,CHEAP_QUALITY,478.95,124.39,,,2024-12-31
CLEDUCATE,,,,0.15,50.0,0.6,100.0,40.24,MODERATE,169.22,0.25,,,2024-12-31
CLSEL,AGRICULTURE,12.78,,7.29,88.59793906410314,29.160000000000004,100.0,67.1,FAIR_VALUE,764.72,55.71,,,2024-12-31
CMICABLES,,,,-33.03,50.0,0.0,100.0,40.0,MODERATE,8.78,-2.9,,,2024-03-31
CMSINFO,FINANCIAL_SERVICES,12.35,,16.03,88.9815764821341,64.12,100.0,81.24,CHEAP_QUALITY,581.49,93.19,,,2024-12-31
COALINDIA,ENERGY,9.15,,22.22,91.83655261631797,88.88,100.0,92.29,CHEAP_QUALITY,66452.66,14766.02,,,2024-12-31
COASTCORP,CAPITAL_GOODS,8.37,,1.06,92.53245304902529,4.24,100.0,58.71,FAIR_VALUE,183.55,1.95,,,2024-12-31
COCHINSHIP,DEFENCE,54.19,,15.97,51.65276352767989,63.88,100.0,66.21,FAIR_VALUE,2290.83,365.91,,,2024-12-31
COFFEEDAY,,,,-2.87,50.0,0.0,100.0,40.0,MODERATE,549.75,-15.76,,,2024-12-31
COFORGE,IT,11.88,,7.67,89.40090110184235,30.680000000000003,100.0,68.03,FAIR_VALUE,6380.5,489.5,,,2024-12-31
COLPAL,FMCG,37.84,,23.3,66.23990721327564,93.2,100.0,83.78,CHEAP_QUALITY,3080.95,717.83,,,2024-12-31
COMPUSOFT,HEALTHCARE,45.02,,8.32,59.83405451220057,33.28,100.0,57.25,FAIR_VALUE,14.19,1.18,,,2024-12-31
COMSYN,AUTO,45.82,,4.07,59.1203104786546,16.28,100.0,50.16,MODERATE,86.49,3.52,,,2024-12-31
CONCOR,LOGISTICS,19.73,,16.32,82.39728777267253,65.28,100.0,79.07,CHEAP_QUALITY,4496.06,733.54,,,2024-12-31
CONCORDBIO,PHARMA,38.99,,30.96,65.2139001650533,100.0,100.0,86.09,CHEAP_QUALITY,554.4,171.66,,,2024-12-31
CONFIPET,ENERGY,28.57,,2.92,74.51041620198957,11.68,100.0,54.48,MODERATE,745.76,21.74,,,2024-09-30
CONSOFINVT,FINANCIAL_SERVICES,5.78,,202.01,94.84319935763037,100.0,100.0,97.94,CHEAP_QUALITY,30.88,62.38,,,2024-12-31
CONTROLPR,IT,22.85,,10.61,79.61368604184325,42.44,100.0,68.82,FAIR_VALUE,205.12,21.76,,,2024-12-31
CORALFINAC,REALTY,7.86,,78.43,92.98746487041085,100.0,100.0,97.19,CHEAP_QUALITY,10.2,8.0,,,2024-12-31
CORDSCABLE,,21.3,,1.88,80.99656510683856,7.519999999999999,100.0,55.41,FAIR_VALUE,388.35,7.3,,,2024-12-31
COROMANDEL,INFRASTRUCTURE,22.21,,8.87,80.18468126868001,35.48,100.0,66.27,FAIR_VALUE,7432.83,659.1,,,2024-09-30
COSMOFIRST,CHEMICALS,17.32,,4.22,84.54744167372976,16.88,100.0,60.57,FAIR_VALUE,700.65,29.56,,,2024-12-31
COUNCODOS,REALTY,37.5,,3.24,66.54324842753267,12.960000000000003,100.0,51.8,MODERATE,9.89,0.32,,,2024-12-31
CRAFTSMAN,AUTO,151.22,,2.67,0.0,10.68,100.0,24.27,EXPENSIVE_OR_WEAK,2790.04,74.62,,,2024-12-31
