symbol,sector,as_of_date,bull_run_score,label,label_enc,price_score,sector_flow_score,deal_score,corporate_score,regime_multiplier,ret_30d,ret_90d,ret_365d,vol_ratio,sector_rel_30d,sector_combined_score,rotation_signal_enc,sec_FII_5d,sec_FII_20d,sec_FII_60d,sec_DII_5d,sec_DII_20d,sec_DII_60d,sec_smart_money,sec_retail_score,part_FII_flow,part_DII_flow,part_smart_money,regime_enc,mkt_cap_enc,fund_promoter_pct,fund_fii_pct,fund_dii_pct,shp_promoter_pct,shp_fii_pct,shp_dii_pct,index_count,div_count_12m,has_buyback_12m,has_bonus_12m,corp_confidence,deal_net_cr,ann_score_30d,high_signal_30d,distinct_types_30d,ann_velocity_30d,order_wins_6m,spurt_count_30d,distress_30d,theme_score_max,theme_purity_max,news_sentiment_7d,insider_score,concall_guidance_score,concall_sentiment_score,consensus_score,opm_pct,roce_pct,sales_growth_3y,pe_ratio_log,roe_pct,valuation_label_enc,yoy_revenue_pct,yoy_profit_pct,vs_dma_200,trend_signal_enc,fno_oi_signal_enc,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,forward_return_score,rvol,rs_30d_vs_nifty,delivery_5d_pct,promoter_delta,fii_delta,dii_delta,conviction_signal_enc,ai_tone_score,management_score,management_label_enc,astro_score,kundli_score,kundli_yoga_score,kundli_yoga_count,kundli_dasha_benefic
ALPHAGEO,ENERGY,2026-08-17,59.92,EMERGING,4,96.55,35.62,50.0,38.89,0.9,68.64,54.32,41.45,3.014,67.2,-32.84,2.0,61260.71,245728.83,893689.17,-542474.31,-2302391.11,-8600448.94,-46.17,-8.72,37.62,-37.45,13.18,2,0.0,0.4599,0.0094,0.0003,45.99,0.94,0.03,,1.0,0.0,0.0,0.5,,205.0,1.0,4.0,0.5,0.0,0.0,0.0,44.46,1.0,,,,,,-50.0,-14.99,84.69,2.93651291389402,8.94,2.0,,,56.29,1.0,,40.72,1.0,-0.4843,0.0,0.1751,9.54,19.28,0.0,41.7,2.75,71.41,46.8,0.0,-0.02,0.0,1.0,,50.0,1.0,-14.2,25.0,30.0,4.0,1.0
PARAS,DEFENCE,2026-08-17,59.9,EMERGING,4,92.59,37.11,50.0,50.0,0.9,16.0,84.3,113.03,0.889,12.97,-23.22,2.0,69991.17,221544.55,804146.31,-621971.75,-2066883.15,-7772782.5,-43.68,-4.77,37.62,-37.45,13.18,2,1.0,0.532,0.0506,0.0124,53.2,5.06,1.24,,,,,,,765.0,5.0,6.0,0.75,3.0,0.0,0.0,64.29,1.0,,,0.0,0.0,47.51,27.6,10.59,17.7,4.401584133889412,19.37,2.0,,,65.45,1.0,,64.72,1.0,0.1262,1.0,0.728,50.0,46.34,1.0,48.1,0.89,18.77,31.6,0.0,0.14,-0.05,1.0,,50.0,1.0,,53.0,48.0,5.0,0.0
MANINDS,METAL,2026-08-17,59.89,EMERGING,4,86.28,39.98,50.0,50.0,0.9,16.02,12.53,61.32,1.134,16.22,6.5,2.0,140554.13,415268.22,1165588.47,-1242030.87,-3767772.39,-11155019.38,-33.4,-3.85,37.62,-37.45,13.18,2,1.0,0.4321,0.0241,0.0134,43.21,2.41,1.34,,,,,,,595.0,4.0,4.0,0.625,1.0,0.0,0.0,45.05,1.0,,,0.0,0.0,48.06,11.51,12.05,5.32,3.369362658142137,4.29,2.0,,,36.23,1.0,,57.34,1.0,1.153,1.0,0.6908,27.14,33.44,1.0,43.9,1.05,18.79,35.9,0.0,-0.94,0.07,1.0,,50.0,1.0,-35.4,27.0,22.0,4.0,0.0
PRECWIRE,METAL,2026-08-17,59.87,EMERGING,4,89.87,39.98,50.0,50.0,0.9,20.46,21.73,164.21,0.544,20.66,6.5,2.0,140554.13,415268.22,1165588.47,-1242030.87,-3767772.39,-11155019.38,-33.4,-3.85,37.62,-37.45,13.18,2,1.0,0.5662,0.0165,0.0011,56.620000000000005,1.65,0.11,,3.0,0.0,0.0,1.5,,352.0,1.0,6.0,0.435,0.0,0.0,1.0,45.05,1.0,,,,,,4.09,14.81,24.02,4.553350437258295,1.9,1.0,,,40.16,1.0,,46.49,1.0,-2.01,0.0,0.2918,14.84,13.77,0.0,69.3,0.51,23.23,29.8,0.0,0.32,0.05,1.0,,58.0,2.0,-35.4,53.0,20.0,1.0,0.0
SANSERA,AUTO,2026-08-17,59.84,EMERGING,4,94.02,37.52,50.0,38.89,0.9,23.05,67.8,219.5,0.606,20.79,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,2.0,0.301,0.1879,0.3539,30.1,18.790000000000003,35.39,,1.0,0.0,0.0,0.5,,820.0,5.0,5.0,0.765,0.0,0.0,0.0,50.03,1.0,,,,,,18.3,10.25,13.68,4.515683019486556,7.21,1.0,,,67.91,1.0,,72.37,0.0,13.8271,2.0,1.0143,14.47,33.73,1.0,57.0,0.62,25.82,41.7,-0.08,-0.57,-0.92,1.0,,50.0,1.0,-24.8,37.0,26.0,4.0,1.0
TARSONS,HEALTHCARE,2026-08-17,59.81,EMERGING,4,91.27,40.84,47.09,50.0,0.9,20.7,74.68,13.88,1.946,19.92,3.63,2.0,57701.01,133978.67,357991.56,-511071.14,-1235115.83,-3465063.98,-19.95,16.25,37.62,-37.45,13.18,2,1.0,0.473,0.0087,0.0019,47.3,0.8699999999999999,0.19,,,,,,0.0,660.0,6.0,3.0,0.818,0.0,0.0,0.0,49.83,1.0,,,,,49.46,39.44,6.26,2.53,3.575430761606357,10.37,2.0,,,57.56,1.0,,66.5,1.0,2.9047,1.0,0.7892,48.26,39.94,1.0,42.1,1.79,23.47,20.6,0.0,-1.6,0.19,1.0,,50.0,1.0,-24.8,13.0,23.0,3.0,1.0
LMW,CAPITAL_GOODS,2026-08-17,59.79,EMERGING,4,93.55,37.1,50.0,38.89,0.9,25.53,37.68,37.2,2.912,27.97,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,2.0,0.308,0.0554,0.0956,30.8,5.54,9.56,,1.0,0.0,0.0,0.5,,717.0,3.0,7.0,0.636,0.0,0.0,0.0,49.88,1.0,,,,,,8.97,5.14,,5.262431087983628,2.85,1.0,,,32.89,1.0,,49.15,1.0,-50.0,0.0,0.323,9.14,34.32,1.0,47.4,2.74,28.3,48.8,0.0,0.07,-0.22,1.0,,50.0,1.0,-35.4,100.0,87.0,5.0,0.0
DECNGOLD,METAL,2026-08-17,59.79,EMERGING,4,86.28,39.98,50.0,50.0,0.9,21.12,95.57,,1.4,21.32,6.5,2.0,140554.13,415268.22,1165588.47,-1242030.87,-3767772.39,-11155019.38,-33.4,-3.85,37.62,-37.45,13.18,2,1.0,,,,,,,,,,,,,,,,,,,,45.05,1.0,,,,,,,,,,,,,,,1.0,,58.1,1.0,-1.2014,0.0,0.6181,48.2,54.25,1.0,59.6,1.32,23.89,37.0,,,,,,,,-35.4,10.0,21.0,4.0,0.0
PRICOLLTD,AUTO,2026-08-17,59.75,EMERGING,4,92.68,37.52,50.0,38.89,0.9,29.09,31.21,77.6,0.737,26.83,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,1.0,0.3851,0.1561,0.1243,38.51,13.95,11.79,,1.0,0.0,0.0,0.5,,710.0,6.0,5.0,0.524,0.0,0.0,0.0,50.03,1.0,,,,,,12.48,16.14,8.21,3.730501128804756,6.74,2.0,,,33.6,1.0,,63.32,1.0,4.4398,2.0,1.0524,10.88,17.2,0.0,29.2,0.69,31.86,46.5,0.0,-1.66,-0.64,1.0,,50.0,1.0,-24.8,6.0,-15.0,1.0,1.0
DEEPINDS,ENERGY,2026-08-17,59.71,EMERGING,4,91.05,35.62,50.0,50.0,0.9,43.43,52.76,27.88,0.304,41.99,-32.84,2.0,61260.71,245728.83,893689.17,-542474.31,-2302391.11,-8600448.94,-46.17,-8.72,37.62,-37.45,13.18,2,1.0,0.6349,0.0181,0.0112,63.49,1.81,1.12,,1.0,0.0,0.0,,,1470.0,13.0,7.0,0.885,5.0,0.0,0.0,45.05,1.0,,,,,,48.61,11.36,28.41,2.9349201341572337,31.24,3.0,,,50.44,1.0,,36.7,1.0,-6.1354,0.0,-0.0399,15.74,19.55,0.0,51.3,0.28,46.2,43.4,0.0,0.1,0.02,1.0,,50.0,1.0,-14.2,13.0,28.0,4.0,0.0
VARROC,AUTO,2026-08-17,59.71,EMERGING,4,92.62,37.52,47.09,50.0,0.9,28.52,51.97,57.34,0.484,26.26,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,1.0,0.75,0.0445,0.1135,75.0,4.29,11.18,,,,,,0.0,1245.0,8.0,7.0,0.645,0.0,0.0,0.0,50.03,1.0,,,0.0,0.0,48.06,4.7,3.02,31.56,,0.3,1.0,,,43.21,1.0,,64.06,1.0,1.3873,2.0,0.8969,14.32,25.9,1.0,37.9,0.45,31.29,35.6,0.0,-0.16,-0.17,1.0,,50.0,1.0,-24.8,-30.0,-15.0,1.0,1.0
YASHO,CHEMICALS,2026-08-17,59.71,EMERGING,4,97.03,32.75,50.0,44.44,0.9,45.39,157.23,140.69,0.726,44.44,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,1.0,0.6791,0.0571,0.0197,67.91,5.71,1.97,,2.0,0.0,0.0,1.0,,757.0,6.0,5.0,0.571,0.0,0.0,0.0,45.61,1.0,,,,,,18.48,7.34,4.39,,-0.55,1.0,,,100.0,1.0,,70.03,0.0,-11.2996,0.0,0.7674,34.22,54.01,1.0,42.5,0.67,48.16,54.0,-0.08,-1.29,0.92,2.0,,44.0,1.0,-35.4,42.0,32.0,2.0,0.0
AVTNPL,AGRICULTURE,2026-08-17,59.66,EMERGING,4,91.36,40.11,50.0,38.89,0.9,25.3,32.24,20.67,10.092,20.77,-16.75,2.0,5042.53,17375.36,53827.27,-44888.44,-161165.73,-514862.89,-36.54,-14.25,37.62,-37.45,13.18,2,1.0,0.75,0.0003,0.0002,75.0,0.03,0.02,,1.0,0.0,0.0,0.5,,175.0,1.0,3.0,0.5,0.0,0.0,0.0,45.05,1.0,,,,,,19.71,21.68,7.84,3.011113375592293,9.47,2.0,,,31.39,1.0,,52.66,1.0,-0.2496,1.0,0.4977,7.19,38.3,1.0,28.7,9.27,28.07,57.6,0.0,-0.01,-0.21,1.0,,58.0,2.0,23.8,61.0,41.0,3.0,0.0
KDDL,FMCG,2026-08-17,59.64,EMERGING,4,93.59,34.44,50.0,44.44,0.9,25.41,81.78,70.33,0.554,25.42,-43.77,2.0,218965.73,796203.33,1991833.99,-1943438.48,-7434924.67,-19780951.04,3.73,82.18,37.62,-37.45,13.18,2,1.0,0.5043,0.0816,0.0188,50.43,8.16,1.88,,2.0,0.0,0.0,1.0,,295.0,3.0,3.0,0.4,0.0,0.0,0.0,45.05,1.0,,,0.0,0.0,48.06,18.89,11.41,33.22,3.5882300459640066,9.53,2.0,,,56.8,1.0,,65.79,1.0,15.1101,2.0,0.9486,18.84,46.84,1.0,55.2,0.51,28.18,47.5,0.0,-0.22,0.05,1.0,,50.0,1.0,-15.7,58.0,49.0,4.0,0.0
AGARWALEYE,HEALTHCARE,2026-08-17,59.61,EMERGING,4,62.27,40.84,98.34,50.0,0.9,1.92,11.44,9.06,0.172,1.14,3.63,2.0,57701.01,133978.67,357991.56,-511071.14,-1235115.83,-3465063.98,-19.95,16.25,37.62,-37.45,13.18,2,2.0,0.3236,0.5794,0.0783,32.34,57.96,7.720000000000001,,,,,,491.1383,490.0,5.0,4.0,0.389,0.0,0.0,0.0,49.83,1.0,,,,,,27.8,4.08,,5.106066678676197,6.56,1.0,,,6.65,2.0,,61.2,1.0,3.192,1.0,0.7993,13.88,26.59,1.0,44.3,0.16,4.69,62.9,-0.02,0.02,-0.11,1.0,,50.0,1.0,-24.8,10.0,5.0,1.0,0.0
TBOTEK,HOSPITALITY,2026-08-17,59.58,EMERGING,4,89.12,39.46,50.0,50.0,0.9,16.95,44.44,23.22,0.914,19.17,-16.86,2.0,34729.76,142069.25,387894.97,-306800.24,-1281516.62,-3725060.72,-28.46,22.29,37.62,-37.45,13.18,2,2.0,0.4441,0.2971,0.2034,44.41,29.71,20.34,3.0,,,,,,845.0,4.0,5.0,0.778,0.0,0.0,0.0,46.22,1.0,,,,,,15.86,3.02,-4.03,5.5,9.05,1.0,,,20.63,1.0,,62.57,1.0,3.6035,1.0,0.6672,33.45,39.9,1.0,37.5,0.85,19.72,46.3,0.0,-1.14,1.33,2.0,,44.0,1.0,-15.7,38.0,3.0,2.0,1.0
SAHYADRI,CHEMICALS,2026-08-17,59.57,EMERGING,4,93.74,32.75,50.0,50.0,0.9,37.28,23.65,49.86,4.538,36.33,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,0.0,0.7112,,0.0001,71.12,,0.01,,,,,,,515.0,3.0,5.0,0.733,0.0,0.0,0.0,45.61,1.0,,,,,,6.88,2.8,-13.01,4.061304708143901,1.14,1.0,,,46.47,1.0,,51.22,1.0,0.1902,2.0,0.6384,12.34,16.62,0.0,47.9,4.16,40.05,61.4,0.0,-0.01,0.0,1.0,,50.0,1.0,-35.4,48.0,23.0,4.0,0.0
VINDHYATEL,TELECOM,2026-08-17,59.5,EMERGING,4,94.11,38.32,50.0,44.44,0.9,34.97,56.32,68.01,0.527,38.75,-19.38,2.0,72258.31,204730.41,685189.37,-639157.47,-1929081.55,-6641571.58,-42.12,-10.86,37.62,-37.45,13.18,2,1.0,0.4354,0.0133,0.0825,43.54,1.3299999999999998,8.25,,2.0,0.0,0.0,1.0,,480.0,2.0,5.0,0.5,0.0,0.0,0.0,45.8,1.0,,,,,,6.55,4.56,31.11,3.106826321059578,2.9,2.0,,,61.16,1.0,,51.69,1.0,-34.5032,0.0,0.3694,20.12,32.85,1.0,48.4,0.49,37.74,44.4,0.0,-0.16,0.0,1.0,,50.0,1.0,19.4,-3.0,0.0,2.0,0.0
MPSLTD,HEALTHCARE,2026-08-17,59.47,EMERGING,4,90.48,40.84,50.0,50.0,0.9,36.66,53.58,30.87,0.118,35.88,3.63,2.0,57701.01,133978.67,357991.56,-511071.14,-1235115.83,-3465063.98,-19.95,16.25,37.62,-37.45,13.18,2,1.0,0.6834,0.0147,0.0196,68.34,1.47,1.96,,,,,,,1510.0,9.0,7.0,0.714,0.0,0.0,0.0,49.83,1.0,,,,,,33.33,31.94,13.12,3.3971893602646164,31.36,3.0,,,48.06,1.0,,63.41,1.0,3.3257,2.0,1.0668,6.73,38.28,1.0,26.7,0.11,39.43,50.6,0.0,-0.15,0.8,3.0,,53.0,1.0,-24.8,64.0,79.0,5.0,1.0
SENORES,PHARMA,2026-08-17,59.35,EMERGING,4,86.93,34.05,50.0,50.0,0.9,6.39,47.16,118.55,1.258,8.41,-1.01,2.0,147220.57,461968.55,1240426.68,-1300268.68,-4227889.96,-12102339.59,-2.2,68.44,37.62,-37.45,13.18,2,0.0,0.4582,0.0364,0.0961,45.82,3.64,9.61,,,,,,,745.0,6.0,5.0,0.65,0.0,0.0,0.0,49.83,1.0,,,0.0,0.0,48.06,49.85,1.36,,4.204244757921959,15.95,2.0,,,59.7,1.0,,70.34,0.0,2.0934,1.0,0.7762,38.56,44.65,1.0,50.8,1.22,9.16,44.7,0.02,0.29,0.3,1.0,,50.0,1.0,-24.8,41.0,44.0,3.0,0.0
TVSSRICHAK,AUTO,2026-08-17,59.32,EMERGING,4,92.13,37.52,50.0,38.89,0.9,16.13,35.5,70.32,5.484,13.87,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,1.0,0.457,0.0097,0.0617,45.7,0.97,6.17,,1.0,0.0,0.0,0.5,,265.0,2.0,3.0,0.5,0.0,0.0,0.0,50.03,1.0,,,,,,4.95,1.97,9.19,,-0.75,1.0,,,21.17,1.0,,56.76,1.0,-0.0262,0.0,0.6441,9.5,36.02,1.0,23.2,5.01,18.9,30.3,0.0,0.0,0.0,1.0,,50.0,1.0,-24.8,2.0,17.0,2.0,1.0
QUESS,OTHER,2026-08-17,59.32,EMERGING,4,88.09,42.21,47.09,44.44,0.9,17.17,69.43,29.02,0.325,15.34,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,1.0,0.5683,0.0831,0.1241,56.830000000000005,8.309999999999999,12.41,,2.0,0.0,0.0,1.0,0.0,1132.0,7.0,5.0,0.75,0.0,0.0,0.0,45.05,0.62,,,,,49.46,3.33,28.95,19.2,2.590767040487478,1.54,2.0,,,53.51,1.0,,78.31,0.0,0.6002,2.0,0.9714,22.92,53.19,1.0,53.2,0.3,19.94,48.9,-0.05,-0.84,-0.04,1.0,,58.0,2.0,,5.0,5.0,1.0,0.0
UJJIVANSFB,BANKING,2026-08-17,59.21,EMERGING,4,84.91,38.23,50.0,50.0,0.9,10.04,29.34,68.75,0.371,10.37,-13.68,2.0,144881.75,677784.91,2222631.52,-1279730.35,-6531305.0,-22016841.66,-47.74,-7.92,37.62,-37.45,13.18,2,3.0,0.0,0.1723,0.3113,0.0,17.23,31.130000000000003,,,,,,,1035.0,9.0,6.0,0.517,0.0,0.0,0.0,44.66,1.0,,,,,,,,,,,,,,23.52,1.0,,60.81,1.0,0.348,2.0,0.938,14.62,22.88,0.0,31.0,0.36,12.81,50.4,0.0,1.78,2.45,5.0,,65.0,2.0,100.0,11.0,21.0,3.0,0.0
SUNDRMFAST,AUTO,2026-08-17,59.2,EMERGING,4,90.14,37.52,50.0,44.44,0.9,25.19,42.66,25.17,0.686,22.93,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,2.0,0.4695,0.1125,0.2239,46.95,11.25,22.39,,2.0,0.0,0.0,1.0,,460.0,4.0,4.0,0.583,0.0,0.0,0.0,50.03,1.0,,,,,,16.0,15.39,12.02,3.60576954739093,9.38,2.0,,,34.42,1.0,,75.11,0.0,8.8937,2.0,0.9918,16.69,19.42,0.0,53.4,0.63,27.96,49.9,0.0,1.24,-1.44,2.0,,52.0,1.0,-24.8,100.0,92.0,5.0,1.0
KAPSTON,OTHER,2026-08-17,59.19,EMERGING,4,96.6,42.21,50.0,55.56,0.9,24.39,59.46,114.83,3.181,22.56,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,1.0,72.87,0.0,0.0,72.87,0.02,,,0.0,0.0,1.0,2.0,,235.0,1.0,2.0,0.667,0.0,0.0,0.0,45.05,0.62,,,,,,4.58,17.27,35.74,3.8122026701459353,2.41,1.0,,,,1.0,,68.77,1.0,0.6686,2.0,0.9974,13.43,22.09,0.0,56.4,2.99,27.16,62.0,0.0,0.02,,1.0,,56.0,2.0,,66.0,61.0,4.0,0.0
AYMSYNTEX,TEXTILES,2026-08-17,59.18,EMERGING,4,87.35,38.69,50.0,50.0,0.9,15.25,19.23,42.89,1.171,17.22,-13.17,2.0,21224.01,62814.5,184327.93,-189086.03,-582872.19,-1821819.74,-19.62,30.68,37.62,-37.45,13.18,2,1.0,0.6586,0.0342,0.0046,65.86,3.42,0.4599999999999999,,,,,,,462.0,1.0,4.0,0.727,0.0,0.0,0.0,45.61,1.0,,,,,,8.03,9.16,14.5,4.3657702121543585,0.94,1.0,,,36.38,1.0,,64.01,1.0,0.8494,2.0,1.301,8.63,23.9,0.0,36.6,1.11,18.02,58.1,-0.04,0.26,0.05,1.0,,50.0,1.0,,44.0,46.0,3.0,0.0
UCAL,AUTO,2026-08-17,59.17,EMERGING,4,90.77,37.52,50.0,50.0,0.9,24.28,46.42,10.58,10.951,22.02,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,0.0,0.7028,,0.0001,70.28,,0.01,,,,,,,285.0,2.0,5.0,0.462,0.0,0.0,0.0,50.03,1.0,,,,,,12.34,13.27,6.73,3.0440461338325417,1.64,2.0,,,39.59,1.0,,79.65,0.0,2.4229,2.0,1.0097,33.85,40.89,1.0,49.0,10.2,27.05,51.9,0.0,0.0,0.0,1.0,,50.0,1.0,-24.8,49.0,35.0,4.0,0.0
ATHERENERG,AUTO,2026-08-17,59.04,EMERGING,4,92.0,37.52,50.0,50.0,0.9,17.21,58.44,244.19,0.537,14.95,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,2.0,0.4077,0.1722,0.2898,40.77,17.22,28.98,4.0,,,,,,1420.0,10.0,6.0,0.6,0.0,0.0,0.0,50.03,1.0,,,0.0,0.0,48.06,,,,,,,,,70.53,1.0,,71.47,0.0,7.7856,2.0,1.2575,16.52,39.56,1.0,47.8,0.54,19.98,32.5,-0.09,-0.24,0.88,3.0,,53.0,1.0,-24.8,47.0,49.0,5.0,0.0
SJS,AUTO,2026-08-17,59.03,EMERGING,4,92.45,37.52,50.0,38.89,0.9,18.5,33.21,86.2,1.467,16.24,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,1.0,0.2115,0.1568,0.3109,21.15,15.68,31.09,,1.0,0.0,0.0,0.5,,905.0,6.0,5.0,0.778,0.0,0.0,0.0,50.03,1.0,,,,,49.46,33.78,11.77,0.39,4.100492292808335,15.12,2.0,,,35.09,1.0,,65.45,1.0,-4.0159,1.0,0.7817,15.45,35.83,1.0,52.9,1.38,21.27,57.8,-0.03,-1.24,2.0,2.0,,52.0,1.0,-24.8,64.0,49.0,5.0,0.0
SEDEMAC,AUTO,2026-08-17,59.03,EMERGING,4,83.97,37.52,50.0,50.0,0.9,19.25,63.48,,0.882,16.99,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,2.0,0.2624,0.1068,0.4329,26.24,10.68,43.29,,,,,,,432.0,2.0,5.0,0.471,0.0,0.0,0.0,50.03,1.0,,,0.0,0.0,48.06,,,,,,,,,,1.0,,67.89,1.0,-10.6185,1.0,0.8466,27.04,61.27,1.0,33.2,0.83,22.02,44.2,,,,1.0,,50.0,1.0,-24.8,23.0,3.0,2.0,1.0
MACPOWER,CAPITAL_GOODS,2026-08-17,58.98,EMERGING,4,95.03,37.1,50.0,38.89,0.9,33.48,63.69,118.15,0.53,35.92,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,1.0,0.7317,0.0111,0.0052,73.17,1.11,0.52,,1.0,0.0,0.0,0.5,,1281.0,13.0,4.0,0.68,0.0,2.0,0.0,49.88,1.0,,,0.0,0.0,48.06,13.1,14.1,27.37,3.984157603187345,9.73,2.0,,,66.91,1.0,,73.87,0.0,36.3978,2.0,1.0732,45.69,28.3,1.0,63.3,0.49,36.25,47.0,0.0,0.08,0.17,1.0,,50.0,1.0,-35.4,18.0,-3.0,2.0,1.0
SHILPAMED,PHARMA,2026-08-17,58.97,EMERGING,4,83.62,34.05,47.09,61.11,0.9,26.88,69.17,,0.26,28.9,-1.01,2.0,147220.57,461968.55,1240426.68,-1300268.68,-4227889.96,-12102339.59,-2.2,68.44,37.62,-37.45,13.18,2,2.0,0.4013,0.1108,0.0858,40.13,11.08,8.58,,1.0,0.0,1.0,2.5,0.0,625.0,5.0,5.0,0.455,0.0,0.0,0.0,49.83,1.0,,,,,,25.62,7.42,3.23,4.415824014257172,5.22,1.0,,,88.69,1.0,,66.95,1.0,0.3278,2.0,0.9963,16.55,55.97,1.0,51.0,0.24,29.65,41.5,0.0,0.11,0.25,1.0,,50.0,1.0,-24.8,5.0,13.0,4.0,0.0
INDSWFTLAB,PHARMA,2026-08-17,58.95,EMERGING,4,88.49,34.05,50.0,50.0,0.9,33.83,133.79,,1.882,35.85,-1.01,2.0,147220.57,461968.55,1240426.68,-1300268.68,-4227889.96,-12102339.59,-2.2,68.44,37.62,-37.45,13.18,2,1.0,42.0,,,43.06,13.8,0.16,,,,,,,620.0,4.0,5.0,0.56,0.0,0.0,0.0,49.83,1.0,,,,,,-8.33,-0.27,-20.0,,0.12,1.0,,,100.0,1.0,,82.28,0.0,3.4269,1.0,0.9337,40.24,44.89,1.0,44.0,1.75,36.6,27.0,3.56,-0.53,-0.52,6.0,,62.0,2.0,-24.8,25.0,42.0,4.0,0.0
WELCORP,METAL,2026-08-17,58.94,EMERGING,4,87.84,39.98,50.0,38.89,0.9,11.76,43.77,115.25,0.288,11.96,6.5,2.0,140554.13,415268.22,1165588.47,-1242030.87,-3767772.39,-11155019.38,-33.4,-3.85,37.62,-37.45,13.18,2,2.0,0.4973,0.1123,0.2149,49.73,11.23,21.49,5.0,1.0,0.0,0.0,0.5,,804.0,7.0,6.0,0.423,4.0,0.0,0.0,46.22,1.0,,,,,,13.22,12.83,30.7,4.33872761652873,5.89,1.0,,,71.44,1.0,,71.78,0.0,6.1873,2.0,1.1726,11.83,37.17,1.0,50.6,0.3,14.53,60.4,0.0,-0.21,0.95,3.0,,61.0,2.0,-35.4,25.0,5.0,2.0,0.0
RAYMOND,REALTY,2026-08-17,58.93,EMERGING,4,79.41,40.96,50.0,50.0,0.9,5.57,42.84,4.69,2.182,7.31,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,1.0,0.4887,0.0975,0.0362,48.870000000000005,9.75,3.62,,,,,,,660.0,6.0,4.0,0.36,0.0,0.0,0.0,45.05,1.0,,,,,,17.76,14.09,8.5,2.6851226964585053,18.97,3.0,,,36.71,1.0,,59.1,1.0,-2.2149,0.0,0.6218,22.9,38.69,1.0,50.9,2.18,8.34,46.6,0.0,-1.26,0.18,1.0,,50.0,1.0,-35.4,23.0,23.0,3.0,1.0
DALMIASUG,FMCG,2026-08-17,58.91,EMERGING,4,91.62,34.44,47.09,44.44,0.9,26.35,34.35,23.76,1.632,26.36,-43.77,2.0,218965.73,796203.33,1991833.99,-1943438.48,-7434924.67,-19780951.04,3.73,82.18,37.62,-37.45,13.18,2,1.0,0.7491,0.0072,0.0013,74.91,0.72,0.13,,2.0,0.0,0.0,1.0,0.0,180.0,1.0,2.0,0.2,0.0,0.0,0.0,45.05,1.0,,,,,,14.32,8.55,3.74,2.4414770918606643,7.11,2.0,,,38.18,1.0,,37.83,1.0,-0.0575,0.0,0.174,7.28,14.95,0.0,28.7,1.51,29.12,33.4,0.0,0.02,0.04,1.0,,58.0,2.0,-15.7,99.0,92.0,5.0,1.0
