sector_raw,auc_equity_crore,net_inv_equity_crore,date,sector_normalized,source,fortnight_label
Others,12585.0,336.0,2012-08-31,DIVERSIFIED,CDSL,"August 31, 2012"
Coal,12813.0,-139.0,2012-08-31,ENERGY,CDSL,"August 31, 2012"
Oil & Gas,67932.0,872.0,2012-08-31,ENERGY,CDSL,"August 31, 2012"
Total  Financial Services,273571.0,3614.0,2012-08-31,FINANCIAL_SERVICES,CDSL,"August 31, 2012"
"Food, Beverages & Tobacco",61553.0,879.0,2012-08-31,FMCG,CDSL,"August 31, 2012"
Household & Personal Products,42607.0,407.0,2012-08-31,FMCG,CDSL,"August 31, 2012"
Healthcare Equipment & Supplies,1087.0,-2.0,2012-08-31,HEALTHCARE,CDSL,"August 31, 2012"
Healthcare Services,3380.0,-81.0,2012-08-31,HEALTHCARE,CDSL,"August 31, 2012"
Utilities,34901.0,518.0,2012-08-31,INFRASTRUCTURE,CDSL,"August 31, 2012"
Hardware Technology & Equipment,250.0,-8.0,2012-08-31,IT,CDSL,"August 31, 2012"
Software & Services,120138.0,2271.0,2012-08-31,IT,CDSL,"August 31, 2012"
Transportation,9357.0,52.0,2012-08-31,LOGISTICS,CDSL,"August 31, 2012"
Media,10480.0,116.0,2012-08-31,MEDIA,CDSL,"August 31, 2012"
Metals & Mining,33784.0,156.0,2012-08-31,METAL,CDSL,"August 31, 2012"
Pharmaceuticals & Biotechnology,56446.0,935.0,2012-08-31,PHARMA,CDSL,"August 31, 2012"
Realty,13433.0,-85.0,2012-08-31,REALTY,CDSL,"August 31, 2012"
Commercial Services & Supplies,4376.0,-35.0,2012-08-31,SERVICES,CDSL,"August 31, 2012"
Diversified Consumer Services,495.0,19.0,2012-08-31,SERVICES,CDSL,"August 31, 2012"
"Hotels, Restaurants & Tourism",4292.0,25.0,2012-08-31,SERVICES,CDSL,"August 31, 2012"
Retailing,2361.0,15.0,2012-08-31,SERVICES,CDSL,"August 31, 2012"
Telecom Services,20867.0,-120.0,2012-08-31,TELECOM,CDSL,"August 31, 2012"
Telecommunications Equipment,119.0,-3.0,2012-08-31,TELECOM,CDSL,"August 31, 2012"
"Textiles, Apparels & Accessories",14359.0,53.0,2012-08-31,TEXTILES,CDSL,"August 31, 2012"
Automobiles & Auto Components,49037.0,44.0,2012-09-15,AUTO,CDSL,"September 15, 2012"
Capital Goods,61460.0,192.0,2012-09-15,CAPITAL_GOODS,CDSL,"September 15, 2012"
Consumer Durables,9001.0,-96.0,2012-09-15,CAPITAL_GOODS,CDSL,"September 15, 2012"
General Industrials,5358.0,-168.0,2012-09-15,CAPITAL_GOODS,CDSL,"September 15, 2012"
Construction Materials,25431.0,111.0,2012-09-15,CEMENT,CDSL,"September 15, 2012"
Chemicals & Petrochemicals,8556.0,35.0,2012-09-15,CHEMICALS,CDSL,"September 15, 2012"
Forest Materials,379.0,-1.0,2012-09-15,COMMODITIES,CDSL,"September 15, 2012"
Diversified,2101.0,-19.0,2012-09-15,DIVERSIFIED,CDSL,"September 15, 2012"
Others,13308.0,399.0,2012-09-15,DIVERSIFIED,CDSL,"September 15, 2012"
Coal,13867.0,-62.0,2012-09-15,ENERGY,CDSL,"September 15, 2012"
Oil & Gas,72816.0,707.0,2012-09-15,ENERGY,CDSL,"September 15, 2012"
Total  Financial Services,290183.0,3116.0,2012-09-15,FINANCIAL_SERVICES,CDSL,"September 15, 2012"
"Food, Beverages & Tobacco",61747.0,699.0,2012-09-15,FMCG,CDSL,"September 15, 2012"
Household & Personal Products,44163.0,450.0,2012-09-15,FMCG,CDSL,"September 15, 2012"
Healthcare Equipment & Supplies,1211.0,26.0,2012-09-15,HEALTHCARE,CDSL,"September 15, 2012"
Healthcare Services,3626.0,-72.0,2012-09-15,HEALTHCARE,CDSL,"September 15, 2012"
Utilities,35926.0,380.0,2012-09-15,INFRASTRUCTURE,CDSL,"September 15, 2012"
Hardware Technology & Equipment,254.0,-6.0,2012-09-15,IT,CDSL,"September 15, 2012"
Software & Services,131467.0,2360.0,2012-09-15,IT,CDSL,"September 15, 2012"
Transportation,9478.0,108.0,2012-09-15,LOGISTICS,CDSL,"September 15, 2012"
Media,11170.0,85.0,2012-09-15,MEDIA,CDSL,"September 15, 2012"
Metals & Mining,35755.0,-280.0,2012-09-15,METAL,CDSL,"September 15, 2012"
Pharmaceuticals & Biotechnology,57071.0,955.0,2012-09-15,PHARMA,CDSL,"September 15, 2012"
Realty,14504.0,-114.0,2012-09-15,REALTY,CDSL,"September 15, 2012"
Commercial Services & Supplies,4990.0,-8.0,2012-09-15,SERVICES,CDSL,"September 15, 2012"
Diversified Consumer Services,701.0,1.0,2012-09-15,SERVICES,CDSL,"September 15, 2012"
"Hotels, Restaurants & Tourism",4478.0,11.0,2012-09-15,SERVICES,CDSL,"September 15, 2012"
Retailing,2528.0,10.0,2012-09-15,SERVICES,CDSL,"September 15, 2012"
Telecom Services,21541.0,-490.0,2012-09-15,TELECOM,CDSL,"September 15, 2012"
Telecommunications Equipment,124.0,-3.0,2012-09-15,TELECOM,CDSL,"September 15, 2012"
"Textiles, Apparels & Accessories",15260.0,36.0,2012-09-15,TEXTILES,CDSL,"September 15, 2012"
Automobiles & Auto Components,52475.0,771.0,2012-09-30,AUTO,CDSL,"September 30, 2012"
Capital Goods,66857.0,1414.0,2012-09-30,CAPITAL_GOODS,CDSL,"September 30, 2012"
Consumer Durables,9307.0,105.0,2012-09-30,CAPITAL_GOODS,CDSL,"September 30, 2012"
General Industrials,5955.0,17.0,2012-09-30,CAPITAL_GOODS,CDSL,"September 30, 2012"
Construction Materials,27720.0,331.0,2012-09-30,CEMENT,CDSL,"September 30, 2012"
Chemicals & Petrochemicals,8555.0,150.0,2012-09-30,CHEMICALS,CDSL,"September 30, 2012"
Forest Materials,388.0,-2.0,2012-09-30,COMMODITIES,CDSL,"September 30, 2012"
Diversified,2372.0,14.0,2012-09-30,DIVERSIFIED,CDSL,"September 30, 2012"
Others,14322.0,276.0,2012-09-30,DIVERSIFIED,CDSL,"September 30, 2012"
Coal,13106.0,11.0,2012-09-30,ENERGY,CDSL,"September 30, 2012"
Oil & Gas,77018.0,4883.0,2012-09-30,ENERGY,CDSL,"September 30, 2012"
Total  Financial Services,311995.0,6750.0,2012-09-30,FINANCIAL_SERVICES,CDSL,"September 30, 2012"
"Food, Beverages & Tobacco",64291.0,130.0,2012-09-30,FMCG,CDSL,"September 30, 2012"
Household & Personal Products,44435.0,661.0,2012-09-30,FMCG,CDSL,"September 30, 2012"
Healthcare Equipment & Supplies,1191.0,53.0,2012-09-30,HEALTHCARE,CDSL,"September 30, 2012"
Healthcare Services,3933.0,28.0,2012-09-30,HEALTHCARE,CDSL,"September 30, 2012"
Utilities,38336.0,465.0,2012-09-30,INFRASTRUCTURE,CDSL,"September 30, 2012"
Hardware Technology & Equipment,271.0,-4.0,2012-09-30,IT,CDSL,"September 30, 2012"
Software & Services,126567.0,1749.0,2012-09-30,IT,CDSL,"September 30, 2012"
Transportation,10211.0,195.0,2012-09-30,LOGISTICS,CDSL,"September 30, 2012"
Media,12567.0,94.0,2012-09-30,MEDIA,CDSL,"September 30, 2012"
Metals & Mining,38365.0,912.0,2012-09-30,METAL,CDSL,"September 30, 2012"
Pharmaceuticals & Biotechnology,57057.0,224.0,2012-09-30,PHARMA,CDSL,"September 30, 2012"
Realty,16459.0,128.0,2012-09-30,REALTY,CDSL,"September 30, 2012"
Commercial Services & Supplies,5288.0,42.0,2012-09-30,SERVICES,CDSL,"September 30, 2012"
Diversified Consumer Services,734.0,2.0,2012-09-30,SERVICES,CDSL,"September 30, 2012"
"Hotels, Restaurants & Tourism",4971.0,44.0,2012-09-30,SERVICES,CDSL,"September 30, 2012"
Retailing,2871.0,-11.0,2012-09-30,SERVICES,CDSL,"September 30, 2012"
Telecom Services,22635.0,-198.0,2012-09-30,TELECOM,CDSL,"September 30, 2012"
Telecommunications Equipment,134.0,4.0,2012-09-30,TELECOM,CDSL,"September 30, 2012"
"Textiles, Apparels & Accessories",16176.0,22.0,2012-09-30,TEXTILES,CDSL,"September 30, 2012"
Automobiles & Auto Components,52000.0,1652.0,2012-10-15,AUTO,CDSL,"October 15, 2012"
Capital Goods,69092.0,2407.0,2012-10-15,CAPITAL_GOODS,CDSL,"October 15, 2012"
Consumer Durables,9210.0,135.0,2012-10-15,CAPITAL_GOODS,CDSL,"October 15, 2012"
General Industrials,6290.0,150.0,2012-10-15,CAPITAL_GOODS,CDSL,"October 15, 2012"
Construction Materials,28904.0,270.0,2012-10-15,CEMENT,CDSL,"October 15, 2012"
Chemicals & Petrochemicals,8621.0,242.0,2012-10-15,CHEMICALS,CDSL,"October 15, 2012"
Forest Materials,432.0,-6.0,2012-10-15,COMMODITIES,CDSL,"October 15, 2012"
Diversified,2431.0,-15.0,2012-10-15,DIVERSIFIED,CDSL,"October 15, 2012"
Others,14876.0,381.0,2012-10-15,DIVERSIFIED,CDSL,"October 15, 2012"
Coal,13039.0,19.0,2012-10-15,ENERGY,CDSL,"October 15, 2012"
Oil & Gas,76472.0,5039.0,2012-10-15,ENERGY,CDSL,"October 15, 2012"
Total  Financial Services,309808.0,10514.0,2012-10-15,FINANCIAL_SERVICES,CDSL,"October 15, 2012"
"Food, Beverages & Tobacco",67598.0,353.0,2012-10-15,FMCG,CDSL,"October 15, 2012"
Household & Personal Products,46845.0,710.0,2012-10-15,FMCG,CDSL,"October 15, 2012"
Healthcare Equipment & Supplies,1282.0,69.0,2012-10-15,HEALTHCARE,CDSL,"October 15, 2012"
Healthcare Services,4071.0,61.0,2012-10-15,HEALTHCARE,CDSL,"October 15, 2012"
Utilities,38355.0,941.0,2012-10-15,INFRASTRUCTURE,CDSL,"October 15, 2012"
Hardware Technology & Equipment,273.0,-4.0,2012-10-15,IT,CDSL,"October 15, 2012"
Software & Services,123404.0,1954.0,2012-10-15,IT,CDSL,"October 15, 2012"
Transportation,10634.0,192.0,2012-10-15,LOGISTICS,CDSL,"October 15, 2012"
Media,12373.0,127.0,2012-10-15,MEDIA,CDSL,"October 15, 2012"
Metals & Mining,38676.0,1206.0,2012-10-15,METAL,CDSL,"October 15, 2012"
Pharmaceuticals & Biotechnology,57637.0,212.0,2012-10-15,PHARMA,CDSL,"October 15, 2012"
Realty,16490.0,-12.0,2012-10-15,REALTY,CDSL,"October 15, 2012"
Commercial Services & Supplies,5621.0,13.0,2012-10-15,SERVICES,CDSL,"October 15, 2012"
Diversified Consumer Services,752.0,-5.0,2012-10-15,SERVICES,CDSL,"October 15, 2012"
"Hotels, Restaurants & Tourism",4893.0,53.0,2012-10-15,SERVICES,CDSL,"October 15, 2012"
Retailing,2804.0,-5.0,2012-10-15,SERVICES,CDSL,"October 15, 2012"
Telecom Services,22293.0,413.0,2012-10-15,TELECOM,CDSL,"October 15, 2012"
Telecommunications Equipment,138.0,11.0,2012-10-15,TELECOM,CDSL,"October 15, 2012"
"Textiles, Apparels & Accessories",16692.0,134.0,2012-10-15,TEXTILES,CDSL,"October 15, 2012"
Automobiles   & Auto Components,54303.0,1188.0,2012-10-31,AUTO,CDSL,"October 31, 2012"
Capital   Goods,66340.0,1165.0,2012-10-31,CAPITAL_GOODS,CDSL,"October 31, 2012"
Consumer   Durables,9151.0,2.0,2012-10-31,CAPITAL_GOODS,CDSL,"October 31, 2012"
General   Industrials,5996.0,31.0,2012-10-31,CAPITAL_GOODS,CDSL,"October 31, 2012"
Construction   Materials,27751.0,13.0,2012-10-31,CEMENT,CDSL,"October 31, 2012"
Chemicals   & Petrochemicals,8272.0,121.0,2012-10-31,CHEMICALS,CDSL,"October 31, 2012"
Forest   Materials,447.0,-2.0,2012-10-31,COMMODITIES,CDSL,"October 31, 2012"
Diversified,2290.0,-70.0,2012-10-31,DIVERSIFIED,CDSL,"October 31, 2012"
Others,14711.0,479.0,2012-10-31,DIVERSIFIED,CDSL,"October 31, 2012"
Coal,12761.0,96.0,2012-10-31,ENERGY,CDSL,"October 31, 2012"
Oil   & Gas,74610.0,-47.0,2012-10-31,ENERGY,CDSL,"October 31, 2012"
Total    Financial Services,310381.0,4894.0,2012-10-31,FINANCIAL_SERVICES,CDSL,"October 31, 2012"
"Food,   Beverages & Tobacco",67120.0,657.0,2012-10-31,FMCG,CDSL,"October 31, 2012"
Household   & Personal Products,45955.0,297.0,2012-10-31,FMCG,CDSL,"October 31, 2012"
Healthcare   Equipment & Supplies,1161.0,49.0,2012-10-31,HEALTHCARE,CDSL,"October 31, 2012"
Healthcare   Services,4251.0,57.0,2012-10-31,HEALTHCARE,CDSL,"October 31, 2012"
Utilities,36723.0,605.0,2012-10-31,INFRASTRUCTURE,CDSL,"October 31, 2012"
Hardware   Technology & Equipment,264.0,-1.0,2012-10-31,IT,CDSL,"October 31, 2012"
Software   & Services,124102.0,1208.0,2012-10-31,IT,CDSL,"October 31, 2012"
Transportation,10153.0,29.0,2012-10-31,LOGISTICS,CDSL,"October 31, 2012"
Media,12434.0,-25.0,2012-10-31,MEDIA,CDSL,"October 31, 2012"
Metals   & Mining,36906.0,74.0,2012-10-31,METAL,CDSL,"October 31, 2012"
Pharmaceuticals   & Biotechnology,57991.0,650.0,2012-10-31,PHARMA,CDSL,"October 31, 2012"
Realty,15517.0,-354.0,2012-10-31,REALTY,CDSL,"October 31, 2012"
Commercial   Services & Supplies,5532.0,4.0,2012-10-31,SERVICES,CDSL,"October 31, 2012"
Diversified   Consumer Services,677.0,-6.0,2012-10-31,SERVICES,CDSL,"October 31, 2012"
"Hotels,   Restaurants & Tourism",4660.0,18.0,2012-10-31,SERVICES,CDSL,"October 31, 2012"
Retailing,2718.0,-12.0,2012-10-31,SERVICES,CDSL,"October 31, 2012"
Telecom   Services,22699.0,76.0,2012-10-31,TELECOM,CDSL,"October 31, 2012"
Telecommunications   Equipment,138.0,13.0,2012-10-31,TELECOM,CDSL,"October 31, 2012"
"Textiles,   Apparels & Accessories",16204.0,176.0,2012-10-31,TEXTILES,CDSL,"October 31, 2012"
Automobiles & Auto Components,54987.0,715.0,2012-11-15,AUTO,CDSL,"November 15, 2012"
Capital Goods,68265.0,463.0,2012-11-15,CAPITAL_GOODS,CDSL,"November 15, 2012"
Consumer Durables,9475.0,-17.0,2012-11-15,CAPITAL_GOODS,CDSL,"November 15, 2012"
General Industrials,6306.0,-54.0,2012-11-15,CAPITAL_GOODS,CDSL,"November 15, 2012"
Construction Materials,27703.0,158.0,2012-11-15,CEMENT,CDSL,"November 15, 2012"
Chemicals & Petrochemicals,8326.0,-42.0,2012-11-15,CHEMICALS,CDSL,"November 15, 2012"
Forest Materials,447.0,4.0,2012-11-15,COMMODITIES,CDSL,"November 15, 2012"
Diversified,2382.0,-37.0,2012-11-15,DIVERSIFIED,CDSL,"November 15, 2012"
Others,15551.0,652.0,2012-11-15,DIVERSIFIED,CDSL,"November 15, 2012"
Coal,12832.0,97.0,2012-11-15,ENERGY,CDSL,"November 15, 2012"
Oil & Gas,72078.0,-967.0,2012-11-15,ENERGY,CDSL,"November 15, 2012"
Total  Financial Services,319728.0,725.0,2012-11-15,FINANCIAL_SERVICES,CDSL,"November 15, 2012"
"Food, Beverages & Tobacco",70650.0,316.0,2012-11-15,FMCG,CDSL,"November 15, 2012"
Household & Personal Products,45623.0,-25.0,2012-11-15,FMCG,CDSL,"November 15, 2012"
Healthcare Equipment & Supplies,1124.0,7.0,2012-11-15,HEALTHCARE,CDSL,"November 15, 2012"
Healthcare Services,4332.0,36.0,2012-11-15,HEALTHCARE,CDSL,"November 15, 2012"
Utilities,37175.0,197.0,2012-11-15,INFRASTRUCTURE,CDSL,"November 15, 2012"
Hardware Technology & Equipment,240.0,-1.0,2012-11-15,IT,CDSL,"November 15, 2012"
Software & Services,122737.0,635.0,2012-11-15,IT,CDSL,"November 15, 2012"
Transportation,10265.0,-63.0,2012-11-15,LOGISTICS,CDSL,"November 15, 2012"
Media,13347.0,63.0,2012-11-15,MEDIA,CDSL,"November 15, 2012"
Metals & Mining,36016.0,24.0,2012-11-15,METAL,CDSL,"November 15, 2012"
Pharmaceuticals & Biotechnology,59089.0,1046.0,2012-11-15,PHARMA,CDSL,"November 15, 2012"
Realty,16856.0,-108.0,2012-11-15,REALTY,CDSL,"November 15, 2012"
Commercial Services & Supplies,5906.0,13.0,2012-11-15,SERVICES,CDSL,"November 15, 2012"
Diversified Consumer Services,683.0,-3.0,2012-11-15,SERVICES,CDSL,"November 15, 2012"
"Hotels, Restaurants & Tourism",4863.0,24.0,2012-11-15,SERVICES,CDSL,"November 15, 2012"
Retailing,2753.0,-14.0,2012-11-15,SERVICES,CDSL,"November 15, 2012"
Telecom Services,24847.0,12.0,2012-11-15,TELECOM,CDSL,"November 15, 2012"
Telecommunications Equipment,141.0,11.0,2012-11-15,TELECOM,CDSL,"November 15, 2012"
"Textiles, Apparels & Accessories",16597.0,113.0,2012-11-15,TEXTILES,CDSL,"November 15, 2012"
Automobiles & Auto Components,56967.0,923.0,2012-11-30,AUTO,CDSL,"November 30, 2012"
Capital Goods,69299.0,413.0,2012-11-30,CAPITAL_GOODS,CDSL,"November 30, 2012"
Consumer Durables,10221.0,81.0,2012-11-30,CAPITAL_GOODS,CDSL,"November 30, 2012"
General Industrials,6184.0,-73.0,2012-11-30,CAPITAL_GOODS,CDSL,"November 30, 2012"
Construction Materials,27810.0,52.0,2012-11-30,CEMENT,CDSL,"November 30, 2012"
Chemicals & Petrochemicals,8480.0,-83.0,2012-11-30,CHEMICALS,CDSL,"November 30, 2012"
Forest Materials,471.0,6.0,2012-11-30,COMMODITIES,CDSL,"November 30, 2012"
Diversified,2495.0,-118.0,2012-11-30,DIVERSIFIED,CDSL,"November 30, 2012"
Others,15709.0,1114.0,2012-11-30,DIVERSIFIED,CDSL,"November 30, 2012"
Coal,13586.0,175.0,2012-11-30,ENERGY,CDSL,"November 30, 2012"
Oil & Gas,72979.0,-319.0,2012-11-30,ENERGY,CDSL,"November 30, 2012"
Total  Financial Services,340282.0,2725.0,2012-11-30,FINANCIAL_SERVICES,CDSL,"November 30, 2012"
"Food, Beverages & Tobacco",76108.0,913.0,2012-11-30,FMCG,CDSL,"November 30, 2012"
Household & Personal Products,46692.0,154.0,2012-11-30,FMCG,CDSL,"November 30, 2012"
Healthcare Equipment & Supplies,1008.0,-33.0,2012-11-30,HEALTHCARE,CDSL,"November 30, 2012"
Healthcare Services,4496.0,-108.0,2012-11-30,HEALTHCARE,CDSL,"November 30, 2012"
Utilities,37765.0,340.0,2012-11-30,INFRASTRUCTURE,CDSL,"November 30, 2012"
Hardware Technology & Equipment,240.0,-2.0,2012-11-30,IT,CDSL,"November 30, 2012"
Software & Services,128009.0,1056.0,2012-11-30,IT,CDSL,"November 30, 2012"
Transportation,10225.0,146.0,2012-11-30,LOGISTICS,CDSL,"November 30, 2012"
Media,13612.0,193.0,2012-11-30,MEDIA,CDSL,"November 30, 2012"
Metals & Mining,37683.0,-42.0,2012-11-30,METAL,CDSL,"November 30, 2012"
Pharmaceuticals & Biotechnology,61580.0,1056.0,2012-11-30,PHARMA,CDSL,"November 30, 2012"
Realty,17271.0,148.0,2012-11-30,REALTY,CDSL,"November 30, 2012"
Commercial Services & Supplies,6023.0,44.0,2012-11-30,SERVICES,CDSL,"November 30, 2012"
Diversified Consumer Services,679.0,-19.0,2012-11-30,SERVICES,CDSL,"November 30, 2012"
"Hotels, Restaurants & Tourism",4694.0,69.0,2012-11-30,SERVICES,CDSL,"November 30, 2012"
Retailing,2980.0,20.0,2012-11-30,SERVICES,CDSL,"November 30, 2012"
Telecom Services,28364.0,627.0,2012-11-30,TELECOM,CDSL,"November 30, 2012"
Telecommunications Equipment,149.0,10.0,2012-11-30,TELECOM,CDSL,"November 30, 2012"
"Textiles, Apparels & Accessories",17327.0,104.0,2012-11-30,TEXTILES,CDSL,"November 30, 2012"
Automobiles                             & Auto Components,58974.0,1327.0,2012-12-15,AUTO,CDSL,"December 15, 2012"
Capital                             Goods,70562.0,273.0,2012-12-15,CAPITAL_GOODS,CDSL,"December 15, 2012"
Consumer                             Durables,10284.0,187.0,2012-12-15,CAPITAL_GOODS,CDSL,"December 15, 2012"
General                             Industrials,6418.0,-25.0,2012-12-15,CAPITAL_GOODS,CDSL,"December 15, 2012"
Construction                             Materials,28141.0,-65.0,2012-12-15,CEMENT,CDSL,"December 15, 2012"
Chemicals                             & Petrochemicals,8540.0,-98.0,2012-12-15,CHEMICALS,CDSL,"December 15, 2012"
Forest                             Materials,456.0,6.0,2012-12-15,COMMODITIES,CDSL,"December 15, 2012"
Diversified,2498.0,-104.0,2012-12-15,DIVERSIFIED,CDSL,"December 15, 2012"
Others,16477.0,2717.0,2012-12-15,DIVERSIFIED,CDSL,"December 15, 2012"
Coal,13263.0,211.0,2012-12-15,ENERGY,CDSL,"December 15, 2012"
Oil                             & Gas,75562.0,629.0,2012-12-15,ENERGY,CDSL,"December 15, 2012"
Total                              Financial Services,352573.0,5381.0,2012-12-15,FINANCIAL_SERVICES,CDSL,"December 15, 2012"
"Food,                             Beverages & Tobacco",76583.0,1245.0,2012-12-15,FMCG,CDSL,"December 15, 2012"
Household                             & Personal Products,46049.0,821.0,2012-12-15,FMCG,CDSL,"December 15, 2012"
Healthcare                             Equipment & Supplies,970.0,-53.0,2012-12-15,HEALTHCARE,CDSL,"December 15, 2012"
Healthcare                             Services,4373.0,-72.0,2012-12-15,HEALTHCARE,CDSL,"December 15, 2012"
Utilities,37692.0,533.0,2012-12-15,INFRASTRUCTURE,CDSL,"December 15, 2012"
Hardware                             Technology & Equipment,233.0,0.0,2012-12-15,IT,CDSL,"December 15, 2012"
Software                             & Services,123007.0,2033.0,2012-12-15,IT,CDSL,"December 15, 2012"
Transportation,10424.0,100.0,2012-12-15,LOGISTICS,CDSL,"December 15, 2012"
Media,14178.0,222.0,2012-12-15,MEDIA,CDSL,"December 15, 2012"
Metals                             & Mining,41514.0,2121.0,2012-12-15,METAL,CDSL,"December 15, 2012"
Pharmaceuticals                             & Biotechnology,62815.0,960.0,2012-12-15,PHARMA,CDSL,"December 15, 2012"
Realty,17844.0,-33.0,2012-12-15,REALTY,CDSL,"December 15, 2012"
Commercial                             Services & Supplies,6620.0,44.0,2012-12-15,SERVICES,CDSL,"December 15, 2012"
Diversified                             Consumer Services,674.0,-11.0,2012-12-15,SERVICES,CDSL,"December 15, 2012"
"Hotels,                             Restaurants & Tourism",4971.0,98.0,2012-12-15,SERVICES,CDSL,"December 15, 2012"
Retailing,3077.0,14.0,2012-12-15,SERVICES,CDSL,"December 15, 2012"
Telecom                             Services,27126.0,872.0,2012-12-15,TELECOM,CDSL,"December 15, 2012"
Telecommunications                             Equipment,146.0,15.0,2012-12-15,TELECOM,CDSL,"December 15, 2012"
"Textiles,                             Apparels & Accessories",16497.0,78.0,2012-12-15,TEXTILES,CDSL,"December 15, 2012"
Automobiles   & Auto Components,60891.0,1497.0,2013-01-15,AUTO,CDSL,"January 15, 2013"
Capital   Goods,74979.0,1590.0,2013-01-15,CAPITAL_GOODS,CDSL,"January 15, 2013"
Consumer   Durables,10450.0,96.0,2013-01-15,CAPITAL_GOODS,CDSL,"January 15, 2013"
General   Industrials,7008.0,125.0,2013-01-15,CAPITAL_GOODS,CDSL,"January 15, 2013"
Construction   Materials,28017.0,609.0,2013-01-15,CEMENT,CDSL,"January 15, 2013"
Chemicals   & Petrochemicals,8998.0,15.0,2013-01-15,CHEMICALS,CDSL,"January 15, 2013"
Forest   Materials,476.0,-2.0,2013-01-15,COMMODITIES,CDSL,"January 15, 2013"
Diversified,2614.0,-34.0,2013-01-15,DIVERSIFIED,CDSL,"January 15, 2013"
Others,22627.0,5118.0,2013-01-15,DIVERSIFIED,CDSL,"January 15, 2013"
Coal,13276.0,-21.0,2013-01-15,ENERGY,CDSL,"January 15, 2013"
Oil   & Gas,80988.0,1616.0,2013-01-15,ENERGY,CDSL,"January 15, 2013"
Total    Financial Services,366387.0,6396.0,2013-01-15,FINANCIAL_SERVICES,CDSL,"January 15, 2013"
"Food,   Beverages & Tobacco",72756.0,-523.0,2013-01-15,FMCG,CDSL,"January 15, 2013"
Household   & Personal Products,45929.0,186.0,2013-01-15,FMCG,CDSL,"January 15, 2013"
Healthcare   Equipment & Supplies,1034.0,20.0,2013-01-15,HEALTHCARE,CDSL,"January 15, 2013"
Healthcare   Services,4384.0,17.0,2013-01-15,HEALTHCARE,CDSL,"January 15, 2013"
Utilities,39885.0,1193.0,2013-01-15,INFRASTRUCTURE,CDSL,"January 15, 2013"
Hardware   Technology & Equipment,255.0,0.0,2013-01-15,IT,CDSL,"January 15, 2013"
Software   & Services,141374.0,1223.0,2013-01-15,IT,CDSL,"January 15, 2013"
Transportation,10414.0,-39.0,2013-01-15,LOGISTICS,CDSL,"January 15, 2013"
Media,15509.0,220.0,2013-01-15,MEDIA,CDSL,"January 15, 2013"
Metals   & Mining,44467.0,777.0,2013-01-15,METAL,CDSL,"January 15, 2013"
Pharmaceuticals   & Biotechnology,65382.0,1207.0,2013-01-15,PHARMA,CDSL,"January 15, 2013"
Realty,19559.0,-107.0,2013-01-15,REALTY,CDSL,"January 15, 2013"
Commercial   Services & Supplies,7210.0,689.0,2013-01-15,SERVICES,CDSL,"January 15, 2013"
Diversified   Consumer Services,654.0,-2.0,2013-01-15,SERVICES,CDSL,"January 15, 2013"
"Hotels,   Restaurants & Tourism",4773.0,5.0,2013-01-15,SERVICES,CDSL,"January 15, 2013"
Retailing,3167.0,2.0,2013-01-15,SERVICES,CDSL,"January 15, 2013"
Telecom   Services,31352.0,419.0,2013-01-15,TELECOM,CDSL,"January 15, 2013"
