symbol,date,announcement_type,seq_id,sentiment,sentiment_score,guidance_direction,guidance_score,capex_signal,capex_amount_cr,themes,key_statement,processed_at
OCCLLTD,2026-06-29,RESULT_UPDATE,106679404,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
HNDFDS,2026-06-29,ANALYST_MEET,106679386,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
UNIPARTS,2026-06-29,ANALYST_MEET,106679349,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
POWERICA,2026-06-29,ANALYST_MEET,106679336,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
AVG,2026-06-29,ANALYST_MEET,106679293,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
RISHABH,2026-06-29,ANALYST_MEET,106679134,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
PACEDIGITK,2026-06-29,RESULT_UPDATE,106678829,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
ALKEM,2026-06-29,ANALYST_MEET,106679094,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
UFLEX,2026-06-29,ANALYST_MEET,106678951,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
SEPC,2026-06-29,RESULT_UPDATE,106678875,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
NH,2026-06-29,RESULT_UPDATE,106678871,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
SANWARIA,2026-06-29,RESULT_UPDATE,106678833,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
NESCO,2026-06-29,RESULT_UPDATE,106678832,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
VIVIANA,2026-06-29,RESULT_UPDATE,106678830,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
MCLOUD,2026-06-29,RESULT_UPDATE,106678828,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
WEWORK,2026-06-29,ANALYST_MEET,106679468,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
RITES,2026-06-29,ANALYST_MEET,106679459,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
MITTAL,2026-06-29,RESULT_UPDATE,106678889,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
PGIL,2026-06-29,ANALYST_MEET,106679472,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
PINELABS,2026-06-29,ANALYST_MEET,106679904,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
SKYGOLD,2026-06-29,ANALYST_MEET,106679481,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
DIVGIITTS,2026-06-29,ANALYST_MEET,106680282,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
LTTS,2026-06-29,ANALYST_MEET,106680254,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
GUJTHEM,2026-06-29,ANALYST_MEET,106680235,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
CGCL,2026-06-29,ANALYST_MEET,106680220,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
ARIHANTSUP,2026-06-29,ANALYST_MEET,106680080,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
M&M,2026-06-29,ANALYST_MEET,106679963,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
BALUFORGE,2026-06-29,ANALYST_MEET,106680287,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
DEVIT,2026-06-29,ANALYST_MEET,106679942,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:09
ARE&M,2026-06-29,ANALYST_MEET,106680281,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SHANTI,2026-06-29,RESULT_UPDATE,106679884,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SBICARD,2026-06-29,ANALYST_MEET,106679778,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
DENTA,2026-06-29,ANALYST_MEET,106679610,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
MUTHOOTMF,2026-06-29,ANALYST_MEET,106679541,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
KIRLOSENG,2026-06-29,ANALYST_MEET,106679508,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
KIRLOSENG,2026-06-29,ANALYST_MEET,106679509,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BSE,2026-06-29,ANALYST_MEET,106679782,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BELRISE,2026-06-28,RESULT_UPDATE,106678697,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
UNIPARTS,2026-06-28,ANALYST_MEET,106678695,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
KDDL,2026-06-28,RESULT_UPDATE,106678702,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
CAMLINFINE,2026-06-28,ANALYST_MEET,106678719,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
DAVANGERE,2026-06-27,RESULT_UPDATE,106678145,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ASTRAL,2026-06-27,ANALYST_MEET,106678120,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
VALECHAENG,2026-06-27,RESULT_UPDATE,106678126,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ORTINGLOBE,2026-06-27,RESULT_UPDATE,106678134,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ORIENTALTL,2026-06-27,RESULT_UPDATE,106678136,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
PARASPETRO,2026-06-27,RESULT_UPDATE,106678138,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
CURAA,2026-06-27,RESULT_UPDATE,106678139,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
AAATECH,2026-06-27,RESULT_UPDATE,106678140,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
DPWIRES,2026-06-27,RESULT_UPDATE,106678141,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SSDL,2026-06-27,RESULT_UPDATE,106678142,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BHARATIDIL,2026-06-27,RESULT_UPDATE,106678144,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
RANASUG,2026-06-27,RESULT_UPDATE,106678146,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
PRITI,2026-06-27,RESULT_UPDATE,106678154,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SEYAIND,2026-06-27,RESULT_UPDATE,106678147,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
LEMERITE,2026-06-27,RESULT_UPDATE,106678155,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ADANIPOWER,2026-06-27,ANALYST_MEET,106678627,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
VIVIDHA,2026-06-27,RESULT_UPDATE,106678153,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SPLIL,2026-06-27,RESULT_UPDATE,106678152,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BOHRAIND,2026-06-27,RESULT_UPDATE,106678151,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
TEAMGTY,2026-06-27,RESULT_UPDATE,106678149,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
POCL,2026-06-26,ANALYST_MEET,106676717,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
WINDLAS,2026-06-26,ANALYST_MEET,106676890,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
RBZJEWEL,2026-06-26,ANALYST_MEET,106677101,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
RATEGAIN,2026-06-26,ANALYST_MEET,106677185,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
NAUKRI,2026-06-26,ANALYST_MEET,106677390,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ESTER,2026-06-26,ANALYST_MEET,106677415,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
NUVOCO,2026-06-26,ANALYST_MEET,106677543,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
HDBFS,2026-06-26,ANALYST_MEET,106677546,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
VIVIANA,2026-06-26,ANALYST_MEET,106676735,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SUDARSCHEM,2026-06-26,ANALYST_MEET,106677667,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BHARATFORG,2026-06-26,ANALYST_MEET,106677720,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
HOMEFIRST,2026-06-26,ANALYST_MEET,106677736,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
GRAVITA,2026-06-26,ANALYST_MEET,106677737,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
UNIVASTU,2026-06-26,ANALYST_MEET,106677829,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
URBANCO,2026-06-26,ANALYST_MEET,106678033,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
DIXON,2026-06-26,ANALYST_MEET,106678073,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
INDOWIND,2026-06-25,RESULT_UPDATE,106674341,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
TCIFINANCE,2026-06-25,RESULT_UPDATE,106674383,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
VIKASLIFE,2026-06-25,RESULT_UPDATE,106674382,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SHIVAUM,2026-06-25,RESULT_UPDATE,106674369,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SATIA,2026-06-25,RESULT_UPDATE,106674358,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
CPEDU,2026-06-25,RESULT_UPDATE,106674347,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
FIRSTCRY,2026-06-25,RESULT_UPDATE,106674342,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
JYOTHYLAB,2026-06-25,ANALYST_MEET,106674307,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
FINPIPE,2026-06-25,RESULT_UPDATE,106674340,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
TITAGARH,2026-06-25,ANALYST_MEET,106674309,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
JYOTHYLAB,2026-06-25,ANALYST_MEET,106674305,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
INTLCONV,2026-06-25,RESULT_UPDATE,106674431,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
STARHEALTH,2026-06-25,ANALYST_MEET,106674253,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
AHCL,2026-06-25,RESULT_UPDATE,106674401,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
KOHINOOR,2026-06-25,RESULT_UPDATE,106674509,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
COFFEEDAY,2026-06-25,RESULT_UPDATE,106674451,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
AUTOIND,2026-06-25,RESULT_UPDATE,106674481,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
NAVKARURB,2026-06-25,RESULT_UPDATE,106674504,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
STARHEALTH,2026-06-25,ANALYST_MEET,106674244,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SADHNANIQ,2026-06-25,RESULT_UPDATE,106674533,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
GLENMARK,2026-06-25,ANALYST_MEET,106674591,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SRD,2026-06-25,RESULT_UPDATE,106674594,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
LTTS,2026-06-25,ANALYST_MEET,106674599,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
FABTECH,2026-06-25,ANALYST_MEET,106674652,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SIGNPOST,2026-06-25,ANALYST_MEET,106674785,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
KTKBANK,2026-06-25,ANALYST_MEET,106674792,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
UFBL,2026-06-25,ANALYST_MEET,106674801,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
MBECL,2026-06-25,RESULT_UPDATE,106674825,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
PILANIINVS,2026-06-25,RESULT_UPDATE,106674828,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
MTEDUCARE,2026-06-25,RESULT_UPDATE,106674833,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
UTIAMC,2026-06-25,ANALYST_MEET,106674246,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BURNPUR,2026-06-25,RESULT_UPDATE,106674194,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
VIYASH,2026-06-25,ANALYST_MEET,106674231,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
OILCOUNTUB,2026-06-25,RESULT_UPDATE,106674211,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SNOWMAN,2026-06-25,RESULT_UPDATE,106674842,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
PIGL,2026-06-25,RESULT_UPDATE,106673782,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SOMATEX,2026-06-25,RESULT_UPDATE,106673785,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
FLEXITUFF,2026-06-25,RESULT_UPDATE,106673786,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SVPGLOB,2026-06-25,RESULT_UPDATE,106673790,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
MSPL,2026-06-25,RESULT_UPDATE,106673793,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
UMAEXPORTS,2026-06-25,RESULT_UPDATE,106673794,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ARSSINFRA,2026-06-25,RESULT_UPDATE,106673798,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ACCURACY,2026-06-25,RESULT_UPDATE,106673800,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
AIRAN,2026-06-25,RESULT_UPDATE,106673801,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
DCI,2026-06-25,RESULT_UPDATE,106673803,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
FISCHER,2026-06-25,RESULT_UPDATE,106673804,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
UNIVPHOTO,2026-06-25,RESULT_UPDATE,106673807,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
MADHAV,2026-06-25,RESULT_UPDATE,106673811,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
HALDER,2026-06-25,RESULT_UPDATE,106673814,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SUMEETINDS,2026-06-25,RESULT_UPDATE,106673815,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
TICL,2026-06-25,RESULT_UPDATE,106673830,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
NCLIND,2026-06-25,RESULT_UPDATE,106673859,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
REPRO,2026-06-25,RESULT_UPDATE,106673861,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BAJAJHIND,2026-06-25,RESULT_UPDATE,106673864,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BASML,2026-06-25,RESULT_UPDATE,106673906,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SEMAC,2026-06-25,RESULT_UPDATE,106673912,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
GVKPIL,2026-06-25,RESULT_UPDATE,106673917,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BGLOBAL,2026-06-25,RESULT_UPDATE,106673922,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BSE,2026-06-25,ANALYST_MEET,106673979,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
GUJRAFFIA,2026-06-25,RESULT_UPDATE,106674091,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
PRECOT,2026-06-25,RESULT_UPDATE,106674137,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
BLAL,2026-06-25,RESULT_UPDATE,106674188,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SURANAT&P,2026-06-25,RESULT_UPDATE,106674204,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ROLLT,2026-06-25,RESULT_UPDATE,106674839,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ALPA,2026-06-25,RESULT_UPDATE,106673810,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
HEADSUP,2026-06-25,RESULT_UPDATE,106674844,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SHAHALLOYS,2026-06-25,RESULT_UPDATE,106675837,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
OMKARCHEM,2026-06-25,RESULT_UPDATE,106675532,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
TCS,2026-06-25,ANALYST_MEET,106675609,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
CARERATING,2026-06-25,ANALYST_MEET,106675626,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
LTFOODS,2026-06-25,ANALYST_MEET,106675629,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
AMBER,2026-06-25,ANALYST_MEET,106675735,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
CURAA,2026-06-25,RESULT_UPDATE,106675757,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ESSARSHPNG,2026-06-25,RESULT_UPDATE,106675769,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ZEELEARN,2026-06-25,RESULT_UPDATE,106675773,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
INFOBEAN,2026-06-25,RESULT_UPDATE,106675774,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
RKFORGE,2026-06-25,RESULT_UPDATE,106675798,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
MADHAV,2026-06-25,RESULT_UPDATE,106675805,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
VIVIMEDLAB,2026-06-25,RESULT_UPDATE,106675807,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
KRIDHANINF,2026-06-25,RESULT_UPDATE,106675818,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
RELIABLE,2026-06-25,RESULT_UPDATE,106675839,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SALSTEEL,2026-06-25,RESULT_UPDATE,106675842,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
DIVGIITTS,2026-06-25,RESULT_UPDATE,106675869,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
LAL,2026-06-25,RESULT_UPDATE,106675876,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
VALIANTLAB,2026-06-25,RESULT_UPDATE,106675879,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
RACE,2026-06-25,RESULT_UPDATE,106675881,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
RAJMET,2026-06-25,RESULT_UPDATE,106675890,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
MFML,2026-06-25,RESULT_UPDATE,106675891,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SHALBY,2026-06-25,RESULT_UPDATE,106675894,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
LYPSAGEMS,2026-06-25,RESULT_UPDATE,106675895,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
FRACTAL,2026-06-25,ANALYST_MEET,106675898,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ACEINTEG,2026-06-25,RESULT_UPDATE,106675901,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SABEVENTS,2026-06-25,RESULT_UPDATE,106675904,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
CANDC,2026-06-25,RESULT_UPDATE,106674867,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
PNBHOUSING,2026-06-25,ANALYST_MEET,106675528,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ISHANCH,2026-06-25,RESULT_UPDATE,106675905,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
PATELENG,2026-06-25,ANALYST_MEET,106675498,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
PARAS,2026-06-25,ANALYST_MEET,106675013,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SANGHVIMOV,2026-06-25,ANALYST_MEET,106675482,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
SHIVAMAUTO,2026-06-25,RESULT_UPDATE,106674887,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
DNAMEDIA,2026-06-25,RESULT_UPDATE,106674902,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
VIRINCHI,2026-06-25,RESULT_UPDATE,106674906,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:10
ARCHIES,2026-06-25,RESULT_UPDATE,106674913,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
DCM,2026-06-25,RESULT_UPDATE,106674914,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
GKSL,2026-06-25,RESULT_UPDATE,106674919,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
DHRUV,2026-06-25,RESULT_UPDATE,106674930,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
FINKURVE,2026-06-25,RESULT_UPDATE,106674942,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
BFINVEST,2026-06-25,RESULT_UPDATE,106674948,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
DENTA,2026-06-25,ANALYST_MEET,106674981,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
ADL,2026-06-25,RESULT_UPDATE,106674982,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
RPPL,2026-06-25,RESULT_UPDATE,106674991,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
MASTEK,2026-06-25,ANALYST_MEET,106675000,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
DELPHIFX,2026-06-25,RESULT_UPDATE,106674923,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
MODIRUBBER,2026-06-25,RESULT_UPDATE,106675017,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
AVONMORE,2026-06-25,RESULT_UPDATE,106675256,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
SIRCA,2026-06-25,RESULT_UPDATE,106675477,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
GUJTHEM,2026-06-25,RESULT_UPDATE,106675377,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
NIRAJISPAT,2026-06-25,RESULT_UPDATE,106675357,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
INFOBEAN,2026-06-25,ANALYST_MEET,106675292,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
SHYAMTEL,2026-06-25,RESULT_UPDATE,106675226,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
KIOCL,2026-06-25,RESULT_UPDATE,106675212,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
FEDFINA,2026-06-25,ANALYST_MEET,106675190,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
AFSL,2026-06-25,RESULT_UPDATE,106675145,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
MASTEK,2026-06-25,ANALYST_MEET,106675045,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
ABCOTS,2026-06-25,RESULT_UPDATE,106675039,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
TIINDIA,2026-06-24,ANALYST_MEET,106672135,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
ISHANCH,2026-06-24,RESULT_UPDATE,106672420,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
CARTRADE,2026-06-24,ANALYST_MEET,106672147,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
PRECAM,2026-06-24,ANALYST_MEET,106672217,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03 05:11
