rank,symbol,sector,close,conviction,tier,supporting_evidence,primary_risk,bull_run_score,ml_bull_run_score,prox_52w_high_pct,trend_signal,adv_20d_cr,regime,as_of_date
119,MPSLTD,HEALTHCARE,2814.8,74.1,HIGH,strong uptrend; ML bull score 81,none flagged -- normal market risk applies,59.5,80.8,-5.5,STRONG_UPTREND,48.67,NEUTRAL,2026-08-18
120,VINDHYATEL,TELECOM,2486.6,74.0,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,59.5,80.1,-4.4,STRONG_UPTREND,24.72,NEUTRAL,2026-08-18
121,AJANTPHARM,PHARMA,3718.2,74.0,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.4,80.0,-0.5,STRONG_UPTREND,42.22,NEUTRAL,2026-08-18
122,BAJAJ-AUTO,AUTO,11663.0,73.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,60.5,79.9,-1.7,STRONG_UPTREND,468.92,NEUTRAL,2026-08-18
123,BOSCHLTD,AUTO,46970.0,73.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.4,79.9,-1.6,STRONG_UPTREND,194.95,NEUTRAL,2026-08-18
124,ARTEMISMED,HEALTHCARE,314.4,73.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.8,79.8,-3.5,STRONG_UPTREND,15.06,NEUTRAL,2026-08-18
125,VRLLOG,LOGISTICS,296.2,73.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.7,79.6,-4.5,STRONG_UPTREND,25.84,NEUTRAL,2026-08-18
126,KSHINTL,CAPITAL_GOODS,1022.35,73.9,HIGH,within 5% of 52w high (strongest measured factor); ML bull score 80,none flagged -- normal market risk applies,57.5,79.8,-3.5,INSUFFICIENT_DATA,45.72,NEUTRAL,2026-08-18
127,HSCL,CHEMICALS,787.4,73.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,55.8,79.4,-3.9,STRONG_UPTREND,496.84,NEUTRAL,2026-08-18
128,SSWL,AUTO,309.5,73.8,HIGH,strong uptrend; ML bull score 80; volatility squeeze (breakout setup),none flagged -- normal market risk applies,56.9,79.9,-5.8,STRONG_UPTREND,29.96,NEUTRAL,2026-08-18
129,GSPCROP,CHEMICALS,589.75,73.8,HIGH,within 5% of 52w high (strongest measured factor); ML bull score 78; volatility squeeze (breakout setup),none flagged -- normal market risk applies,56.9,78.4,-3.0,INSUFFICIENT_DATA,20.25,NEUTRAL,2026-08-18
130,M&MFIN,FINANCIAL_SERVICES,388.9,73.8,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.4,79.9,-6.3,STRONG_UPTREND,285.44,NEUTRAL,2026-08-18
131,RPEL,CAPITAL_GOODS,1430.1,73.7,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,58.0,79.9,-2.9,STRONG_UPTREND,9.37,NEUTRAL,2026-08-18
132,KPL,PHARMA,3598.1,73.7,HIGH,within 5% of 52w high (strongest measured factor); ML bull score 80,overbought (RSI 81),58.2,80.0,-3.9,INSUFFICIENT_DATA,27.12,NEUTRAL,2026-08-18
133,ELGIEQUIP,CAPITAL_GOODS,624.2,73.7,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.9,79.8,-1.5,STRONG_UPTREND,38.28,NEUTRAL,2026-08-18
134,RSL,METAL,164.9,73.6,HIGH,within 5% of 52w high (strongest measured factor); ML bull score 76,overbought (RSI 81),57.0,76.3,-4.1,INSUFFICIENT_DATA,14.16,NEUTRAL,2026-08-18
135,BLSE,IT,310.8,73.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.8,79.7,-4.3,STRONG_UPTREND,28.5,NEUTRAL,2026-08-18
136,UNIPARTS,AUTO,801.15,73.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,58.7,80.0,-4.5,STRONG_UPTREND,18.28,NEUTRAL,2026-08-18
137,SCPL,OTHER,657.95,73.6,HIGH,within 5% of 52w high (strongest measured factor); ML bull score 79,none flagged -- normal market risk applies,58.4,79.4,-4.5,INSUFFICIENT_DATA,9.09,NEUTRAL,2026-08-18
138,GHCLTEXTIL,TEXTILES,120.08,73.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.5,79.9,-3.9,STRONG_UPTREND,16.72,NEUTRAL,2026-08-18
139,AETHER,CHEMICALS,1605.7,73.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.2,79.9,-3.2,STRONG_UPTREND,61.85,NEUTRAL,2026-08-18
140,ACSTECH,CEMENT,50.92,73.4,HIGH,within 5% of 52w high (strongest measured factor); ML bull score 80,thin liquidity -- use TWAP slices,57.9,79.8,-4.9,INSUFFICIENT_DATA,1.88,NEUTRAL,2026-08-18
141,PVRINOX,MEDIA,1192.0,73.4,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,57.8,79.0,-4.6,STRONG_UPTREND,65.3,NEUTRAL,2026-08-18
142,ANDHRSUGAR,CHEMICALS,101.98,73.3,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,55.0,79.1,-4.9,STRONG_UPTREND,13.23,NEUTRAL,2026-08-18
143,SKYGOLD,FMCG,776.4,73.3,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,58.0,80.0,-8.4,STRONG_UPTREND,113.96,NEUTRAL,2026-08-18
144,BOSCH-HCIL,FMCG,1700.4,73.3,HIGH,within 5% of 52w high (strongest measured factor); ML bull score 78,none flagged -- normal market risk applies,57.8,78.3,-2.6,INSUFFICIENT_DATA,10.73,NEUTRAL,2026-08-18
145,CREDITACC,FINANCIAL_SERVICES,1538.6,73.2,HIGH,uptrend; ML bull score 79; institutional buying (deals),none flagged -- normal market risk applies,62.5,78.8,-5.8,UPTREND,68.6,NEUTRAL,2026-08-18
146,APOLLOPIPE,CAPITAL_GOODS,545.3,73.2,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,55.9,78.9,-1.6,STRONG_UPTREND,21.43,NEUTRAL,2026-08-18
147,AYMSYNTEX,TEXTILES,271.9,73.2,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,thin liquidity -- use TWAP slices,59.2,79.9,-3.3,STRONG_UPTREND,1.29,NEUTRAL,2026-08-18
148,LTM,IT,4700.0,73.2,HIGH,within 5% of 52w high (strongest measured factor); ML bull score 77,none flagged -- normal market risk applies,55.5,76.7,-3.1,INSUFFICIENT_DATA,211.2,NEUTRAL,2026-08-18
149,ROSSTECH,DEFENCE,1108.9,73.2,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.0,79.9,-3.4,STRONG_UPTREND,35.04,NEUTRAL,2026-08-18
150,AKUMS,PHARMA,744.0,73.2,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.6,80.0,-4.0,STRONG_UPTREND,27.13,NEUTRAL,2026-08-18
151,PNBHOUSING,FINANCIAL_SERVICES,1150.8,73.1,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,54.4,79.1,-2.0,STRONG_UPTREND,121.03,NEUTRAL,2026-08-18
152,MUFIN,FINANCIAL_SERVICES,135.87,72.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.9,79.9,-2.9,STRONG_UPTREND,17.11,NEUTRAL,2026-08-18
153,SAILIFE,CHEMICALS,1416.4,72.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.4,80.0,-4.0,STRONG_UPTREND,79.86,NEUTRAL,2026-08-18
154,CRAFTSMAN,AUTO,10480.0,72.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.6,80.0,-2.6,STRONG_UPTREND,70.25,NEUTRAL,2026-08-18
155,CUPID,FMCG,267.32,72.7,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,58.4,80.0,-10.6,STRONG_UPTREND,864.65,NEUTRAL,2026-08-18
156,MATRIMONY,RETAIL,543.05,72.7,HIGH,strong uptrend; ML bull score 80,overbought (RSI 81),60.8,79.8,-5.2,STRONG_UPTREND,5.98,NEUTRAL,2026-08-18
157,HNDFDS,FMCG,608.45,72.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.5,79.7,-0.9,STRONG_UPTREND,5.17,NEUTRAL,2026-08-18
158,ARVSMART,REALTY,670.35,72.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,56.9,78.8,-3.4,STRONG_UPTREND,30.86,NEUTRAL,2026-08-18
159,OMAXE,REALTY,100.83,72.6,HIGH,strong uptrend; ML bull score 79,none flagged -- normal market risk applies,56.2,79.3,-7.2,STRONG_UPTREND,23.09,NEUTRAL,2026-08-18
160,CHOLAFIN,FINANCIAL_SERVICES,1884.7,72.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.0,79.8,-3.5,STRONG_UPTREND,306.07,NEUTRAL,2026-08-18
161,MODIS,REALTY,415.6,72.6,HIGH,within 5% of 52w high (strongest measured factor); ML bull score 79; volatility squeeze (breakout setup),none flagged -- normal market risk applies,57.6,78.8,-3.1,INSUFFICIENT_DATA,4.83,NEUTRAL,2026-08-18
162,POLYPLEX,CHEMICALS,1210.8,72.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.0,79.9,-4.2,STRONG_UPTREND,18.26,NEUTRAL,2026-08-18
163,AARTIIND,CHEMICALS,526.7,72.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,55.0,78.8,-2.8,STRONG_UPTREND,89.77,NEUTRAL,2026-08-18
164,MUNJALAU,AUTO,119.72,72.5,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.8,79.9,-8.3,STRONG_UPTREND,47.8,NEUTRAL,2026-08-18
165,TATATECH,FMCG,841.65,72.5,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.1,79.5,-5.5,STRONG_UPTREND,190.6,NEUTRAL,2026-08-18
166,OBEROIRLTY,REALTY,1931.0,72.5,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,58.0,79.6,-2.8,STRONG_UPTREND,69.33,NEUTRAL,2026-08-18
167,SOLARINDS,CHEMICALS,20000.0,72.5,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.8,79.9,-2.0,STRONG_UPTREND,258.76,NEUTRAL,2026-08-18
168,IDFCFIRSTB,BANKING,85.05,72.5,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,55.3,79.4,-4.2,STRONG_UPTREND,198.1,NEUTRAL,2026-08-18
169,BLUESTONE,FMCG,834.65,72.5,HIGH,strong uptrend; ML bull score 81,none flagged -- normal market risk applies,56.7,80.5,-9.9,STRONG_UPTREND,965.17,NEUTRAL,2026-08-18
170,EICHERMOT,AUTO,8050.0,72.5,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,56.0,78.5,-2.2,STRONG_UPTREND,411.89,NEUTRAL,2026-08-18
171,PPLPHARMA,PHARMA,204.73,72.4,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.8,79.8,-6.3,STRONG_UPTREND,165.58,NEUTRAL,2026-08-18
172,REDINGTON,IT,332.8,72.4,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.5,79.9,-8.7,STRONG_UPTREND,370.8,NEUTRAL,2026-08-18
173,PGIL,TEXTILES,2378.0,72.4,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.8,80.0,-6.4,STRONG_UPTREND,51.82,NEUTRAL,2026-08-18
174,JGCHEM,CHEMICALS,600.8,72.3,HIGH,strong uptrend; ML bull score 81,none flagged -- normal market risk applies,56.7,80.8,-8.1,STRONG_UPTREND,60.43,NEUTRAL,2026-08-18
175,FEDERALBNK,BANKING,354.1,72.3,HIGH,within 5% of 52w high (strongest measured factor); uptrend; ML bull score 80,none flagged -- normal market risk applies,57.8,79.8,-4.7,UPTREND,160.25,NEUTRAL,2026-08-18
176,IIFL,FINANCIAL_SERVICES,630.05,72.3,HIGH,strong uptrend; ML bull score 79,none flagged -- normal market risk applies,55.3,79.4,-6.7,STRONG_UPTREND,131.71,NEUTRAL,2026-08-18
177,NAM-INDIA,AMC,1202.7,72.2,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.8,79.6,-2.5,STRONG_UPTREND,116.15,NEUTRAL,2026-08-18
178,TIIL,METAL,3097.2,72.2,HIGH,strong uptrend; ML bull score 80,overbought (RSI 79),57.7,80.0,-6.1,STRONG_UPTREND,19.7,NEUTRAL,2026-08-18
179,PRUDENT,FINANCIAL_SERVICES,3338.0,72.1,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.2,79.9,-2.8,STRONG_UPTREND,21.66,NEUTRAL,2026-08-18
180,ADOR,CAPITAL_GOODS,1525.3,72.1,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.1,80.0,-4.5,STRONG_UPTREND,11.09,NEUTRAL,2026-08-18
181,UTTAMSUGAR,FMCG,283.0,72.1,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.7,79.7,-5.4,STRONG_UPTREND,5.76,NEUTRAL,2026-08-18
182,FLUOROCHEM,CHEMICALS,4707.5,72.0,HIGH,strong uptrend; ML bull score 80; volatility squeeze (breakout setup),none flagged -- normal market risk applies,56.1,80.0,-5.1,STRONG_UPTREND,126.28,NEUTRAL,2026-08-18
183,SHAILY,CAPITAL_GOODS,3396.3,72.0,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.7,79.9,-6.0,STRONG_UPTREND,79.11,NEUTRAL,2026-08-18
184,ACE,AUTO,1113.7,72.0,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.6,79.6,-4.8,STRONG_UPTREND,87.33,NEUTRAL,2026-08-18
185,LODHA,REALTY,1254.0,72.0,HIGH,strong uptrend; ML bull score 79,none flagged -- normal market risk applies,55.8,79.3,-6.8,STRONG_UPTREND,310.33,NEUTRAL,2026-08-18
186,POONAWALLA,FINANCIAL_SERVICES,497.45,71.9,HIGH,strong uptrend; ML bull score 79; institutional buying (deals),none flagged -- normal market risk applies,61.4,79.4,-12.8,STRONG_UPTREND,67.17,NEUTRAL,2026-08-18
187,ENTERO,PHARMA,1401.6,71.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.7,79.6,-4.5,STRONG_UPTREND,27.02,NEUTRAL,2026-08-18
188,VIJAYA,HEALTHCARE,1506.6,71.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.9,79.7,-4.2,STRONG_UPTREND,35.13,NEUTRAL,2026-08-18
189,TFCILTD,FINANCIAL_SERVICES,120.28,71.8,HIGH,strong uptrend,overbought (RSI 85),55.3,62.9,-5.3,STRONG_UPTREND,232.54,NEUTRAL,2026-08-18
190,AVADHSUGAR,OTHER,725.25,71.8,HIGH,within 5% of 52w high (strongest measured factor),overbought (RSI 84),52.8,63.2,-0.7,INSUFFICIENT_DATA,28.89,NEUTRAL,2026-08-18
191,SYRMA,CAPITAL_GOODS,1467.9,71.8,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.2,79.7,-4.9,STRONG_UPTREND,239.7,NEUTRAL,2026-08-18
192,RBLBANK,BANKING,381.5,71.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,54.9,79.2,-2.8,STRONG_UPTREND,146.9,NEUTRAL,2026-08-18
193,PAUSHAKLTD,CHEMICALS,734.2,71.6,HIGH,ML bull score 79,none flagged -- normal market risk applies,54.8,78.7,-5.9,INSUFFICIENT_DATA,10.39,NEUTRAL,2026-08-18
194,UNIONBANK,BANKING,188.9,71.6,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.3,79.6,-8.1,STRONG_UPTREND,258.02,NEUTRAL,2026-08-18
195,ENDURANCE,AUTO,2978.2,71.4,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,55.0,79.2,-3.3,STRONG_UPTREND,47.28,NEUTRAL,2026-08-18
196,AMBALALSA,PHARMA,45.7,71.4,HIGH,ML bull score 80,thin liquidity -- use TWAP slices,56.4,79.7,-8.6,INSUFFICIENT_DATA,1.81,NEUTRAL,2026-08-18
197,GAEL,AGRICULTURE,172.75,71.4,HIGH,strong uptrend; ML bull score 78,none flagged -- normal market risk applies,56.7,78.4,-6.1,STRONG_UPTREND,41.12,NEUTRAL,2026-08-18
198,KARURVYSYA,BANKING,334.0,71.4,HIGH,uptrend; ML bull score 77; volatility squeeze (breakout setup),none flagged -- normal market risk applies,54.7,77.0,-5.1,UPTREND,226.5,NEUTRAL,2026-08-18
199,COFORGE,IT,1806.0,71.3,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.9,79.8,-9.2,STRONG_UPTREND,579.51,NEUTRAL,2026-08-18
200,MAWANASUG,OTHER,124.06,71.3,HIGH,within 5% of 52w high (strongest measured factor),none flagged -- normal market risk applies,52.7,62.6,-1.4,INSUFFICIENT_DATA,5.97,NEUTRAL,2026-08-18
201,AUROPHARMA,PHARMA,1627.2,71.2,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.9,79.8,-3.3,STRONG_UPTREND,170.24,NEUTRAL,2026-08-18
202,COSMOFIRST,CHEMICALS,964.85,71.2,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 79,none flagged -- normal market risk applies,54.6,79.2,-4.8,STRONG_UPTREND,16.68,NEUTRAL,2026-08-18
203,TMCV,AUTO,470.4,71.1,HIGH,ML bull score 78,none flagged -- normal market risk applies,53.8,78.0,-7.6,INSUFFICIENT_DATA,395.46,NEUTRAL,2026-08-18
204,KMEW,INFRASTRUCTURE,2756.5,71.1,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.7,80.0,-8.1,STRONG_UPTREND,32.01,NEUTRAL,2026-08-18
205,TASTYBITE,FMCG,10014.5,71.0,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.7,79.9,-4.4,STRONG_UPTREND,16.14,NEUTRAL,2026-08-18
206,SHRIPISTON,AUTO,4436.6,70.9,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.7,79.9,-3.3,STRONG_UPTREND,25.8,NEUTRAL,2026-08-18
207,MAXESTATES,REALTY,474.35,70.9,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.5,79.6,-5.5,STRONG_UPTREND,5.15,NEUTRAL,2026-08-18
208,HONASA,FMCG,481.65,70.9,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.5,79.6,-5.5,STRONG_UPTREND,99.06,NEUTRAL,2026-08-18
209,WSTCSTPAPR,CHEMICALS,605.5,70.8,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.4,79.8,-6.1,STRONG_UPTREND,23.1,NEUTRAL,2026-08-18
210,ZIMLAB,OTHER,115.2,70.8,HIGH,within 5% of 52w high (strongest measured factor),overbought (RSI 82),54.5,60.2,-0.4,INSUFFICIENT_DATA,1.75,NEUTRAL,2026-08-18
211,KENNAMET,CAPITAL_GOODS,3551.7,70.8,HIGH,ML bull score 80,none flagged -- normal market risk applies,55.4,79.7,-5.9,INSUFFICIENT_DATA,12.79,NEUTRAL,2026-08-18
212,GANDHAR,ENERGY,246.69,70.8,HIGH,strong uptrend; ML bull score 80; institutional buying (deals),none flagged -- normal market risk applies,61.0,79.6,-18.6,STRONG_UPTREND,172.17,NEUTRAL,2026-08-18
213,OFSS,FINANCIAL_SERVICES,11789.0,70.7,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 71,none flagged -- normal market risk applies,54.4,71.4,-1.6,STRONG_UPTREND,496.09,NEUTRAL,2026-08-18
214,SIEMENS,CAPITAL_GOODS,3943.0,70.6,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 77,none flagged -- normal market risk applies,54.8,77.2,-3.8,STRONG_UPTREND,160.02,NEUTRAL,2026-08-18
215,AARTIPHARM,PHARMA,861.95,70.6,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,54.0,79.6,-8.9,STRONG_UPTREND,108.07,NEUTRAL,2026-08-18
216,TTKHLTCARE,DIVERSIFIED,1138.4,70.5,HIGH,strong uptrend; ML bull score 79,none flagged -- normal market risk applies,55.7,79.4,-6.4,STRONG_UPTREND,4.57,NEUTRAL,2026-08-18
217,RPTECH,IT,871.85,70.4,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,57.5,80.0,-9.9,STRONG_UPTREND,50.06,NEUTRAL,2026-08-18
218,PITTIENG,CAPITAL_GOODS,1046.55,70.3,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,55.6,79.8,-4.9,STRONG_UPTREND,9.19,NEUTRAL,2026-08-18
219,THELEELA,HOSPITALITY,503.0,70.3,HIGH,within 5% of 52w high (strongest measured factor); strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.5,79.8,-4.6,STRONG_UPTREND,28.05,NEUTRAL,2026-08-18
220,MINDACORP,AUTO,725.15,70.3,HIGH,strong uptrend; ML bull score 80,none flagged -- normal market risk applies,56.0,79.9,-5.7,STRONG_UPTREND,48.2,NEUTRAL,2026-08-18
