symbol,close,atr_14,mp_pp,mp_r1,mp_r2,mp_r3,mp_s1,mp_s2,mp_s3,wp_pp,wp_r1,wp_r2,wp_s1,wp_s2,fib_786,fib_618,fib_500,fib_382,fib_236,swing_high_1,swing_high_2,swing_low_1,swing_low_2,vol_poc,prev_week_h,prev_week_l,prev_month_h,prev_month_l,round_res,round_sup,stop_1atr,stop_2atr,target_1atr,target_2atr,conf_res_1,conf_res_1_score,conf_res_1_tags,conf_res_2,conf_res_2_score,conf_res_2_tags,conf_sup_1,conf_sup_1_score,conf_sup_1_tags,conf_sup_2,conf_sup_2_score,conf_sup_2_tags,entry_zone_low,entry_zone_high,stop_loss,as_of_date
ABLBL,96.22,3.22,105.97,113.75,127.32,135.1,92.4,84.62,71.05,98.92,101.34,105.11,95.15,92.73,105.05,118.5,127.95,137.41,149.1,151.33,150.79,87.91,95.12,102.54,102.69,96.5,119.55,98.2,100.0,90.0,93.0,89.78,99.44,102.66,102.16,7,W-R1|50 DMA|Vol POC|Prev-Wk Hi,98.91,5,Prev-Mo Lo|20 DMA|W-Pivot|Round,95.14,4,Swing Lo|W-S1,92.56,4,M-S1|W-S2,94.61,97.19,93.71,2026-06-30
ABMINTLLTD,41.0,1.89,47.12,50.83,54.23,57.94,43.72,40.01,36.61,41.22,42.31,43.89,39.64,38.55,40.17,45.02,48.42,51.83,56.04,105.36,80.75,34.0,39.15,56.91,42.79,40.12,50.51,43.4,45.0,40.0,39.11,37.21,42.89,44.79,42.44,5,50 DMA|W-R1|20 DMA|Prev-Wk Hi,43.67,5,Prev-Mo Lo|M-S1|W-R2,40.08,5,Round|M-S2|Prev-Wk Lo|Fib 78.6%,39.39,4,Swing Lo|W-S1,40.05,41.57,39.48,2026-06-30
ABMINTLTD,103.35,4.47,68.23,79.42,89.43,100.62,58.22,47.03,37.02,103.83,113.67,118.58,98.92,89.08,36.1,52.78,64.5,76.22,90.72,84.1,78.25,14.85,45.0,72.75,108.75,94.0,78.25,57.05,125.0,100.0,98.88,94.41,107.82,112.29,113.91,4,W-R1|52W High,103.83,2,W-Pivot,99.85,4,W-S1|Round|M-R3,89.25,3,W-S2|M-R2,101.12,104.69,98.35,2021-07-26
ABMKNO,205.0,11.72,225.85,240.69,269.25,284.09,197.29,182.45,153.89,206.93,216.84,231.92,191.85,181.94,209.39,219.12,225.95,232.78,241.24,254.4,250.0,197.0,212.0,215.45,222.0,197.01,254.4,211.0,225.0,200.0,193.28,181.57,216.72,228.43,217.14,8,Vol POC|W-R1|Fib 61.8%,224.17,8,Prev-Wk Hi|50 DMA|Round|M-Pivot|Fib 50%,197.66,9,Swing Lo|52W Low|Prev-Wk Lo|M-S1|Round,182.19,3,W-S2|M-S2,199.14,208.51,194.7,2026-06-30
ABREL,1323.6,49.79,1355.6,1486.2,1728.6,1859.2,1113.2,982.6,740.2,1331.37,1382.63,1418.57,1295.43,1244.17,1339.87,1543.81,1687.05,1830.29,2007.52,1965.3,1914.0,1080.1,1088.1,1291.42,1367.3,1280.1,1598.0,1225.0,1400.0,1300.0,1273.81,1224.01,1373.39,1423.19,1334.27,4,W-Pivot|50 DMA|Fib 78.6%,1361.45,4,M-Pivot|Prev-Wk Hi,1286.79,8,20 DMA|Prev-Wk Lo|Vol POC|W-S1|Round,1113.2,3,M-S1,1298.7,1338.54,1267.49,2026-06-30
ABSHEKINDS,15.6,0.65,15.53,16.87,18.13,19.47,14.27,12.93,11.67,15.9,16.35,17.1,15.15,14.7,15.01,16.66,17.82,18.99,20.43,22.75,20.8,12.9,13.05,21.15,16.65,15.45,16.8,14.2,20.0,15.0,14.95,14.3,16.25,16.9,16.75,8,Prev-Wk Hi|Fib 61.8%|Prev-Mo Hi|M-R1,15.9,2,W-Pivot,15.49,4,Prev-Wk Lo|M-Pivot,15.05,4,Round|Fib 78.6%|W-S1,15.28,15.79,15.26,2011-05-02
ABSIND,126.6,4.87,119.42,129.88,139.77,150.23,109.53,99.07,89.18,127.73,132.37,136.58,123.52,118.88,88.72,103.42,113.75,124.08,136.85,157.5,156.0,70.0,77.0,144.27,131.95,123.1,129.3,108.95,150.0,125.0,121.73,116.86,131.47,136.34,128.97,6,W-Pivot|Prev-Mo Hi|M-R1,132.16,3,Prev-Wk Hi|W-R1,123.92,6,Prev-Wk Lo|W-S1|Fib 38.2%|Round,119.15,4,W-S2|M-Pivot,124.17,128.06,122.06,2005-06-13
ABSL10BANK,171.9,3.51,162.32,168.5,175.19,181.37,155.63,149.45,142.76,172.65,175.3,178.6,169.35,166.7,163.79,174.61,182.21,189.81,199.22,175.95,175.0,150.0,156.13,171.51,175.95,170.0,169.0,156.13,175.0,150.0,168.39,164.89,175.41,178.91,174.96,15,W-Pivot|Fib 61.8%|Swing Hi|Round|M-R2|W-R1|Swing Hi|Prev-Wk Hi,181.79,3,M-R3|Fib 50%,168.36,9,20 DMA|W-S2|M-R1|Prev-Mo Hi|W-S1|Prev-Wk Lo,155.96,6,M-S1|Swing Lo|Prev-Mo Lo,170.15,172.95,165.83,2026-06-30
ABSLAMC,1154.7,53.65,1055.53,1131.97,1199.93,1276.37,987.57,911.13,843.17,1167.37,1198.73,1256.27,1109.83,1078.47,818.62,905.46,966.45,1027.44,1102.91,1224.9,1123.5,708.0,710.3,971.87,1224.9,1136.0,1123.5,979.1,1200.0,1100.0,1101.05,1047.4,1208.35,1262.0,1199.55,5,W-R1|M-R2|Round,1224.9,5,Swing Hi|52W High|Prev-Wk Hi,1128.74,7,Swing Hi|Prev-Mo Hi|M-R1|Prev-Wk Lo,1106.73,5,Round|Fib 23.6%|W-S1|20 DMA,1127.88,1170.8,1111.81,2026-06-30
ABSLBANETF,59.06,0.81,56.02,58.05,60.56,62.59,53.51,51.48,48.97,59.41,60.39,61.17,58.63,57.65,53.96,56.31,57.95,59.6,61.64,64.94,63.26,50.97,53.6,59.35,60.18,58.42,58.54,54.0,60.0,50.0,58.25,57.43,59.87,60.69,59.93,13,Vol POC|W-Pivot|Fib 38.2%|Round|Prev-Wk Hi|W-R1|M-R2,64.94,4,Swing Hi|52W High,58.17,14,20 DMA|W-S2|Fib 50%|M-R1|Prev-Wk Lo|200 DMA|Prev-Mo Hi|W-S1,56.34,7,M-Pivot|Fib 61.8%|50 DMA,58.65,59.3,57.43,2026-06-30
ABSLLIQUID,1000.01,0.02,1000.0,1000.01,1000.02,1000.03,999.99,999.98,999.97,1000.0,1000.01,1000.02,999.99,999.98,1009.28,1016.91,1022.27,1027.64,1034.27,1044.99,1000.01,999.56,999.99,1000.11,1000.01,999.99,1000.01,999.99,1100.0,1000.0,999.99,999.97,1000.03,1000.05,1022.07,9,Fib 78.6%|Fib 61.8%|Fib 50%|Fib 38.2%|Fib 23.6%,1044.99,4,Swing Hi|52W High,,0,,,0,,1000.0,1000.02,985.01,2026-06-30
ABSLMSCIN,29.21,1.66,29.09,29.85,30.7,31.46,28.24,27.48,26.63,31.24,33.38,37.48,27.14,25.0,28.27,29.78,30.84,31.9,33.22,35.34,31.0,26.34,26.7,31.3,35.34,29.1,29.95,28.34,30.0,25.0,27.55,25.88,30.87,32.54,31.09,12,M-R2|Fib 50%|Swing Hi|W-Pivot|Vol POC|M-R3,29.78,9,20 DMA|Fib 61.8%|M-R1|Prev-Mo Hi|Round,26.5,7,Swing Lo|52W Low|M-S3|Swing Lo,28.28,5,M-S1|Fib 78.6%|Prev-Mo Lo,28.38,29.71,26.1,2026-06-30
ABSLNN50ET,75.37,1.6,73.97,76.85,78.87,81.75,71.95,69.07,67.05,75.81,76.47,77.2,75.08,74.42,65.96,68.26,69.89,71.51,73.51,76.1,75.75,63.02,67.8,72.01,76.54,75.15,76.0,71.1,80.0,70.0,73.77,72.17,76.97,78.57,76.39,16,Swing Hi|W-Pivot|Prev-Mo Hi|Swing Hi|W-R1|Prev-Wk Hi|52W High|M-R1|W-R2,79.44,3,M-R2|Round,71.71,12,Prev-Mo Lo|Fib 38.2%|M-S1|200 DMA|Vol POC,74.38,10,Fib 23.6%|M-Pivot|50 DMA|W-S2|20 DMA|W-S1|Prev-Wk Lo,74.57,75.85,72.17,2026-06-30
ABSLPSE,10.34,0.22,10.91,11.33,12.01,12.43,10.23,9.81,9.13,10.43,10.56,10.8,10.19,10.06,9.72,10.12,10.41,10.69,11.04,11.6,11.25,9.21,9.41,10.77,10.67,10.3,11.6,10.5,15.0,10.0,10.12,9.89,10.56,10.79,10.45,11,200 DMA|Fib 50%|20 DMA|W-Pivot|Prev-Mo Lo|W-R1,10.73,8,Prev-Wk Hi|Fib 38.2%|50 DMA|Vol POC|W-R2,10.12,10,Round|W-S2|Fib 61.8%|W-S1|M-S1,9.77,3,Fib 78.6%|M-S2,10.23,10.41,9.97,2026-06-30
ACC,1327.2,23.47,1389.77,1447.53,1495.77,1553.53,1341.53,1283.77,1235.53,1343.53,1361.97,1386.03,1319.47,1301.03,1418.0,1548.55,1640.25,1731.95,1845.4,1987.0,1920.0,1251.7,1297.0,1345.33,1367.6,1325.1,1438.0,1332.0,1400.0,1300.0,1303.73,1280.26,1350.67,1374.14,1340.32,10,Prev-Mo Lo|20 DMA|M-S1|W-Pivot|Vol POC,1375.82,8,W-R1|Prev-Wk Hi|50 DMA|W-R2|M-Pivot,1295.45,6,M-S2|Swing Lo|Round|W-S2,1246.31,5,M-S3|Swing Lo|52W Low,1315.46,1334.24,1280.26,2026-06-30
ACCELYA,1098.1,25.8,1138.43,1183.87,1225.43,1270.87,1096.87,1051.43,1009.87,1115.67,1132.13,1161.47,1086.33,1069.87,1122.52,1208.98,1269.7,1330.42,1405.55,1527.0,1525.0,1012.4,1093.0,1130.45,1145.0,1099.2,1180.0,1093.0,1100.0,1000.0,1072.3,1046.5,1123.9,1149.7,1130.36,14,W-Pivot|20 DMA|Fib 78.6%|Vol POC|W-R1|M-Pivot|50 DMA|Prev-Wk Hi,1217.2,5,Fib 61.8%|M-R2,1008.67,6,Round|M-S3|Swing Lo|52W Low,1090.78,5,W-S1|Swing Lo|Prev-Mo Lo,1085.2,1105.84,1046.5,2026-06-30
ACCURACY,5.31,0.28,5.57,5.95,6.4,6.78,5.12,4.74,4.29,5.62,5.83,6.06,5.39,5.18,4.47,5.32,5.91,6.5,7.24,9.61,7.88,3.4,3.76,5.66,5.86,5.42,6.03,5.2,10.0,5.0,5.03,4.75,5.59,5.87,5.89,8,W-R1|Prev-Wk Hi|Fib 50%|M-R1,5.57,6,20 DMA|M-Pivot|W-Pivot,5.15,6,50 DMA|M-S1|W-S2|Prev-Mo Lo,4.74,2,M-S2,5.17,5.39,5.07,2026-06-30
ACE,1024.0,31.98,899.08,952.62,1020.28,1073.82,831.42,777.88,710.22,1003.58,1031.52,1074.93,960.17,932.23,846.51,926.13,982.05,1037.97,1107.16,1170.0,1158.5,745.1,775.45,919.09,1047.0,975.65,966.75,845.55,1100.0,1000.0,992.02,960.04,1055.98,1087.96,1038.83,5,W-R1|Fib 38.2%|Prev-Wk Hi,1164.25,4,Swing Hi|Swing Hi,967.52,4,W-S1|Prev-Mo Hi|Prev-Wk Lo,1001.79,3,Round|W-Pivot,1008.01,1033.59,960.04,2026-06-30
ACEINTEG,22.78,1.68,20.03,21.57,23.91,25.45,17.69,16.15,13.81,20.93,21.56,22.26,20.23,19.6,17.57,20.21,22.07,23.93,26.23,29.94,27.29,14.2,15.7,20.61,21.63,20.3,22.38,18.5,25.0,20.0,21.1,19.42,24.46,26.14,23.92,4,M-R2|Fib 38.2%,25.0,1,Round,20.18,11,Round|M-Pivot|Fib 61.8%|W-S1|50 DMA|Prev-Wk Lo,20.73,9,Vol POC|20 DMA|200 DMA|W-Pivot,21.94,23.28,19.88,2026-06-30
ACELAB,10.75,1.28,10.83,12.37,14.93,16.47,8.27,6.73,4.17,11.8,15.1,18.3,8.6,5.3,11.45,13.92,15.65,17.38,19.53,23.0,19.2,8.3,9.5,12.15,15.0,8.5,13.4,9.3,15.0,10.0,9.47,8.19,12.03,13.31,10.83,3,M-Pivot,12.15,3,Vol POC,8.55,3,Prev-Wk Lo|W-S1,9.5,2,Swing Lo,10.11,11.13,8.42,1999-02-23
ACI,522.3,16.32,558.43,606.62,687.98,736.17,477.07,428.88,347.52,533.75,546.75,571.0,509.5,496.5,535.34,576.44,605.3,634.16,669.87,727.6,726.0,483.0,502.05,532.49,558.0,520.75,639.8,510.25,550.0,500.0,505.98,489.66,538.62,554.94,532.89,7,20 DMA|Vol POC|W-Pivot|Fib 78.6%,574.48,7,W-R2|200 DMA|Fib 61.8%,481.02,7,M-S1|Swing Lo|52W Low,499.52,4,W-S2|Round|Swing Lo,514.14,527.2,489.66,2026-06-30
ACKRUTI,181.85,7.94,192.73,203.47,212.73,223.47,183.47,172.73,163.47,187.02,193.03,202.02,178.03,172.02,238.95,295.75,335.65,375.55,424.91,259.0,248.0,166.6,167.3,205.09,196.0,181.0,202.0,182.0,200.0,175.0,173.91,165.96,189.79,197.74,192.88,5,M-Pivot|W-R1,183.47,3,M-S1,172.38,3,W-S2|M-S2,178.03,2,W-S1,177.88,184.23,169.79,2011-11-14
ACL,52.48,1.75,56.24,58.48,61.58,63.82,53.14,50.9,47.8,52.89,53.74,55.14,51.49,50.64,51.77,60.62,66.84,73.05,80.74,93.17,75.99,40.5,52.0,56.73,54.29,52.04,59.35,54.01,60.0,50.0,50.73,48.98,54.23,55.98,53.43,9,W-Pivot|M-S1|20 DMA|W-R1|Prev-Mo Lo,56.48,6,M-Pivot|Vol POC,51.82,6,W-S1|Fib 78.6%|Swing Lo|Prev-Wk Lo,50.51,4,Round|W-S2|M-S2,51.6,53.01,51.04,2026-06-30
ACLGATI,66.05,2.46,62.47,67.96,71.35,76.84,59.08,53.59,50.2,63.86,66.46,69.95,60.37,57.77,60.81,63.82,65.94,68.05,70.67,99.65,92.05,52.01,54.0,68.81,67.34,61.25,65.85,56.97,70.0,60.0,63.59,61.13,68.51,70.97,68.27,8,M-R1|Fib 38.2%|Vol POC,66.9,3,W-R1|Prev-Wk Hi,60.75,6,Round|W-S1|Fib 78.6%|Prev-Wk Lo|50 DMA,63.84,5,Fib 61.8%|W-Pivot,64.82,66.79,61.13,2025-11-11
ACMESOLAR,380.55,15.37,297.07,326.48,342.87,372.28,280.68,251.27,234.88,354.17,369.33,381.47,342.03,326.87,236.2,267.83,290.05,312.27,339.76,364.8,324.3,195.9,204.16,281.99,366.3,339.0,313.45,267.65,400.0,375.0,365.18,349.81,395.92,411.29,382.84,3,W-R2|52W High,400.0,1,Round,368.18,6,Swing Hi|Prev-Wk Hi|W-R1|M-R3,354.17,2,W-Pivot,372.87,385.16,362.66,2026-06-30
ACROPETAL,2.65,0.27,2.92,3.38,3.92,4.38,2.38,1.92,1.38,2.68,2.92,3.18,2.42,2.18,2.57,2.94,3.2,3.46,3.78,4.3,3.95,2.1,2.2,3.05,2.95,2.45,3.45,2.45,5.0,0.0,2.38,2.1,2.92,3.2,2.93,9,M-Pivot|W-R1|Fib 61.8%|Prev-Wk Hi,3.05,3,Vol POC,2.44,4,W-S1|Prev-Mo Lo|Prev-Wk Lo,2.38,3,M-S1,2.51,2.73,2.4,2016-05-20
ACRYSIL,494.3,23.71,560.45,601.4,675.95,716.9,485.9,444.95,370.4,516.3,551.6,611.3,456.6,421.3,566.42,643.68,697.95,752.22,819.36,927.9,898.0,468.0,505.55,618.64,576.0,481.0,635.0,519.5,500.0,475.0,470.59,446.88,518.01,541.72,563.43,4,M-Pivot|Fib 78.6%,502.77,3,Round|Swing Lo,470.33,5,Swing Lo|52W Low|Round,483.45,4,Prev-Wk Lo|M-S1,482.44,501.41,463.28,2022-11-17
ACSTECH,43.71,2.8,35.05,37.44,41.08,43.47,31.41,29.02,25.38,42.29,47.37,49.91,39.75,34.67,35.0,37.58,39.39,41.2,43.45,41.79,38.7,31.71,32.67,44.79,44.83,37.21,38.7,32.67,45.0,40.0,40.91,38.12,46.51,49.3,44.87,5,Vol POC|Prev-Wk Hi|Round,47.22,4,52W High|W-R1,39.71,5,Fib 50%|W-S1|Round,42.04,4,Swing Hi|W-Pivot,42.31,44.55,39.11,2026-06-30
ACUTAAS,3526.2,142.36,2934.47,3382.93,3633.37,4081.83,2684.03,2235.57,1985.13,3263.27,3356.33,3412.67,3206.93,3113.87,1632.15,2053.53,2349.5,2645.47,3011.66,3444.3,2634.8,1125.0,1261.2,2145.44,3319.6,3170.2,3184.9,2486.0,3750.0,3500.0,3383.84,3241.49,3668.56,3810.91,3618.48,4,52W High|M-R2,3750.0,1,Round,3352.95,6,Prev-Wk Hi|W-R1|M-R1,3428.49,3,W-R2|Swing Hi,3455.02,3568.91,3302.66,2026-06-30
ADANIENSOL,1491.4,47.56,1442.8,1649.0,1784.7,1990.9,1307.1,1100.9,965.2,1512.93,1545.87,1583.93,1474.87,1441.93,931.06,1077.2,1179.85,1282.5,1409.5,1614.8,1463.65,744.9,769.05,1517.11,1551.0,1480.0,1578.5,1236.6,1500.0,1400.0,1443.84,1396.27,1538.96,1586.53,1511.06,7,Round|W-Pivot|20 DMA|Vol POC,1614.8,4,Swing Hi|52W High,1472.84,5,Swing Hi|W-S1|Prev-Wk Lo,1440.62,5,50 DMA|W-S2|M-Pivot,1467.62,1505.67,1450.75,2026-06-30
ADANIENT,3036.0,80.74,2764.57,3200.33,3463.27,3899.03,2501.63,2065.87,1802.93,3028.83,3114.17,3190.33,2952.67,2867.33,2042.33,2269.46,2429.0,2588.54,2785.93,3059.8,3027.5,1753.0,1848.0,1931.8,3105.0,2943.5,3027.5,2328.8,3250.0,3000.0,2955.26,2874.53,3116.74,3197.47,3095.99,7,Swing Hi|52W High|Prev-Wk Hi|W-R1,3195.33,4,W-R2|M-R1,3027.94,5,Swing Hi|Prev-Mo Hi|W-Pivot,2969.6,5,Prev-Wk Lo|W-S1|20 DMA|Round,2995.63,3060.22,2982.52,2026-06-30
ADANIEXPO,125.1,5.65,125.05,141.35,162.75,179.05,103.65,87.35,65.95,124.55,129.05,133.5,120.1,115.6,80.86,106.19,123.97,141.76,163.77,199.35,199.1,48.6,55.0,61.48,129.0,120.05,146.45,108.75,150.0,125.0,119.45,113.81,130.75,136.39,141.56,5,M-R1|Fib 38.2%,129.03,3,Prev-Wk Hi|W-R1,124.26,4,Fib 50%|W-Pivot,120.07,3,Prev-Wk Lo|W-S1,122.28,126.79,122.4,2006-09-19
ADANIGAS,365.9,10.29,360.08,405.17,434.73,479.82,330.52,285.43,255.87,372.25,378.9,388.45,362.7,356.05,143.59,196.19,233.12,270.06,315.77,389.65,382.65,76.6,84.55,188.6,381.8,365.6,389.65,315.0,375.0,350.0,355.61,345.33,376.19,386.47,389.35,6,W-R2|Swing Hi|52W High|Prev-Mo Hi,375.38,5,W-Pivot|Round|W-R1,359.61,6,W-S2|M-Pivot|W-S1,330.52,3,M-S1,360.76,368.99,354.22,2021-01-12
ADANIGREEN,1492.2,43.82,1403.82,1604.08,1732.77,1933.03,1275.13,1074.87,946.18,1523.37,1559.73,1593.37,1489.73,1453.37,934.49,1067.54,1161.0,1254.46,1370.09,1544.8,1532.5,765.0,801.4,807.74,1557.0,1487.0,1532.5,1203.55,1500.0,1400.0,1448.38,1404.56,1536.02,1579.84,1533.29,7,W-Pivot|Swing Hi|Prev-Mo Hi|Swing Hi,1557.91,5,52W High|Prev-Wk Hi|W-R1,1400.96,5,50 DMA|Round|M-Pivot,1487.0,1,Prev-Wk Lo,1470.29,1505.35,1404.56,2026-06-30
ADANIPORTS,1810.2,37.64,1748.07,1899.33,1994.07,2145.33,1653.33,1502.07,1407.33,1804.33,1833.67,1871.33,1766.67,1737.33,1411.9,1507.21,1574.15,1641.09,1723.92,1857.8,1849.5,1290.5,1292.0,1376.65,1842.0,1775.0,1842.8,1596.8,1900.0,1800.0,1772.56,1734.91,1847.84,1885.49,1850.7,11,W-R1|Prev-Wk Hi|Prev-Mo Hi|Swing Hi|Swing Hi|52W High|W-R2,1899.66,4,M-R1|Round,1747.45,8,Fib 23.6%|W-S2|M-Pivot|50 DMA|W-S1,1647.21,5,Fib 38.2%|M-S1,1791.38,1821.49,1734.91,2026-06-30
ADANIPOWER,223.77,6.69,235.2,262.37,281.37,308.54,216.2,189.03,170.03,230.3,234.47,239.66,225.11,220.94,141.21,165.36,182.32,199.29,220.27,254.2,234.4,110.45,112.2,220.12,235.5,226.14,254.2,208.03,225.0,200.0,217.08,210.39,230.46,237.15,234.89,8,Swing Hi|W-R1|M-Pivot|Prev-Wk Hi,225.78,6,Round|W-S1|50 DMA|Prev-Wk Lo|20 DMA,220.44,5,Vol POC|Fib 23.6%|W-S2,216.2,3,M-S1,220.42,225.78,217.13,2026-06-30
ADANITRANS,890.4,40.88,800.7,863.0,905.3,967.6,758.4,696.1,653.8,852.0,913.9,955.9,810.0,748.1,1403.02,2008.71,2434.12,2859.54,3385.91,4236.75,3385.0,631.5,714.05,785.54,894.0,790.1,843.0,738.4,900.0,850.0,849.52,808.64,931.28,972.16,899.77,4,Prev-Wk Hi|Round|M-R2,913.9,2,W-R1,805.35,5,M-Pivot|W-S1,848.33,4,Prev-Mo Hi|Round|W-Pivot,869.96,902.66,808.64,2023-08-23
ADARSHCHEM,7.5,0.44,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,8.89,9.98,10.75,11.52,12.47,14.0,13.5,11.0,,12.16,7.5,7.5,7.5,7.5,10.0,5.0,7.06,6.63,7.94,8.37,9.99,4,Fib 61.8%|Round,10.75,2,Fib 50%,5.0,1,Round,,0,,7.28,7.63,6.63,1997-08-05
ADFFOODS,310.7,14.6,273.43,292.87,321.08,340.52,245.22,225.78,197.57,305.83,314.67,328.83,291.67,282.83,188.82,216.86,236.55,256.24,280.61,320.0,301.65,153.1,168.2,217.91,320.0,297.0,301.65,254.0,325.0,300.0,296.1,281.51,325.3,339.89,321.22,8,Swing Hi|52W High|Prev-Wk Hi|M-R2|Round,314.67,2,W-R1,293.83,7,W-S1|M-R1|20 DMA|Prev-Wk Lo,301.1,4,Round|Swing Hi|Prev-Mo Hi,303.4,315.08,289.42,2026-06-30
ADHUNIK,1.15,0.09,1.28,1.52,1.68,1.92,1.12,0.88,0.72,1.2,1.25,1.35,1.1,1.05,1.97,2.69,3.2,3.71,4.34,5.15,5.05,1.05,1.25,1.31,1.3,1.15,1.45,1.05,5.0,0.0,1.06,0.97,1.24,1.33,1.25,4,W-R1|Swing Lo,1.31,4,Prev-Wk Hi|Vol POC,1.05,6,W-S2|Swing Lo|52W Low|Prev-Mo Lo,1.12,3,M-S1,1.11,1.18,1.03,2019-08-22
ADHUNIKIND,28.2,3.26,23.15,27.2,30.3,34.35,20.05,16.0,12.9,29.58,34.72,40.13,24.17,19.03,17.18,21.48,24.5,27.52,31.26,36.4,35.0,11.7,15.1,31.69,35.0,24.45,26.25,19.1,30.0,25.0,24.94,21.69,31.46,34.71,34.77,6,M-R3|W-R1|Swing Hi|Prev-Wk Hi,31.48,4,Fib 23.6%|Vol POC,27.36,5,M-R1|Fib 38.2%,24.37,5,W-S1|Prev-Wk Lo|Fib 50%,26.57,29.18,26.95,2021-05-19
ADI,544.75,15.83,488.52,553.63,601.12,666.23,441.03,375.92,328.43,542.47,549.93,562.17,530.23,522.77,253.43,318.85,364.8,410.75,467.6,559.5,540.95,170.1,182.5,389.01,554.7,535.0,536.0,423.4,550.0,500.0,528.92,513.1,560.58,576.4,555.63,12,W-R1|Round|M-R1|Prev-Wk Hi|Swing Hi|52W High|W-R2,601.12,2,M-R2,538.61,6,Prev-Wk Lo|Prev-Mo Hi|Swing Hi|W-Pivot,526.5,3,W-S2|W-S1,536.84,549.5,530.53,2017-01-18
ADITYAINTL,54.4,2.9,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,47.47,58.16,65.67,73.19,82.48,97.5,82.0,33.85,46.0,40.48,59.0,59.0,59.0,59.0,60.0,50.0,51.5,48.6,57.3,60.2,58.95,30,Fib 61.8%|M-Pivot|M-R1|M-R2|M-R3|M-S1|M-S2|M-S3|W-Pivot|W-R1|W-R2|W-S1|W-S2|Prev-Mo Hi|Prev-Mo Lo|Prev-Wk Hi|Prev-Wk Lo,65.67,2,Fib 50%,40.48,3,Vol POC,46.0,2,Swing Lo,52.95,55.27,48.6,2002-05-29
ADITYASPIN,1.8,0.12,1.93,2.07,2.13,2.27,1.87,1.73,1.67,1.83,1.87,1.88,1.82,1.78,2.09,2.71,3.15,3.59,4.13,5.0,4.6,1.3,1.4,1.52,1.85,1.8,2.0,1.8,5.0,0.0,1.68,1.56,1.92,2.04,1.87,6,M-S1|W-R1|W-R2,1.83,5,W-S1|W-Pivot|Prev-Wk Hi,1.52,3,Vol POC,1.73,2,M-S2,1.74,1.84,1.56,1997-09-16
ADL,70.36,3.92,75.41,82.82,91.36,98.77,66.87,59.46,50.92,69.13,70.87,73.53,66.47,64.73,63.02,73.04,80.08,87.12,95.82,121.77,109.9,50.26,62.3,72.88,71.8,67.4,83.95,68.0,80.0,70.0,66.44,62.51,74.28,78.21,73.19,8,Vol POC|Fib 61.8%|50 DMA|W-R2,75.34,6,200 DMA|M-Pivot,66.91,6,W-S1|M-S1|Prev-Wk Lo,69.56,3,W-Pivot|Round,68.4,71.54,65.91,2026-06-30
ADLABS,4.05,0.18,2.85,3.4,4.35,4.9,1.9,1.35,0.4,3.8,4.2,4.4,3.6,3.2,4.1,5.86,7.1,8.34,9.87,12.35,11.75,1.85,2.3,2.48,4.0,3.4,3.8,2.3,5.0,0.0,3.88,3.7,4.22,4.4,4.38,3,M-R2|W-R2,4.2,2,W-R1,3.4,4,M-R1|Prev-Wk Lo,3.8,3,W-Pivot|Prev-Mo Hi,3.96,4.1,3.7,2020-04-21
ADLABSFILM,360.35,12.36,348.23,371.47,394.13,417.37,325.57,302.33,279.67,346.85,356.95,375.0,328.8,318.7,201.43,257.51,296.9,336.29,385.02,463.8,388.8,130.0,136.1,333.39,364.9,336.75,370.9,325.0,375.0,350.0,347.99,335.64,372.71,385.06,373.09,6,Prev-Mo Hi|M-R1|W-R2|Round,386.91,3,Fib 23.6%|Swing Hi,348.36,6,W-Pivot|M-Pivot|Round,335.48,6,Vol POC|Fib 38.2%|Prev-Wk Lo,354.17,364.06,343.13,2009-10-16
ADOR,1269.2,36.88,1119.27,1229.33,1319.07,1429.13,1029.53,919.47,829.73,1234.8,1257.4,1285.5,1206.7,1184.1,940.38,1012.91,1063.85,1114.79,1177.82,1260.0,1209.0,848.0,870.0,1068.29,1262.9,1212.2,1209.0,1009.2,1300.0,1200.0,1232.32,1195.44,1306.08,1342.96,1288.4,4,52W High|W-R2|Round,1319.07,2,M-R2,1207.38,7,Round|W-S1|Swing Hi|Prev-Mo Hi|Prev-Wk Lo,1260.1,5,W-R1|Swing Hi|Prev-Wk Hi,1250.76,1280.26,1195.44,2026-06-30
ADORWELD,852.45,34.06,863.68,897.37,958.08,991.77,802.97,769.28,708.57,853.88,883.42,916.58,820.72,791.18,972.47,1117.28,1219.0,1320.72,1446.57,1650.0,1489.0,837.05,841.3,864.06,887.05,824.35,924.4,830.0,900.0,850.0,818.39,784.32,886.51,920.58,891.96,7,W-R1|Prev-Wk Hi|M-R1|Round,863.87,6,M-Pivot|Vol POC,828.03,6,W-S1|Prev-Wk Lo|Prev-Mo Lo|Swing Lo,845.65,3,Swing Lo|Round,835.42,862.67,815.61,2025-04-09
