symbol,price,so9_degree,so9_nearest,so9_r1,so9_s1,all_resistance,all_support,computed_date
ASTRAMICRO,1719.7,39.47,Northeast,1761.42,1678.48,1761.42|1803.64|1846.36|1889.58|1933.3,1678.48|1637.76|1597.54|1557.82|1518.6,2026-07-15
ASTRAZEN,8291.0,324.89,Southeast,8382.3,8291.0,8382.3|8474.11|8566.41|8659.22|8752.52,8291.0|8200.2|8109.89|8020.09|7930.78,2026-07-15
ATALREAL,28.96,23.66,Northeast,28.96,23.83,28.96|34.59|40.72|47.35|54.49,23.83|19.2|16.96|15.07|13.09,2026-07-15
ATAM,69.94,200.34,West,78.55,69.94,78.55|87.67|97.28|107.39|118.01,69.94|61.83|54.21|47.1|40.49,2026-07-15
ATGL,720.95,288.09,South,748.05,694.35,748.05|775.65|803.75|832.35|861.45,694.35|668.25|642.65|617.55|592.95,2026-07-15
ATHERENERG,1184.6,210.24,Southwest,1219.27,1150.43,1219.27|1254.44|1290.1|1326.27|1362.94,1150.43|1116.76|1083.6|1050.93|1018.76,2026-07-15
ATL,23.59,289.25,South,28.7,21.56,28.7|34.3|40.41|47.02|54.12,21.56|18.98|17.16|14.88|13.27,2026-07-15
ATLANTAA,39.48,186.0,West,39.48,33.45,39.48|46.01|53.05|60.58|68.61,33.45|27.91|22.88|18.35|14.31,2026-07-15
ATLANTAELE,1709.8,17.95,East,1709.8,1668.7,1709.8|1751.4|1793.5|1836.1|1879.2,1668.7|1628.1|1588.0|1548.4|1509.3,2026-07-15
ATLASCYCLE,97.89,115.91,Northwest,108.03,97.89,108.03|118.68|129.82|141.47|153.61,97.89|88.25|79.1|70.46|62.31,2026-07-15
ATUL,6264.0,341.18,East,6343.4,6185.1,6343.4|6423.29|6503.69|6584.58|6665.98,6185.1|6106.71|6028.81|5951.42|5874.52,2026-07-15
ATULAUTO,487.3,148.48,Northwest,509.62,465.48,509.62|532.45|555.77|579.6|603.92,465.48|444.15|423.33|403.0|383.18,2026-07-15
AUBANK,1060.5,236.76,Southwest,1093.32,1028.18,1093.32|1126.63|1160.45|1194.76|1229.58,1028.18|996.37|965.05|934.24|903.92,2026-07-15
AURIONPRO,885.25,90.57,North,915.25,885.25,915.25|945.76|976.76|1008.26|1040.27,885.25|855.75|826.74|798.24|770.24,2026-07-15
AUROPHARMA,1549.3,20.01,East,1588.91,1549.3,1588.91|1629.02|1669.63|1710.74|1752.36,1549.3|1510.19|1471.58|1433.47|1395.86,2026-07-15
AURUM,231.83,355.67,East,247.31,216.85,247.31|263.28|279.76|296.73|314.21,216.85|202.38|188.4|174.93|161.95,2026-07-15
AUTOAXLES,1797.1,205.6,Southwest,1839.74,1754.96,1839.74|1882.88|1926.53|1970.67|2015.31,1754.96|1713.32|1672.17|1631.53|1591.39,2026-07-15
AVALON,1720.9,42.07,Northeast,1720.9,1679.67,1720.9|1762.63|1804.87|1847.6|1890.83,1679.67|1638.93|1598.7|1558.97|1519.73,2026-07-15
AVANTEL,183.76,55.05,Northeast,197.57,183.76,197.57|211.87|226.68|241.98|257.79,183.76|170.45|157.65|145.34|133.54,2026-07-15
AVANTIFEED,948.6,278.88,South,948.6,918.05,948.6|979.65|1011.2|1043.25|1075.8,918.05|888.0|858.45|829.4|800.85,2026-07-15
AVL,636.0,354.43,East,661.47,611.03,661.47|687.44|713.91|740.88|768.35,611.03|586.56|562.59|539.12|516.15,2026-07-15
AVONMORE,10.0,344.21,East,10.0,8.05,10.0|13.41|17.32|21.74|26.65,8.05|7.09|5.46|4.68|3.38,2026-07-15
AVROIND,9.55,331.26,Southeast,12.89,8.47,12.89|16.73|21.07|25.91|31.25,8.47|6.71|5.81|4.37|3.65,2026-07-15
AVTNPL,71.06,212.35,Southwest,71.06,62.88,71.06|79.74|88.92|98.6|108.78,62.88|55.2|48.02|41.34|35.16,2026-07-15
AWFIS,299.2,8.53,East,299.2,282.15,299.2|316.75|334.79|353.34|372.39,282.15|265.61|249.56|234.01|218.96,2026-07-15
AWHCL,457.9,26.75,Northeast,479.55,436.75,479.55|501.7|524.35|547.49|571.14,436.75|416.1|395.95|376.31|357.16,2026-07-15
AWL,189.38,92.08,North,203.39,189.38,203.39|217.9|232.91|248.43|264.44,189.38|175.87|162.86|150.35|138.33,2026-07-15
AXISBANK,1319.4,193.24,West,1355.97,1283.33,1355.97|1393.05|1430.62|1468.69|1507.27,1283.33|1247.75|1212.68|1178.11|1144.03,2026-07-15
AXISCADES,1601.3,137.92,Northwest,1641.57,1601.3,1641.57|1682.33|1723.6|1765.36|1807.63,1601.3|1561.53|1522.27|1483.5|1445.24,2026-07-15
AXITA,7.42,265.31,South,10.39,5.18,10.39|13.87|17.84|22.32|27.29,5.18|4.95|3.15|2.97|1.63,2026-07-15
AYE,170.93,328.32,Southeast,184.25,158.11,184.25|198.08|212.4|227.23|242.55,158.11|145.78|133.96|122.63|111.81,2026-07-15
AYMSYNTEX,234.46,11.18,East,250.02,234.46,250.02|266.08|282.65|299.71|317.27,234.46|219.4|204.84|190.77|177.21,2026-07-15
AZAD,2378.5,273.58,South,2427.52,2329.98,2427.52|2477.04|2527.06|2577.58|2628.6,2329.98|2281.96|2234.44|2187.42|2140.9,2026-07-15
BAGFILMS,4.52,157.69,West,6.9,4.52,6.9|9.77|13.15|17.02|21.4,4.52|3.51|2.64|1.89|1.27,2026-07-15
BAIDFIN,10.28,352.12,East,13.74,7.81,13.74|17.69|22.15|27.1|32.56,7.81|7.32|5.26|4.87|3.22,2026-07-15
BAJAJ-AUTO,10381.0,114.69,Northwest,10381.0,10279.36,10381.0|10483.14|10585.77|10688.91|10792.55,10279.36|10178.23|10077.59|9977.45|9877.81,2026-07-15
BAJAJCON,660.45,80.86,North,686.4,635.0,686.4|712.85|739.8|767.25|795.2,635.0|610.05|585.6|561.65|538.2,2026-07-15
BAJAJELEC,336.55,197.15,West,355.15,318.45,355.15|374.24|393.84|413.93|434.53,318.45|300.86|283.76|267.17|251.07,2026-07-15
BAJAJFINSV,1908.1,77.72,North,1908.1,1864.67,1908.1|1952.03|1996.46|2041.4|2086.83,1864.67|1821.74|1779.3|1737.37|1695.94,2026-07-15
BAJAJHCARE,343.15,229.38,Southwest,361.92,343.15,361.92|381.2|400.97|421.25|442.02,343.15|324.88|307.1|289.83|273.05,2026-07-15
BAJAJHFL,88.57,29.01,Northeast,98.23,79.41,98.23|108.39|119.05|130.21|141.88,79.41|70.75|62.59|54.93|47.76,2026-07-15
BAJAJHIND,17.7,172.28,West,17.7,14.39,17.7|22.16|27.11|32.57|38.53,14.39|13.74|10.84|10.29|7.8,2026-07-15
BAJAJHLDNG,10752.0,79.53,North,10855.94,10648.56,10855.94|10960.38|11065.33|11170.77|11276.71,10648.56|10545.62|10443.17|10341.23|10239.79,2026-07-15
BAJAJINDEF,247.85,88.79,North,263.84,232.36,263.84|280.34|297.33|314.82|332.82,232.36|217.36|202.87|188.88|175.38,2026-07-15
BAJAJST,403.75,151.84,Northwest,424.09,383.91,424.09|444.94|466.28|488.12|510.47,383.91|364.56|345.72|327.38|309.53,2026-07-15
BAJEL,191.2,103.95,North,205.28,177.62,205.28|219.86|234.93|250.51|266.59,177.62|164.54|151.97|139.89|128.31,2026-07-15
BAJFINANCE,1022.6,131.06,Northwest,1022.6,990.87,1022.6|1054.83|1087.56|1120.78|1154.51,990.87|959.64|928.92|898.69|868.96,2026-07-15
BALAJEE,28.84,21.65,East,34.46,28.84,34.46|40.58|47.2|54.32|61.94,28.84|23.72|19.1|17.05|14.98,2026-07-15
BALAJITELE,91.89,60.47,Northeast,101.73,82.55,101.73|112.06|122.9|134.23|146.07,82.55|73.72|65.38|57.55|50.21,2026-07-15
BALAMINES,2340.9,203.91,Southwest,2389.53,2292.77,2389.53|2438.67|2488.3|2538.43|2589.06,2292.77|2245.13|2198.0|2151.37|2105.24,2026-07-15
BALKRISHNA,18.03,179.31,West,22.53,18.03,22.53|27.52|33.02|39.01|45.51,18.03|14.09|14.03|10.59|10.54,2026-07-15
BALKRISIND,2216.1,328.58,Southeast,2263.43,2169.27,2263.43|2311.25|2359.58|2408.4|2457.73,2169.27|2122.95|2077.12|2031.8|1986.97,2026-07-15
BALMLAWRIE,179.34,25.52,Northeast,192.98,166.2,192.98|207.12|221.77|236.91|252.55,166.2|153.56|141.41|129.77|118.63,2026-07-15
BALPHARMA,79.17,296.6,Southeast,88.32,79.17,88.32|97.97|108.11|118.76|129.91,79.17|70.52|62.37|54.73|47.58,2026-07-15
BALRAMCHIN,584.85,168.06,West,609.28,560.92,609.28|634.22|659.65|685.58|712.02,560.92|537.48|514.55|492.12|470.18,2026-07-15
BALUFORGE,467.5,66.91,Northeast,489.37,446.13,489.37|511.74|534.62|557.99|581.86,446.13|425.26|404.88|385.01|365.64,2026-07-15
BANARBEADS,117.9,289.47,South,117.9,107.29,117.9|129.01|140.62|152.72|165.33,107.29|97.18|87.58|78.47|69.86,2026-07-15
BANARISUG,3505.1,351.7,East,3564.55,3505.1,3564.55|3624.51|3684.96|3745.92|3807.37,3505.1|3446.15|3387.69|3329.74|3272.28,2026-07-15
BANCOINDIA,674.85,131.02,Northwest,701.08,649.12,701.08|727.81|755.03|782.76|810.99,649.12|623.89|599.17|574.94|551.21,2026-07-15
BANDHANBNK,213.15,242.94,Southwest,228.0,198.8,228.0|243.35|259.2|275.55|292.4,198.8|184.95|171.6|158.75|146.4,2026-07-15
BANG,28.93,23.16,Northeast,34.56,28.93,34.56|40.69|47.32|54.44|62.07,28.93|23.8|19.17|16.99|15.04,2026-07-15
BANKBARODA,250.65,104.75,North,266.73,235.07,266.73|283.31|300.4|317.98|336.06,235.07|219.99|205.4|191.32|177.74,2026-07-15
BANKINDIA,145.59,146.89,Northwest,157.91,145.59,157.91|170.72|184.04|197.85|212.17,145.59|133.77|122.46|111.64|101.33,2026-07-15
BANSALWIRE,329.4,161.89,West,347.8,329.4,347.8|366.7|386.1|406.0|426.4,329.4|311.5|294.1|277.2|260.8,2026-07-15
BANSWRAS,119.11,299.48,Southeast,130.27,119.11,130.27|141.94|154.1|166.77|179.93,119.11|108.45|98.28|88.62|79.45,2026-07-15
BASF,3523.1,19.03,East,3582.71,3463.99,3582.71|3642.81|3703.42|3764.52|3826.13,3463.99|3405.39|3347.28|3289.68|3232.57,2026-07-15
BATAINDIA,695.6,202.36,West,722.22,669.48,722.22|749.35|776.97|805.1|833.72,669.48|643.85|618.73|594.1|569.98,2026-07-15
BATLIBOI,83.76,342.37,East,93.16,83.76,93.16|103.06|113.47|124.37|135.77,83.76|74.86|66.46|58.55|51.15,2026-07-15
BAYERCROP,4099.8,140.34,Northwest,4164.08,4036.02,4164.08|4228.86|4294.14|4359.92|4426.2,4036.02|3972.74|3909.96|3847.68|3785.9,2026-07-15
BBL,2773.3,254.18,South,2826.21,2720.89,2826.21|2879.62|2933.54|2987.95|3042.86,2720.89|2668.98|2617.56|2566.65|2516.24,2026-07-15
BBOX,898.75,131.25,Northwest,928.98,869.02,928.98|959.71|990.94|1022.67|1054.9,869.02|839.79|811.06|782.83|755.1,2026-07-15
BBTC,1514.0,298.83,Southeast,1553.16,1514.0,1553.16|1592.82|1632.98|1673.64|1714.8,1514.0|1475.34|1437.18|1399.52|1362.36,2026-07-15
BBTCL,214.45,250.94,South,229.34,214.45,229.34|244.74|260.63|277.03|293.92,214.45|200.06|186.16|172.77|159.87,2026-07-15
BCG,9.8,338.49,East,13.18,8.23,13.18|17.06|21.44|26.32|31.7,8.23|6.92|5.61|4.54|3.5,2026-07-15
BCLIND,37.16,152.26,Northwest,43.51,31.31,43.51|50.35|57.7|65.54|73.89,31.31|25.97|21.12|16.78|12.93,2026-07-15
BCONCEPTS,214.89,253.64,South,229.8,200.48,229.8|245.21|261.12|277.53|294.44,200.48|186.57|173.16|160.25|147.84,2026-07-15
BCPL,71.03,212.03,Southwest,79.71,62.85,79.71|88.89|98.56|108.74|119.42,62.85|55.17|48.0|41.32|35.14,2026-07-15
BDL,1302.8,151.98,Northwest,1339.14,1302.8,1339.14|1375.99|1413.33|1451.18|1489.52,1302.8|1266.96|1231.61|1196.77|1162.42,2026-07-15
BEARDSELL,29.48,32.32,Northeast,35.16,29.48,35.16|41.34|48.02|55.2|62.88,29.48|24.3|19.62|16.57|15.44,2026-07-15
BECTORFOOD,170.35,324.33,Southeast,183.65,170.35,183.65|197.45|211.76|226.56|241.86,170.35|157.55|145.25|133.44|122.14,2026-07-15
BEDMUTHA,109.98,222.68,Southwest,109.98,99.74,109.98|120.72|131.95|143.69|155.93,99.74|90.01|80.77|72.03|63.79,2026-07-15
BEEKAY,401.5,141.74,Northwest,401.5,381.71,401.5|421.79|442.57|463.86|485.65,381.71|362.43|343.64|325.35|307.56,2026-07-15
BEL,410.8,183.28,West,431.32,410.8,431.32|452.34|473.85|495.87|518.39,410.8|390.78|371.26|352.25|333.73,2026-07-15
BELLACASA,255.25,130.78,Northwest,255.25,239.52,255.25|271.48|288.2|305.43|323.16,239.52|224.3|209.57|195.34|181.62,2026-07-15
BELRISE,236.56,23.49,Northeast,252.19,236.56,252.19|268.32|284.95|302.08|319.71,236.56|221.43|206.8|192.67|179.04,2026-07-15
BEML,1885.9,31.85,Northeast,1929.58,1885.9,1929.58|1973.75|2018.43|2063.61|2109.28,1885.9|1842.72|1800.05|1757.87|1716.19,2026-07-15
BENGALASM,6384.0,116.99,Northwest,6464.15,6384.0,6464.15|6544.8|6625.95|6707.6|6789.75,6384.0|6304.35|6225.2|6146.55|6068.4,2026-07-15
BEPL,108.1,206.48,Southwest,118.75,97.95,118.75|129.89|141.54|153.69|166.34,97.95|88.31|79.16|70.51|62.36,2026-07-15
BERGEPAINT,492.95,171.45,West,515.4,492.95,515.4|538.35|561.81|585.76|610.21,492.95|471.0|449.55|428.59|408.14,2026-07-15
BESTAGRO,15.61,126.17,Northwest,19.81,15.61,19.81|24.51|29.71|35.41|41.61,15.61|12.6|11.91|9.3|8.71,2026-07-15
BETA,2347.8,216.74,Southwest,2396.5,2299.6,2396.5|2445.71|2495.41|2545.62|2596.32,2299.6|2251.89|2204.69|2157.98|2111.78,2026-07-15
BFINVEST,535.25,339.38,East,558.64,512.36,558.64|582.52|606.91|631.79|657.18,512.36|489.98|468.09|446.71|425.82,2026-07-15
BFUTILITIE,672.55,123.04,Northwest,698.73,646.87,698.73|725.42|752.6|780.28|808.47,646.87|621.68|597.0|572.82|549.13,2026-07-15
BHAGCHEM,293.85,340.57,East,293.85,276.96,293.85|311.24|329.13|347.53|366.42,276.96|260.57|244.67|229.28|214.39,2026-07-15
BHARATCOAL,37.53,157.71,West,43.91,31.65,43.91|50.78|58.16|66.03|74.41,31.65|26.28|21.4|17.03|13.15,2026-07-15
BHARATFORG,2145.6,192.71,West,2192.17,2099.53,2192.17|2239.24|2286.81|2334.88|2383.45,2099.53|2053.96|2008.89|1964.32|1920.25,2026-07-15
BHARATRAS,1377.1,334.67,Southeast,1414.46,1377.1,1414.46|1452.32|1490.68|1529.54|1568.9,1377.1|1340.24|1303.88|1268.02|1232.66,2026-07-15
BHARATSE,254.62,127.23,Northwest,254.62,238.91,254.62|270.83|287.53|304.74|322.45,238.91|223.71|209.0|194.79|181.09,2026-07-15
BHARATWIRE,215.07,254.75,South,229.99,200.65,229.99|245.4|261.32|277.73|294.65,200.65|186.74|173.32|160.41|147.99,2026-07-15
BHARTIARTL,1901.8,64.73,Northeast,1945.66,1901.8,1945.66|1990.02|2034.88|2080.24|2126.1,1901.8|1858.44|1815.58|1773.22|1731.36,2026-07-15
BHARTIHEXA,1587.4,106.59,North,1627.49,1547.81,1627.49|1668.08|1709.18|1750.77|1792.86,1547.81|1508.72|1470.12|1432.03|1394.44,2026-07-15
BHEL,409.1,175.72,West,429.58,409.1,429.58|450.55|472.03|494.0|516.48,409.1|389.12|369.65|350.67|332.2,2026-07-15
BI,64.01,135.11,Northwest,72.26,56.26,72.26|81.01|90.26|100.01|110.26,56.26|49.01|42.26|36.01|30.26,2026-07-15
BIGBLOC,47.05,289.67,South,54.16,40.44,54.16|61.77|69.88|78.49|87.6,40.44|34.33|28.72|23.61|19.0,2026-07-15
BIKAJI,643.45,20.94,East,669.07,618.33,669.07|695.18|721.8|748.92|776.53,618.33|593.72|569.6|545.98|522.87,2026-07-15
BIL,719.55,283.4,South,746.62,692.98,746.62|774.2|802.27|830.85|859.92,692.98|666.9|641.33|616.25|591.68,2026-07-15
BIMETAL,714.85,267.6,South,741.84,688.36,741.84|769.32|797.31|825.8|854.78,688.36|662.38|636.89|611.9|587.42,2026-07-15
BIOCON,410.95,183.94,West,431.47,410.95,431.47|452.49|474.02|496.04|518.56,410.95|390.93|371.41|352.38|333.86,2026-07-15
BIOFILCHEM,33.71,100.09,North,39.77,28.15,39.77|46.32|53.38|60.93|68.99,28.15|23.1|18.54|14.49|13.65,2026-07-15
BIRLACORPN,981.95,15.49,East,1013.54,981.95,1013.54|1045.62|1078.21|1111.29|1144.88,981.95|950.86|920.28|890.19|860.61,2026-07-15
BIRLAMONEY,157.8,236.13,Southwest,170.61,145.49,170.61|183.92|197.74|212.05|226.86,145.49|133.68|122.36|111.55|101.24,2026-07-15
BIRLANU,1301.0,147.49,Northwest,1337.32,1301.0,1337.32|1374.14|1411.46|1449.28|1487.6,1301.0|1265.18|1229.86|1195.04|1160.72,2026-07-15
BIRLAPREC,37.17,152.41,Northwest,43.52,31.32,43.52|50.36|57.71|65.56|73.9,31.32|25.98|21.13|16.78|12.94,2026-07-15
BLACKBUCK,583.35,162.48,West,607.75,559.45,607.75|632.66|658.06|683.96|710.36,559.45|536.04|513.14|490.74|468.84,2026-07-15
BLAL,184.6,60.62,Northeast,198.44,184.6,198.44|212.77|227.61|242.95|258.78,184.6|171.26|158.43|146.09|134.25,2026-07-15
BLBLIMITED,16.05,136.12,Northwest,16.05,15.95,16.05|20.31|25.06|30.32|36.07,15.95|12.29|12.21|9.04|8.96,2026-07-15
BLIL,70.05,201.53,West,70.05,61.93,70.05|78.67|87.79|97.41|107.53,61.93|54.31|47.19|40.57|34.45,2026-07-15
BLKASHYAP,59.46,82.99,North,67.42,59.46,67.42|75.88|84.84|94.3|104.27,59.46|52.0|45.04|38.58|32.62,2026-07-15
BLS,239.5,40.64,Northeast,255.23,239.5,255.23|271.45|288.18|305.4|323.13,239.5|224.27|209.55|195.32|181.6,2026-07-15
BLSE,265.57,188.34,West,265.57,249.52,265.57|282.12|299.16|316.71|334.76,249.52|233.98|218.93|204.38|190.34,2026-07-15
BLUEDART,4945.6,193.49,West,4945.6,4875.53,4945.6|5016.17|5087.25|5158.82|5230.9,4875.53|4805.95|4736.88|4668.3|4600.23,2026-07-15
BLUEJET,606.3,247.17,Southwest,631.17,581.93,631.17|656.55|682.42|708.79|735.67,581.93|558.05|534.68|511.81|489.43,2026-07-15
BLUESTARCO,1716.1,31.65,Northeast,1757.78,1674.92,1757.78|1799.95|1842.63|1885.8|1929.48,1674.92|1634.25|1594.07|1554.4|1515.22,2026-07-15
BLUESTONE,588.8,182.74,West,613.32,564.78,613.32|638.33|663.85|689.86|716.38,564.78|541.27|518.25|495.74|473.72,2026-07-15
BLUSPRING,116.8,280.33,South,127.86,106.24,127.86|139.41|151.47|164.03|177.09,106.24|96.19|86.63|77.57|69.01,2026-07-15
BMWVENTLTD,58.57,72.56,North,66.47,51.17,66.47|74.88|83.78|93.18|103.09,51.17|44.26|37.86|31.96|26.55,2026-07-15
BNALTD,340.0,214.04,Southwest,358.69,321.81,358.69|377.88|397.57|417.76|438.45,321.81|304.12|286.93|270.24|254.05,2026-07-15
BOHRAIND,13.75,82.46,North,17.71,10.84,17.71|22.17|27.12|32.58|38.54,10.84|10.29|7.79|7.33|5.25,2026-07-15
BOMDYEING,129.13,20.44,East,140.74,118.02,140.74|152.86|165.47|178.58|192.2,118.02|107.4|97.29|87.68|78.56,2026-07-15
BONLON,41.5,214.57,Southwest,41.5,35.31,41.5|48.19|55.38|63.08|71.27,35.31|29.62|24.42|19.73|15.54,2026-07-15
BORANA,307.15,49.63,Northeast,324.93,289.87,324.93|343.2|361.98|381.25|401.03,289.87|273.1|256.82|241.05|225.77,2026-07-15
BOROLTD,256.97,140.45,Northwest,273.25,241.19,273.25|290.03|307.31|325.09|343.37,241.19|225.91|211.13|196.85|183.07,2026-07-15
BORORENEW,647.3,34.58,Northeast,672.99,622.11,672.99|699.18|725.88|753.07|780.76,622.11|597.42|573.22|549.53|526.34,2026-07-15
BOROSCI,162.75,271.32,South,175.76,150.24,175.76|189.26|203.27|217.78|232.79,150.24|138.24|126.73|115.72|105.21,2026-07-15
BOSCH-HCIL,1337.1,236.95,Southwest,1373.92,1300.78,1373.92|1411.23|1449.05|1487.37|1526.18,1300.78|1264.97|1229.65|1194.83|1160.52,2026-07-15
BOSCHLTD,41695.0,169.84,West,41695.0,41491.06,41695.0|41899.44|42104.39|42309.83|42515.77,41491.06|41287.61|41084.67|40882.23|40680.28,2026-07-15
BPCL,307.55,51.68,Northeast,325.34,290.26,325.34|343.62|362.41|381.7|401.49,290.26|273.48|257.19|241.4|226.11,2026-07-15
BPL,58.27,69.03,North,66.15,58.27,66.15|74.54|83.42|92.8|102.69,58.27|50.89|44.0|37.62|31.74,2026-07-15
BRIGADE,569.7,111.31,North,593.82,546.08,593.82|618.44|643.56|669.17|695.29,546.08|522.96|500.34|478.23|456.61,2026-07-15
BRIGHOTEL,64.01,135.11,Northwest,72.26,56.26,72.26|81.01|90.26|100.01|110.26,56.26|49.01|42.26|36.01|30.26,2026-07-15
BRITANNIA,5348.5,339.02,East,5421.88,5275.62,5421.88|5495.77|5570.15|5645.03|5720.42,5275.62|5203.23|5131.35|5059.97|4989.08,2026-07-15
BRNL,18.11,181.01,West,22.62,18.02,22.62|27.62|33.13|39.13|45.64,18.02|14.1|14.02|10.6|10.53,2026-07-15
BSE,3804.2,77.08,North,3804.2,3742.77,3804.2|3866.13|3928.56|3991.48|4054.91,3742.77|3681.84|3621.42|3561.49|3502.06,2026-07-15
BSL,128.39,14.57,East,139.97,117.31,139.97|152.05|164.63|177.71|191.29,117.31|106.73|96.65|87.07|77.99,2026-07-15
BSOFT,299.3,9.05,East,316.85,282.25,316.85|334.9|353.45|372.5|392.05,282.25|265.7|249.65|234.1|219.05,2026-07-15
BTML,6.38,229.66,Southwest,9.16,6.12,9.16|12.43|16.21|20.48|25.26,6.12|4.1|3.9|2.33|2.17,2026-07-15
BUILDPRO,1298.4,141.0,Northwest,1334.68,1262.62,1334.68|1371.47|1408.75|1446.53|1484.82,1262.62|1227.33|1192.55|1158.27|1124.48,2026-07-15
BUTTERFLY,780.2,122.77,Northwest,808.38,752.52,808.38|837.06|866.25|895.93|926.11,752.52|725.34|698.65|672.47|646.79,2026-07-15
BVCL,41.74,217.92,Southwest,48.45,35.53,48.45|55.66|63.37|71.58|80.29,35.53|29.82|24.61|19.9|15.69,2026-07-15
CAMLINFINE,126.15,356.7,East,137.63,115.17,137.63|149.61|162.09|175.08|188.56,115.17|104.69|94.71|85.22|76.24,2026-07-15
CAMPUS,229.41,341.33,East,244.81,229.41,244.81|260.7|277.1|294.0|311.39,229.41|214.51|200.12|186.22|172.82,2026-07-15
CAMS,785.75,140.62,Northwest,814.03,757.97,814.03|842.81|872.09|901.87|932.16,757.97|730.69|703.91|677.63|651.84,2026-07-15
CANBK,129.33,22.02,East,140.95,118.21,140.95|153.07|165.7|178.82|192.44,118.21|107.59|97.46|87.84|78.72,2026-07-15
CANFINHOME,933.25,233.85,Southwest,933.25,902.95,933.25|964.05|995.35|1027.15|1059.45,902.95|873.15|843.85|815.05|786.75,2026-07-15
CANHLIFE,147.3,159.61,West,159.69,135.41,159.69|172.57|185.96|199.85|214.23,135.41|124.03|113.14|102.75|92.87,2026-07-15
CANTABIL,255.96,134.77,Northwest,272.21,240.21,272.21|288.96|306.21|323.95|342.2,240.21|224.96|210.21|195.97|182.22,2026-07-15
CAPACITE,233.05,2.88,East,248.57,233.05,248.57|264.58|281.1|298.11|315.63,233.05|218.03|203.52|189.5|175.99,2026-07-15
CAPILLARY,504.05,216.19,Southwest,504.05,481.85,504.05|526.75|549.95|573.65|597.85,481.85|460.15|438.95|418.25|398.04,2026-07-15
CAPITALSFB,298.55,5.15,East,298.55,281.52,298.55|316.08|334.11|352.64|371.66,281.52|264.99|248.96|233.44|218.41,2026-07-15
CAPLIPOINT,2616.1,341.61,East,2667.5,2565.2,2667.5|2719.4|2771.79|2824.69|2878.09,2565.2|2514.8|2464.91|2415.51|2366.61,2026-07-15
CAPTRUST,12.65,55.2,Northeast,16.46,11.86,16.46|20.76|25.57|30.88|36.68,11.86|9.34|8.66|6.54|5.97,2026-07-15
CARBORUNIV,1073.0,271.2,South,1106.01,1073.0,1106.01|1139.51|1173.52|1208.03|1243.03,1073.0|1040.49|1008.49|976.98|945.97,2026-07-15
CARERATING,1676.8,305.77,Southeast,1718.0,1636.1,1718.0|1759.7|1801.9|1844.59|1887.79,1636.1|1595.9|1556.2|1517.01|1478.31,2026-07-15
CARRARO,564.4,91.28,North,588.41,564.4,588.41|612.91|637.92|663.43|689.44,564.4|540.89|517.89|495.38|473.37,2026-07-15
CARTRADE,2799.3,298.51,Southeast,2852.46,2746.64,2852.46|2906.12|2960.28|3014.93|3070.09,2746.64|2694.48|2642.82|2591.67|2541.01,2026-07-15
CARYSIL,1183.6,207.63,Southwest,1183.6,1149.45,1183.6|1218.25|1253.41|1289.06|1325.21,1149.45|1115.79|1082.64|1049.99|1017.83,2026-07-15
CASTROLIND,183.58,53.85,Northeast,197.38,183.58,197.38|211.68|226.48|241.78|257.58,183.58|170.28|157.48|145.18|133.38,2026-07-15
CCAVENUE,18.21,183.12,West,22.73,17.92,22.73|27.74|33.26|39.28|45.8,17.92|14.19|13.93|10.68|10.45,2026-07-15
CCCL,17.4,165.84,West,21.82,14.66,21.82|26.74|32.16|38.09|44.51,14.66|13.48|11.08|10.06|8.0,2026-07-15
CCHHL,13.08,65.99,Northeast,16.95,11.45,16.95|21.31|26.18|31.55|37.41,11.45|9.71|8.31|6.85|5.68,2026-07-15
CCL,1229.7,327.07,Southeast,1265.02,1229.7,1265.02|1300.83|1337.15|1373.97|1411.29,1229.7|1194.88|1160.57|1126.75|1093.43,2026-07-15
CDSL,1444.5,136.18,Northwest,1444.5,1406.74,1444.5|1482.76|1521.51|1560.77|1600.53,1406.74|1369.49|1332.73|1296.47|1260.72,2026-07-15
CEATLTD,3867.7,169.35,West,3930.14,3805.76,3930.14|3993.08|4056.52|4120.46|4184.9,3805.76|3744.32|3683.38|3622.94|3563.0,2026-07-15
CEIGALL,364.1,329.65,Southeast,383.43,364.1,383.43|403.26|423.59|444.43|465.76,364.1|345.27|326.94|309.11|291.77,2026-07-15
CEINSYS,939.75,252.96,South,970.66,909.34,970.66|1002.06|1033.97|1066.37|1099.28,909.34|879.44|850.03|821.13|792.72,2026-07-15
CELEBRITY,7.49,267.62,South,10.48,7.49,10.48|13.96|17.95|22.44|27.42,7.49|5.12|5.0|3.11|3.02,2026-07-15
CELLO,365.95,338.37,East,385.33,347.07,385.33|405.21|425.59|446.47|467.85,347.07|328.69|310.81|293.43|276.55,2026-07-15
CEMPRO,1583.7,98.23,North,1623.75,1544.15,1623.75|1664.29|1705.34|1746.88|1788.93,1544.15|1505.11|1466.56|1428.52|1390.97,2026-07-15
CENTENKA,529.65,317.54,Southeast,552.91,529.65,552.91|576.68|600.94|625.71|650.97,529.65|506.89|484.62|462.86|441.59,2026-07-15
CENTEXT,19.02,200.01,West,23.63,17.13,23.63|28.74|34.35|40.46|47.08,17.13|14.91|13.24|11.3|9.85,2026-07-15
