symbol,latest_date,dominant_type,score_30d,count_30d,count_90d,high_signal_30d
VERTOZ,2026-08-15,MANAGEMENT_CHANGE,290,5,22,1
RAMKY,2026-08-10,MANAGEMENT_CHANGE,290,5,14,1
INDOUS,2026-08-13,REGULATORY,290,6,22,2
ANIKINDS,2026-08-17,PRESS_RELEASE,290,5,22,1
BIL,2026-08-14,PRESS_RELEASE,290,5,14,1
ACCELYA,2026-07-31,BOARD_OUTCOME,290,5,9,3
LOKESHMACH,2026-08-14,PRESS_RELEASE,290,5,19,2
UNIVPHOTO,2026-08-13,MANAGEMENT_CHANGE,290,5,12,1
TIPSFILMS,2026-08-15,MANAGEMENT_CHANGE,290,5,8,1
GLOBECIVIL,2026-08-14,PRESS_RELEASE,290,5,14,2
PNBGILTS,2026-08-07,MANAGEMENT_CHANGE,290,5,14,2
SHRINGARMS,2026-08-14,PRESS_RELEASE,290,5,23,2
MASTERTR,2026-08-06,PRESS_RELEASE,290,5,9,1
MMP,2026-08-14,PRESS_RELEASE,290,5,18,1
EQUIPPP,2026-08-14,MANAGEMENT_CHANGE,290,5,15,1
BONLON,2026-08-17,REGULATORY,290,6,17,2
SPCENET,2026-08-15,MANAGEMENT_CHANGE,290,5,16,1
ABHISHEK,2026-08-17,MANAGEMENT_CHANGE,290,5,12,1
BODALCHEM,2026-08-17,PRESS_RELEASE,290,5,14,2
KSERASERA,2026-08-17,PRESS_RELEASE,290,5,9,1
BFUTILITIE,2026-08-15,PRESS_RELEASE,290,5,21,1
FMGOETZE,2026-08-13,MANAGEMENT_CHANGE,290,5,10,1
PRUDMOULI,2026-08-16,PRESS_RELEASE,290,5,11,1
NOVAAGRI,2026-08-17,MANAGEMENT_CHANGE,290,5,12,1
AARNAV,2026-08-07,ACQUISITION,288,4,7,3
DECCANCE,2026-08-13,REGULATORY,287,7,19,1
UCAL,2026-08-14,BOARD_OUTCOME,285,6,15,2
SILINV,2026-08-14,PRESS_RELEASE,285,6,17,1
MIRZAINT,2026-08-07,MANAGEMENT_CHANGE,285,6,19,1
NBIFIN,2026-08-12,PRESS_RELEASE,285,6,14,1
DAMODARIND,2026-08-12,PRESS_RELEASE,285,6,15,1
SIMPLEXINF,2026-08-12,PRESS_RELEASE,285,6,12,1
HLVLTD,2026-08-07,PRESS_RELEASE,285,6,9,1
SARVESHWAR,2026-08-14,PRESS_RELEASE,285,6,16,1
HARDWYN,2026-08-15,BOARD_OUTCOME,285,5,32,2
JPPOWER,2026-07-30,PRESS_RELEASE,285,6,27,1
PRECAM,2026-08-13,PRESS_RELEASE,285,6,21,1
KICL,2026-08-14,PRESS_RELEASE,285,6,13,1
SIEMENS,2026-08-13,MANAGEMENT_CHANGE,285,6,24,1
ZEELEARN,2026-08-01,PRESS_RELEASE,285,6,18,1
SHIVAUM,2026-08-12,PRESS_RELEASE,285,6,15,1
INDUSFILA,2026-08-14,MANAGEMENT_CHANGE,285,6,14,1
TOLINS,2026-08-14,PRESS_RELEASE,285,6,20,1
PTL,2026-08-07,PRESS_RELEASE,285,6,18,1
PRECOT,2026-08-14,PRESS_RELEASE,285,6,12,1
CENTRUM,2026-08-13,PRESS_RELEASE,285,6,29,1
SANSTAR,2026-08-15,PRESS_RELEASE,285,6,40,1
KAKATCEM,2026-08-11,PRESS_RELEASE,285,6,16,1
HONAUT,2026-07-30,PRESS_RELEASE,285,6,21,1
PRIMO,2026-08-14,BOARD_OUTCOME,282,5,16,2
SCPL,2026-08-14,VOLUME_ALERT,281,4,12,3
VALIANTLAB,2026-08-12,OTHER,280,7,16,1
SABEVENTS,2026-08-13,BOARD_OUTCOME,280,7,14,3
MAHASTEEL,2026-08-14,OTHER,280,7,16,2
XPROINDIA,2026-08-11,REGULATORY,280,7,30,1
RSSOFTWARE,2026-07-27,OTHER,280,7,11,1
IL&FSENGG,2026-08-03,REGULATORY,280,7,20,1
EKC,2026-08-17,BOARD_OUTCOME,280,4,17,3
BEPL,2026-07-24,ANALYST_MEET,275,5,19,2
BAFNAPH,2026-08-14,BOARD_OUTCOME,275,5,12,2
ODIGMA,2026-08-15,BOARD_OUTCOME,275,5,8,2
SUNTV,2026-08-13,PRESS_RELEASE,275,5,12,2
RACE,2026-08-14,OTHER,275,8,20,1
RELCHEMQ,2026-08-13,BOARD_OUTCOME,275,5,15,2
DBCORP,2026-08-07,PRESS_RELEASE,275,5,19,1
SHUKRAPHAR,2026-08-17,PRESS_RELEASE,275,5,5,0
SHREDIGCEM,2026-07-25,BOARD_OUTCOME,275,5,14,2
JUSTDIAL,2026-08-09,PRESS_RELEASE,275,5,22,1
AGIIL,2026-08-17,ANALYST_MEET,272,4,17,2
PNC,2026-08-06,PRESS_RELEASE,270,6,17,1
RVHL,2026-08-08,BOARD_OUTCOME,270,4,11,2
BALLARPUR,2026-08-10,MANAGEMENT_CHANGE,270,4,17,2
CALSOFT,2026-07-30,PRESS_RELEASE,270,4,10,2
UNITECH,2026-08-14,PRESS_RELEASE,270,4,13,2
VENUSREM,2026-08-04,PRESS_RELEASE,270,6,27,1
ARIES,2026-08-11,PRESS_RELEASE,267,5,15,1
NACLIND,2026-08-10,REGULATORY,265,7,18,1
KAMDHENU,2026-07-30,PRESS_RELEASE,265,4,27,2
TVSSRICHAK,2026-08-14,PRESS_RELEASE,265,4,19,2
SMLT,2026-08-14,PRESS_RELEASE,265,4,17,2
KOPRAN,2026-08-10,PRESS_RELEASE,265,4,11,2
EASEMYTRIP,2026-08-17,PRESS_RELEASE,265,4,15,2
CHEMCON,2026-08-04,PRESS_RELEASE,265,4,15,2
MITCON,2026-08-14,PRESS_RELEASE,265,4,11,2
AVONMORE,2026-08-01,PRESS_RELEASE,265,4,21,2
DIGJAMLMTD,2026-08-16,REGULATORY,265,5,17,2
RPSGVENT,2026-08-14,PRESS_RELEASE,265,4,28,2
VIPCLOTHNG,2026-08-17,PRESS_RELEASE,265,4,19,2
TREL,2026-08-08,PRESS_RELEASE,265,4,14,2
DHRUV,2026-08-13,PRESS_RELEASE,265,4,19,2
GANGAFORGE,2026-08-07,PRESS_RELEASE,265,4,16,2
TEXINFRA,2026-08-14,MANAGEMENT_CHANGE,265,4,22,2
SRM,2026-08-14,PRESS_RELEASE,265,4,16,2
RAJOOENG,2026-07-24,PRESS_RELEASE,265,4,11,2
DEVIT,2026-08-14,PRESS_RELEASE,262,4,24,2
SBC,2026-08-12,PRESS_RELEASE,262,4,13,2
VAKRANGEE,2026-08-07,PRESS_RELEASE,262,4,5,2
GEECEE,2026-08-07,PRESS_RELEASE,260,5,21,1
WINDMACHIN,2026-08-12,REGULATORY,260,5,20,2
ZENITHEXPO,2026-08-13,PRESS_RELEASE,260,5,12,1
MERCURYEV,2026-08-14,PRESS_RELEASE,260,5,10,1
SIKKO,2026-08-12,MANAGEMENT_CHANGE,260,5,11,1
KOKUYOCMLN,2026-08-08,PRESS_RELEASE,260,5,16,1
LCCINFOTEC,2026-08-17,MANAGEMENT_CHANGE,260,5,13,1
HAL,2026-08-12,PRESS_RELEASE,260,5,14,1
RMDRIP,2026-08-17,MANAGEMENT_CHANGE,260,5,10,1
DTIL,2026-08-12,PRESS_RELEASE,260,5,16,1
HGM,2026-08-15,BOARD_OUTCOME,260,5,16,2
BYKE,2026-08-12,PRESS_RELEASE,260,5,16,1
SRTL,2026-08-13,REGULATORY,260,5,9,2
DENORA,2026-08-13,PRESS_RELEASE,260,5,9,1
AHLEAST,2026-08-13,PRESS_RELEASE,260,5,15,1
TSFINV,2026-08-05,REGULATORY,260,5,10,2
ALANKIT,2026-08-15,PRESS_RELEASE,260,5,10,1
DVL,2026-08-10,PRESS_RELEASE,260,5,15,1
KANORICHEM,2026-08-12,PRESS_RELEASE,260,5,11,1
NDGL,2026-08-14,PRESS_RELEASE,260,5,16,1
UNIVASTU,2026-08-12,PRESS_RELEASE,260,5,24,1
UTTAMSUGAR,2026-08-11,PRESS_RELEASE,260,5,9,1
INTENTECH,2026-08-14,PRESS_RELEASE,260,5,21,1
ABCOTS,2026-08-17,PRESS_RELEASE,260,5,17,1
LIBERTSHOE,2026-08-10,BOARD_OUTCOME,258,4,7,2
GANDHITUBE,2026-08-14,REGULATORY,255,6,22,1
JARO,2026-08-14,REGULATORY,255,6,16,1
HCL-INSYS,2026-08-12,PRESS_RELEASE,255,6,15,1
BBL,2026-08-06,REGULATORY,255,6,17,1
INSPIRISYS,2026-08-12,PRESS_RELEASE,252,5,16,1
GROWW,2026-08-13,PRESS_RELEASE,252,6,26,0
MAHAPEXLTD,2026-08-14,BOARD_OUTCOME,250,4,16,2
PRIMESECU,2026-07-27,PRESS_RELEASE,250,5,11,1
SHAHALLOYS,2026-08-13,BOARD_OUTCOME,250,4,14,2
MTEDUCARE,2026-08-14,PRESS_RELEASE,250,5,15,1
USK,2026-08-17,BOARD_OUTCOME,250,4,12,2
KSOILS,2026-08-14,BOARD_OUTCOME,250,5,16,2
MEGASTAR,2026-08-14,BOARD_OUTCOME,250,4,15,2
HARRMALAYA,2026-08-14,BOARD_OUTCOME,250,4,15,2
PAR,2026-08-10,BOARD_OUTCOME,250,4,8,2
COUNCODOS,2026-08-13,RESULT_UPDATE,250,3,9,3
ACCURACY,2026-08-15,BOARD_OUTCOME,250,4,16,2
ESSENTIA,2026-08-14,BOARD_OUTCOME,250,4,15,2
ACEINTEG,2026-08-14,BOARD_OUTCOME,250,4,17,2
LOVABLE,2026-08-17,BOARD_OUTCOME,250,4,10,2
EVERESTIND,2026-08-04,OTHER,250,7,30,1
PLASTIBLEN,2026-08-04,PRESS_RELEASE,245,5,11,1
FIBERWEB,2026-08-17,PRESS_RELEASE,245,5,12,1
GAYAHWS,2026-08-14,MANAGEMENT_CHANGE,245,5,14,1
WEIZMANIND,2026-08-14,BOARD_OUTCOME,245,5,16,2
TVVISION,2026-08-17,DISTRESS,245,6,10,1
DBSTOCKBRO,2026-08-11,PRESS_RELEASE,245,5,7,1
GOACARBON,2026-08-13,PRESS_RELEASE,245,5,13,0
ASIANHOTNR,2026-08-11,PRESS_RELEASE,245,5,20,1
RHL,2026-08-17,BOARD_OUTCOME,242,4,11,1
RTNPOWER,2026-08-10,PRESS_RELEASE,242,4,16,1
AVANTEL,2026-08-17,PRESS_RELEASE,242,5,30,1
SHIVAMAUTO,2026-08-14,BOARD_OUTCOME,240,4,12,2
IGL,2026-08-15,ANALYST_MEET,240,3,9,3
SIMBHALS,2026-08-17,DISTRESS,240,9,37,1
LEXUS,2026-08-15,BOARD_OUTCOME,240,4,12,2
BOROSCI,2026-08-13,BOARD_OUTCOME,240,4,16,2
DELTACORP,2026-08-14,PRESS_RELEASE,240,6,14,1
INDIANHUME,2026-08-15,PRESS_RELEASE,240,6,11,1
DHANBANK,2026-08-07,MANAGEMENT_CHANGE,235,4,11,1
GUJAPOLLO,2026-08-14,PRESS_RELEASE,235,4,9,1
RMCL,2026-08-17,PRESS_RELEASE,235,4,16,1
RACLGEAR,2026-08-08,PRESS_RELEASE,235,4,19,1
WILLAMAGOR,2026-08-17,MANAGEMENT_CHANGE,235,4,9,1
EASTSILK,2026-08-10,PRESS_RELEASE,235,4,20,1
RAMASTEEL,2026-08-15,MANAGEMENT_CHANGE,235,4,15,1
RAJTV,2026-08-12,PRESS_RELEASE,235,4,8,1
KAPSTON,2026-08-13,PRESS_RELEASE,235,4,12,1
WEL,2026-08-13,PRESS_RELEASE,235,4,11,1
SURANASOL,2026-07-27,PRESS_RELEASE,235,4,7,1
RUBYMILLS,2026-08-14,PRESS_RELEASE,235,4,15,1
RUCHINFRA,2026-08-13,PRESS_RELEASE,235,4,12,1
BEDMUTHA,2026-08-14,MANAGEMENT_CHANGE,235,4,9,1
DBREALTY,2026-08-15,PRESS_RELEASE,235,4,17,1
UNIENTER,2026-08-14,ACQUISITION,235,4,19,2
TCIFINANCE,2026-08-17,PRESS_RELEASE,235,4,12,1
NSLNISP,2026-08-15,MANAGEMENT_CHANGE,235,4,10,1
NOIDATOLL,2026-08-05,PRESS_RELEASE,235,4,10,1
INDIANCARD,2026-08-14,MANAGEMENT_CHANGE,235,4,9,1
NDTV,2026-08-17,PRESS_RELEASE,235,4,18,1
NDL,2026-08-13,PRESS_RELEASE,235,4,12,1
MHLXMIRU,2026-08-12,MANAGEMENT_CHANGE,235,4,13,1
ISFT,2026-08-13,ANALYST_MEET,235,4,12,2
INNOVANA,2026-08-14,ACQUISITION,235,4,13,2
URAVIDEF,2026-08-15,PRESS_RELEASE,235,4,12,1
ANSALAPI,2026-08-11,RESULT_UPDATE,235,3,25,2
APCL,2026-08-15,PRESS_RELEASE,235,4,12,1
KUNDANMM,2026-08-14,MANAGEMENT_CHANGE,235,4,13,1
LEEL,2026-08-15,PRESS_RELEASE,235,4,11,1
AKSHARCHEM,2026-08-13,PRESS_RELEASE,235,4,17,1
GLOBE,2026-08-13,PRESS_RELEASE,235,4,10,1
DUCON,2026-08-14,PRESS_RELEASE,235,4,18,1
GOKUL,2026-08-14,MANAGEMENT_CHANGE,235,4,14,1
NIACL,2026-07-31,ANALYST_MEET,235,4,18,2
OBCL,2026-07-30,PRESS_RELEASE,235,4,11,1
HLEGLAS,2026-08-12,PRESS_RELEASE,235,4,18,1
TRIGYN,2026-08-13,PRESS_RELEASE,235,4,16,1
GLOBALE,2026-08-14,MANAGEMENT_CHANGE,235,4,12,1
PANAMAPET,2026-08-12,PRESS_RELEASE,235,4,17,1
PIONEEREMB,2026-08-17,PRESS_RELEASE,235,4,13,1
GOKULAGRO,2026-07-30,PRESS_RELEASE,235,4,17,1
SHREYANIND,2026-08-14,PRESS_RELEASE,230,5,16,1
BLBLIMITED,2026-08-13,PRESS_RELEASE,230,5,17,1
BHAGERIA,2026-08-01,PRESS_RELEASE,230,5,21,1
DLINKINDIA,2026-08-11,PRESS_RELEASE,230,5,12,1
MEDICAMEQ,2026-08-17,PRESS_RELEASE,230,5,10,1
MEDICO,2026-08-13,BOARD_OUTCOME,230,3,8,3
SHANTIGEAR,2026-07-30,REGULATORY,230,5,16,1
MSPL,2026-08-01,PRESS_RELEASE,230,5,26,1
UNITEDTEA,2026-08-11,REGULATORY,230,5,20,1
MOTISONS,2026-08-13,PRESS_RELEASE,230,5,15,1
GKWLIMITED,2026-08-11,PRESS_RELEASE,230,5,15,1
LIKHITHA,2026-08-14,REGULATORY,230,5,24,1
ATLASCYCLE,2026-08-13,PRESS_RELEASE,230,5,11,1
SARLAPOLY,2026-08-06,PRESS_RELEASE,230,5,16,1
PALASHSECU,2026-08-15,REGULATORY,230,5,16,1
LIBAS,2026-08-14,PRESS_RELEASE,230,5,16,1
ALEMBICLTD,2026-08-12,PRESS_RELEASE,230,5,18,1
MAZDA,2026-08-17,PRESS_RELEASE,230,5,13,1
ANTGRAPHIC,2026-08-17,REGULATORY,230,5,10,1
IGARASHI,2026-08-08,PRESS_RELEASE,230,5,18,1
SUMMITSEC,2026-08-06,PRESS_RELEASE,230,5,14,1
SUNCLAY,2026-07-28,PRESS_RELEASE,230,5,11,1
BUTTERFLY,2026-08-05,PRESS_RELEASE,230,5,14,1
OCCLLTD,2026-08-06,PRESS_RELEASE,230,5,13,1
JMA,2026-08-14,PRESS_RELEASE,230,5,18,1
SHIVAMILLS,2026-08-07,PRESS_RELEASE,230,5,13,1
SHIVATEX,2026-08-07,PRESS_RELEASE,230,5,16,1
AAATECH,2026-08-15,OTHER,230,11,25,1
PFIZER,2026-08-04,REGULATORY,230,5,15,1
SMARTLINK,2026-08-05,REGULATORY,230,5,16,1
SADHNANIQ,2026-08-10,PRESS_RELEASE,230,5,17,1
RUDRA,2026-08-17,VOLUME_ALERT,226,3,9,3
JAICORPLTD,2026-08-13,DISTRESS,225,6,13,1
GVPTECH,2026-08-14,BOARD_OUTCOME,225,3,15,3
KANANIIND,2026-08-14,BOARD_OUTCOME,220,4,10,2
SUNFLAG,2026-08-12,BOARD_OUTCOME,220,4,14,2
MOTOGENFIN,2026-08-12,BOARD_OUTCOME,220,4,10,2
LEAPIND,2026-08-17,PRESS_RELEASE,220,4,4,1
MENONBE,2026-08-07,ANALYST_MEET,220,4,24,2
BSHSL,2026-08-09,BOARD_OUTCOME,220,4,10,2
MAHABANK,2026-08-13,MANAGEMENT_CHANGE,220,4,23,0
NEWGEN,2026-08-04,ANALYST_MEET,220,4,31,2
SOFTTECH,2026-08-14,BOARD_OUTCOME,220,4,24,2
ITCHOTELS,2026-08-13,ANALYST_MEET,220,4,16,1
IVC,2026-08-13,BOARD_OUTCOME,215,3,12,2
SIGIND,2026-08-12,BOARD_OUTCOME,215,3,10,2
MAHESHWARI,2026-08-14,BOARD_OUTCOME,215,3,11,2
LFIC,2026-08-13,BOARD_OUTCOME,215,3,9,2
VIVIMEDLAB,2026-08-17,PRESS_RELEASE,215,4,10,1
BALKRISHNA,2026-08-14,BOARD_OUTCOME,215,3,14,2
MANOMAY,2026-08-14,BOARD_OUTCOME,215,3,12,2
BGRENERGY,2026-07-31,OTHER,215,6,26,1
VRAJ,2026-08-13,BOARD_OUTCOME,215,5,13,1
TAKE,2026-08-17,PRESS_RELEASE,215,5,19,1
MOSCHIP,2026-08-03,BOARD_OUTCOME,215,3,14,2
DBOL,2026-08-13,MANAGEMENT_CHANGE,215,5,33,0
SHAH,2026-08-17,BOARD_OUTCOME,215,5,39,1
AKI,2026-08-13,BOARD_OUTCOME,215,3,24,2
UNITEDPOLY,2026-08-11,ACQUISITION,210,3,9,2
ICICIAMC,2026-08-11,ANALYST_MEET,210,3,22,2
GIPCL,2026-08-13,ACQUISITION,210,3,16,2
BOSCH-HCIL,2026-08-06,BOARD_OUTCOME,210,3,12,3
SRGHFL,2026-08-11,ANALYST_MEET,210,3,10,2
ENRIN,2026-08-12,ANALYST_MEET,210,3,8,2
PUNJLLOYD,2026-08-11,DISTRESS,210,8,19,0
AEPL,2026-08-14,ANALYST_MEET,210,3,10,2
SHEKHAWATI,2026-08-13,ACQUISITION,210,3,11,2
MUKTAARTS,2026-08-14,BOARD_OUTCOME,207,3,15,2
PODDARMENT,2026-08-15,PRESS_RELEASE,205,4,7,1
BFINVEST,2026-08-15,PRESS_RELEASE,205,4,22,1
BEARDSELL,2026-08-10,BOARD_OUTCOME,205,4,15,1
DREDGECORP,2026-08-09,PRESS_RELEASE,205,4,11,1
FDC,2026-08-13,PRESS_RELEASE,205,4,11,1
SUNDRMBRAK,2026-08-11,PRESS_RELEASE,205,4,19,1
DYNAMATECH,2026-08-10,PRESS_RELEASE,205,4,10,1
RML,2026-08-06,PRESS_RELEASE,205,4,22,1
KEYFINSERV,2026-08-17,PRESS_RELEASE,205,4,14,1
ADVANIHOTR,2026-08-17,PRESS_RELEASE,205,4,16,1
KRONOX,2026-08-16,PRESS_RELEASE,205,4,12,1
KMSUGAR,2026-08-08,BOARD_OUTCOME,205,4,21,1
PEARLPOLY,2026-08-13,PRESS_RELEASE,205,4,10,1
ASMS,2026-08-12,PRESS_RELEASE,205,4,22,1
PLAZACABLE,2026-08-17,BOARD_OUTCOME,205,4,10,1
BALAJITELE,2026-08-15,PRESS_RELEASE,205,4,21,1
TREJHARA,2026-08-10,PRESS_RELEASE,205,4,14,1
HYBRIDFIN,2026-08-04,PRESS_RELEASE,205,4,11,1
SCODATUBES,2026-08-13,REGULATORY,205,4,18,2
SCILAL,2026-08-17,PRESS_RELEASE,205,4,11,1
CYBERTECH,2026-07-24,PRESS_RELEASE,205,4,13,1
SGL,2026-08-14,PRESS_RELEASE,205,4,9,1
VESUVIUS,2026-08-14,BOARD_OUTCOME,205,4,9,2
CYBERMEDIA,2026-08-05,PRESS_RELEASE,205,4,11,1
INDRAMEDCO,2026-08-07,PRESS_RELEASE,205,4,9,1
MOKSH,2026-08-17,PRESS_RELEASE,205,4,13,1
AMNPLST,2026-08-15,PRESS_RELEASE,205,4,14,1
ALPHAGEO,2026-08-12,BOARD_OUTCOME,205,4,11,1
ISHANCH,2026-08-17,PRESS_RELEASE,205,4,17,1
KOHINOOR,2026-08-13,PRESS_RELEASE,205,4,13,1
SIL,2026-08-11,PRESS_RELEASE,205,4,6,1
SIGMA,2026-08-07,PRESS_RELEASE,205,4,7,1
HBLENGINE,2026-08-08,REGULATORY,202,4,10,2
JSWHL,2026-08-07,REGULATORY,200,5,21,1
SOMATEX,2026-08-01,REGULATORY,200,5,20,1
GFSTEELS,2026-08-13,REGULATORY,200,5,22,1
SHREERAMA,2026-08-13,BOARD_OUTCOME,195,3,6,2
VINNY,2026-08-14,BOARD_OUTCOME,195,3,8,2
UMAEXPORTS,2026-08-17,BOARD_OUTCOME,195,3,15,2
HPIL,2026-08-13,BOARD_OUTCOME,195,3,13,2
MVGJL,2026-08-10,BOARD_OUTCOME,195,3,10,2
NITIRAJ,2026-08-14,BOARD_OUTCOME,195,3,14,2
LAXMICOT,2026-08-13,BOARD_OUTCOME,195,3,24,2
RAJESHEXPO,2026-08-14,BOARD_OUTCOME,195,3,16,2
ICDSLTD,2026-08-12,BOARD_OUTCOME,195,3,8,2
TARAPUR,2026-08-17,BOARD_OUTCOME,195,3,10,2
RPPINFRA,2026-07-31,CREDIT_RATING,194,3,11,1
XTRANET,2026-08-12,BOARD_OUTCOME,190,4,4,2
HATHWAY,2026-07-25,PRESS_RELEASE,190,4,9,0
BANARISUG,2026-08-17,PRESS_RELEASE,190,4,18,1
XCHANGING,2026-08-15,PRESS_RELEASE,190,4,18,1
MCLEODRUSS,2026-08-15,PRESS_RELEASE,190,4,16,1
CURAA,2026-07-31,BOARD_OUTCOME,190,4,14,1
ARFIN,2026-08-12,BOARD_OUTCOME,187,3,9,1
SAHLIBHFI,2026-08-17,BOARD_OUTCOME,187,3,17,1
MAHSCOOTER,2026-07-31,REGULATORY,185,5,11,1
TVSELECT,2026-08-09,REGULATORY,185,5,29,1
RNBDENIMS,2026-08-15,REGULATORY,185,5,11,1
RANASUG,2026-08-14,BOARD_OUTCOME,185,3,15,2
GUJRAFFIA,2026-08-14,REGULATORY,185,5,9,1
JSFB,2026-08-13,ANALYST_MEET,185,3,37,1
UNICHEMLAB,2026-08-12,REGULATORY,185,5,22,1
CHEVIOT,2026-08-06,REGULATORY,182,4,13,1
CROWN,2026-07-24,PRESS_RELEASE,180,3,11,1
ALPINETEX,2026-08-17,PRESS_RELEASE,180,3,3,1
VARDHACRLC,2026-08-05,PRESS_RELEASE,180,3,13,1
MARSONS,2026-08-14,PRESS_RELEASE,180,3,17,1
ALKYLAMINE,2026-08-04,BOARD_OUTCOME,180,3,20,1
SEMAC,2026-08-15,BOARD_OUTCOME,180,3,11,1
SELMC,2026-08-08,BOARD_OUTCOME,180,3,11,1
DCMNVL,2026-08-11,PRESS_RELEASE,180,3,8,1
DALMIASUG,2026-08-10,PRESS_RELEASE,180,3,22,1
VINATIORGA,2026-07-30,PRESS_RELEASE,180,3,16,1
VIKASLIFE,2026-08-10,RESULT_UPDATE,180,2,12,2
VHL,2026-08-07,PRESS_RELEASE,180,3,12,1
LPDC,2026-08-12,PRESS_RELEASE,180,3,9,1
MAGNUM,2026-08-17,BOARD_OUTCOME,180,3,14,1
AKSHAR,2026-08-08,PRESS_RELEASE,180,3,8,1
AKASH,2026-08-17,PRESS_RELEASE,180,3,8,1
JITFINFRA,2026-08-12,BOARD_OUTCOME,180,3,9,1
ABMINTLLTD,2026-08-17,PRESS_RELEASE,180,3,15,1
LOYALTEX,2026-08-17,PRESS_RELEASE,180,3,13,1
ACL,2026-07-30,PRESS_RELEASE,180,3,15,1
ABINFRA,2026-08-14,PRESS_RELEASE,180,3,9,1
AARTISURF,2026-08-05,PRESS_RELEASE,180,3,12,1
MADHAV,2026-08-16,BOARD_OUTCOME,180,3,14,1
COMSYN,2026-08-10,PRESS_RELEASE,180,3,14,1
NAHARINDUS,2026-08-17,PRESS_RELEASE,180,3,10,1
HITECHCORP,2026-08-14,BOARD_OUTCOME,180,3,23,1
NGIL,2026-07-31,MANAGEMENT_CHANGE,180,3,8,1
DHARSUGAR,2026-08-13,PRESS_RELEASE,180,3,9,1
APTECHT,2026-08-06,PRESS_RELEASE,180,3,22,1
SANOFICONR,2026-07-30,PRESS_RELEASE,180,3,16,1
CANDC,2026-08-08,PRESS_RELEASE,180,3,12,1
INDLMETER,2026-08-10,BOARD_OUTCOME,180,3,9,1
URJA,2026-08-13,PRESS_RELEASE,180,3,9,1
TGBHOTELS,2026-07-28,BOARD_OUTCOME,180,3,6,1
THEINVEST,2026-08-14,PRESS_RELEASE,180,3,10,1
ATNINTER,2026-08-14,BOARD_OUTCOME,180,3,7,1
ORICONENT,2026-08-14,BOARD_OUTCOME,180,3,17,1
TNTELE,2026-08-14,PRESS_RELEASE,180,3,6,1
HEIDELBERG,2026-07-31,PRESS_RELEASE,180,3,20,1
DJML,2026-08-17,PRESS_RELEASE,180,3,24,1
TOKYOPLAST,2026-07-31,BOARD_OUTCOME,180,3,9,1
HISARMETAL,2026-08-10,PRESS_RELEASE,180,3,22,1
ARENTERP,2026-08-17,BOARD_OUTCOME,180,3,8,1
NRL,2026-08-13,PRESS_RELEASE,180,3,22,1
GFLLIMITED,2026-08-17,ACQUISITION,180,3,8,2
TALWALKARS,2026-08-17,PRESS_RELEASE,180,3,7,1
PONNIERODE,2026-07-25,PRESS_RELEASE,180,3,14,1
GPPL,2026-08-17,ANALYST_MEET,180,3,13,2
TECILCHEM,2026-08-13,PRESS_RELEASE,180,3,10,1
FMNL,2026-08-14,PRESS_RELEASE,180,3,17,1
BELLACASA,2026-08-16,PRESS_RELEASE,180,3,13,1
PRITI,2026-08-15,BOARD_OUTCOME,180,3,18,1
GANESHBE,2026-08-14,PRESS_RELEASE,180,3,16,1
GARUDA,2026-08-11,PRESS_RELEASE,180,3,8,1
SUPREMEINF,2026-08-17,PRESS_RELEASE,180,3,14,1
RAJMET,2026-08-14,PRESS_RELEASE,180,3,13,1
RAMANEWS,2026-08-14,PRESS_RELEASE,180,3,9,1
ESSARSHPNG,2026-08-13,PRESS_RELEASE,180,3,12,1
EXXARO,2026-07-27,PRESS_RELEASE,180,3,6,1
REGENCERAM,2026-08-14,BOARD_OUTCOME,180,3,9,1
BIOFILCHEM,2026-08-12,BOARD_OUTCOME,180,3,7,1
KWIL,2026-08-15,PRESS_RELEASE,180,3,19,1
WEWIN,2026-08-14,PRESS_RELEASE,180,3,12,1
SHYAMTEL,2026-08-12,BOARD_OUTCOME,180,3,10,1
KNAGRI,2026-08-15,PRESS_RELEASE,180,3,11,1
ESABINDIA,2026-08-11,REGULATORY,175,4,12,1
GRADIENTE,2026-08-03,REGULATORY,175,4,18,1
JHS,2026-08-12,REGULATORY,175,4,12,1
PGHL,2026-08-12,REGULATORY,175,4,20,1
KARMAENG,2026-08-14,REGULATORY,175,4,13,1
SWARAJENG,2026-07-21,REGULATORY,175,4,16,1
MODISONLTD,2026-08-14,REGULATORY,175,4,21,1
NDLVENTURE,2026-08-12,REGULATORY,175,4,14,1
INCREDIBLE,2026-08-11,REGULATORY,175,4,11,1
DGCONTENT,2026-08-07,REGULATORY,175,4,12,1
IMPAL,2026-07-31,REGULATORY,175,4,10,1
CMICABLES,2026-08-14,DISTRESS,175,4,7,1
AHLADA,2026-08-14,REGULATORY,175,4,14,1
VSTIND,2026-07-29,REGULATORY,175,4,12,1
AVROIND,2026-08-17,REGULATORY,175,4,19,1
JAIPURKURT,2026-08-14,REGULATORY,175,4,10,1
STARPAPER,2026-08-14,REGULATORY,175,4,13,1
ASPINWALL,2026-08-10,REGULATORY,175,4,11,1
AVTNPL,2026-08-17,REGULATORY,175,4,19,1
ORIENTCER,2026-08-10,REGULATORY,175,4,20,1
ALKALI,2026-08-05,REGULATORY,175,4,17,1
BIRLAMONEY,2026-08-03,CREDIT_RATING,174,4,16,0
