event_date,symbol,company,purpose_raw,purpose_type,bm_desc,sector
2023-01-19,ASIANPAINT,Asian Paints Limited,Financial Results,FINANCIAL_RESULTS,"This is to inform you that a meeting of the Board of Directors of the Company will be held on Thursday, 19th January, 2023, inter alia, to consider the following: 1. Approval of audited standalone financial results of the Company for the quarter and nine months ending 31st December, 2022; and 2. Approval of unaudited consolidated financial results of the Company for the quarter and nine months ending 31st December, 2022. The trading window of the Company which has been closed since Wednesday, 21st December, 2022, for publication of financial results of the Company for the quarter and nine months ending 31st December, 2022 shall remain closed upto Monday, 23rd January, 2023 (both days inclusive). The Company will hold a conference with investors on Thursday, 19th January, 2023. During such conference, the management will brief the investors on the financial results for the quarter and nine months ending 31st December, 2022. Details of the Investor conference will be published on the Company s website (www.asianpaints.com) in due course.",CHEMICALS
2023-01-19,AUBANK,AU Small Finance Bank Limited,Financial Results,FINANCIAL_RESULTS,"In continuation to our intimation for closure of Trading Window for trading in the securities of the Bank vide letter bearing Ref. No. AUSFB/SEC/2022-23/437 dated 31st December, 2022 and pursuant to Regulation 29 (1) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform that the meeting of the Board of Directors of the Bank will be held on Thursday, 19th January, 2023 at Jaipur, inter alia, to consider and approve the Unaudited Financial Results (subject to Limited Review by the Joint Statutory Auditors) of the Bank for the Quarter and Nine months ended on 31st December, 2022.Pursuant to the provisions of the SEBI (Prohibition of Insider Trading) Regulations, 2015 and the Bank's Code of Conduct - Prohibition of Insider Trading, it is hereby informed that the Trading window for trading in securities of the Bank shall remain closed for the Designated Persons and their immediate relatives from Sunday, 01st January, 2023 till Saturday, 21st January, 2023 and hence, they are not permitted to trade in the securities of the Bank till Saturday, 21st January, 2023.",BANKING
2023-01-19,CANFINHOME,Can Fin Homes Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and other business matters",FINANCIAL_SERVICES
2023-01-19,DATAMATICS,Datamatics Global Services Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and other business matters",IT
2023-01-19,EPIGRAL,Epigral Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and dividend",CHEMICALS
2023-01-19,HAPPSTMNDS,Happiest Minds Technologies Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and other business matters",IT
2023-01-19,HATSUN,Hatsun Agro Product Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",FMCG
2023-01-19,HAVELLS,Havells India Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and dividend",CAPITAL_GOODS
2023-01-19,HINDUNILVR,Hindustan Unilever Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the quarter ended December 31, 2022",FMCG
2023-01-19,HINDZINC,Hindustan Zinc Limited,Dividend,DIVIDEND,"In continuation to our letter dated January 12, 2023 and pursuant to Regulation 29 and 42 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, notice is hereby given that Board will also consider third interim dividend on equity shares, if any, for the Financial Year 2022-23 in its meeting to be held on Thursday, January 19, 2023.The Record date for eligibility of third interim dividend, if any, so declared will be Monday, January 30, 2023.",METAL
2023-01-19,HINDZINC,Hindustan Zinc Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the Third Quarter and nine months ended December 31, 2022",METAL
2023-01-19,INDIAMART,Indiamart Intermesh Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Audited Standalone and Consolidated Financial Results ( Financial Results ) of the Company for the quarter and nine months ended December 31, 2022.",RETAIL
2023-01-19,ISEC,ICICI Securities Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results of the Company for the quarter and nine months ended December 31, 2022.",OTHER
2023-01-19,KUANTUM,Kuantum Papers Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",CHEMICALS
2023-01-19,LTTS,L&T Technology Services Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",IT
2023-01-19,MENONBE,Menon Bearings Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",AUTO
2023-01-19,MHLXMIRU,Mahalaxmi Rubtech Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve Unaudited (Standalone and Consolidated) Financial Results for the 03rd Quarter ended on December 31, 2022, for the Financial Year 2022-23.",TEXTILES
2023-01-19,MPHASIS,MphasiS Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",IT
2023-01-19,POLYCAB,Polycab India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",CAPITAL_GOODS
2023-01-19,PVRINOX,PVR INOX Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and other business matters",MEDIA
2023-01-19,SWSOLAR,Sterling and Wilson Renewable Energy Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",INFRASTRUCTURE
2023-01-19,TANTIACONS,Tantia Constructions Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended September 30, 2022",OTHER
2023-01-20,AETHER,Aether Industries Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"This is to inform that in accordance with Regulation 29 of the SEBI (Listing Obligation and Disclosure Requirements) Regulations, 2015, the Meeting of Board of Directors of Aether Industries Limited (herein referred as  Company ) is scheduled to be held on Friday, January 20, 2023, inter-alia to consider the unaudited standalone and consolidated Financial Results for the third quarter ended on December, 2022.",CHEMICALS
2023-01-20,AKSHOPTFBR,Aksh Optifibre Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",OTHER
2023-01-20,ATUL,Atul Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",CHEMICALS
2023-01-20,BANDHANBNK,Bandhan Bank Limited,Financial Results,FINANCIAL_RESULTS,"Bandhan Bank Ltd has informed the exchange that the meeting of the Board of Directors of the Company is scheduled on 20/01/2023,inter alia, to consider and approve the Unaudited Financial Results of Bandhan Bank Limited for the quarter (Q3) and nine months ended December 31, 2022.",BANKING
2023-01-20,DCMSHRIRAM,DCM Shriram Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and dividend",DIVERSIFIED
2023-01-20,ESSENTIA,Integra Essentia Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and other business matters",OTHER
2023-01-20,FEDDERELEC,Fedders Electric and Engineering Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and other business matters",OTHER
2023-01-20,HARDWYN,Hardwyn India Limited,Fund Raising/Other business matters,OTHER,To consider Fund Raising and other business matters,REALTY
2023-01-20,HDFCLIFE,HDFC Life Insurance Company Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",FINANCIAL_SERVICES
2023-01-20,HERITGFOOD,Heritage Foods Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",FMCG
2023-01-20,IEX,Indian Energy Exchange Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",FINANCIAL_SERVICES
2023-01-20,JSWENERGY,JSW Energy Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and other business matters",POWER
2023-01-20,JSWSTEEL,JSW Steel Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",METAL
2023-01-20,KABRAEXTRU,Kabra Extrusion Technik Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",CAPITAL_GOODS
2023-01-20,KRISHIVAL,Krishival Foods Limited,Other business matters,OTHER,To consider other business matters - ESOP and change in name,FMCG
2023-01-20,LTM,LTM Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and dividend",IT
2023-01-20,MARKSANS,Marksans Pharma Limited,Other business matters,OTHER,To consider and approve allotment of fully paid-up Equity Shares having face value of Re. 1/- each against the convertible warrants on preferential basis,PHARMA
2023-01-20,NELCO,NELCO Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",IT
2023-01-20,NGIL,Nakoda Group of Industries Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 and other business matters",OTHER
2023-01-20,ONWARDTEC,Onward Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",TEXTILES
2023-01-20,PETRONET,Petronet LNG Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022 unaudited Financial Results of the Company for the quarter and nine-months ended 31st December 2022.Pursuant to Code for Prevention of Insider Trading in the securities of Petronet LNG Limited (PLL's Code) as well as Circular issued by the Stock Exchanges dated 2nd April, 2019, it was informed to the Stock Exchanges where the shares of the Company are listed vide letter dated 29th April 2022 that the Trading Window for dealing in securities of PLL would be closed, for all 'Insiders' as per PLL's Code, from 1st January 2023 till 48 hours after the financial results for the quarter and nine-months ended 31st December 2022 would become generally available to Public.In view of the above, the Trading Window for trading in PLL' s securities which was closed from 1st January 2023 shall remain closed till 22nd January 2023 (both days inclusive). All Insiders have been advised not to deal with the securities of PLL during this period.",ENERGY
2023-01-20,PILITA,PIL ITALICA LIFESTYLE LIMITED,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",OTHER
2023-01-20,RBLBANK,RBL Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2022",BANKING
2023-01-20,RELIANCE,Reliance Industries Limited,Fund Raising,OTHER,"We wish to inform you that it is proposed to consider raising of funds by way of issuance of listed, secured / unsecured, redeemable non-convertible debentures on private placement basis, in one or more tranches / series, at the Board Meeting scheduled to be held on Friday, January 20, 2023.",ENERGY
