symbol,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,as_of_date
KRIDHANINF,56.41,1,-0.0211,1,0.5599,14.71,14.81,0,2026-06-30
KRISHANA,52.43,1,0.081,1,0.5774,10.09,30.29,1,2026-06-30
KRISHIVAL,62.46,1,-2.2821,0,0.3186,2.39,65.55,1,2026-06-30
KRISHNADEF,48.21,1,-7.8775,0,0.3843,22.68,29.4,1,2026-06-30
KRITI,60.75,1,0.7414,1,0.8786,16.78,36.67,1,2026-06-30
KRITIKA,32.75,1,-0.0243,0,-0.0736,6.65,20.75,0,2026-06-30
KRITINUT,82.68,0,4.0943,2,1.0033,78.72,37.61,1,2026-06-30
KRN,42.49,1,-31.5525,0,-0.088,20.54,31.14,1,2026-06-30
KRONOX,58.31,1,0.436,1,0.6859,25.75,27.41,1,2026-06-30
KROSS,44.95,1,0.2579,1,0.3644,10.66,12.2,0,2026-06-30
KRSNAA,49.2,1,2.4277,2,0.7842,3.81,26.13,1,2026-06-30
KRYSTAL,58.54,1,1.5463,1,0.7223,8.14,49.61,1,2026-06-30
KSB,73.91,0,13.1505,1,0.8768,29.06,35.77,1,2026-06-30
KSCL,48.56,1,5.5374,1,0.5853,13.11,26.59,1,2026-06-30
KSHINTL,61.27,1,-7.276,1,0.6835,14.54,32.63,1,2026-06-30
KSHITIJPOL,60.34,1,0.0294,2,0.76,58.83,35.51,1,2026-06-30
KSL,67.48,1,4.8645,2,1.1334,11.35,12.91,0,2026-06-30
KSOLVES,49.04,1,-0.0679,0,0.5098,9.92,20.98,0,2026-06-30
KTKBANK,55.95,1,-0.8901,1,0.6699,8.84,19.34,0,2026-06-30
KUANTUM,46.84,1,0.1868,1,0.4698,6.46,8.13,0,2026-06-30
KWIL,59.79,1,-0.3495,0,0.5268,24.29,45.63,1,2026-06-30
LAGNAM,48.84,1,-0.275,1,0.395,6.54,14.25,0,2026-06-30
LAHOTIOV,47.59,1,0.0436,1,0.3869,11.7,12.72,0,2026-06-30
LAL,65.16,1,0.1521,1,0.8075,33.58,22.34,0,2026-06-30
LALPATHLAB,55.51,1,0.6417,1,0.6653,11.56,27.85,1,2026-06-30
LAMBODHARA,53.81,1,0.4373,1,0.6341,16.35,24.14,0,2026-06-30
LANCORHOL,47.49,1,-0.0046,0,0.435,8.99,10.69,0,2026-06-30
LANDMARK,58.72,1,0.3972,1,0.6814,17.24,43.97,1,2026-06-30
LANDSMILL,39.69,1,0.0014,1,0.1231,7.67,12.92,0,2026-06-30
LAOPALA,52.92,1,0.0972,1,0.6513,8.32,24.14,0,2026-06-30
LASA,49.78,1,-0.0043,1,0.5273,10.94,20.75,0,2026-06-30
LATENTVIEW,33.67,1,-2.9636,0,-0.122,15.65,13.27,0,2026-06-30
LATTEYS,69.52,1,0.4979,1,0.9056,34.24,24.83,0,2026-06-30
LAURUSLABS,72.37,0,4.6927,2,1.0736,11.91,39.4,1,2026-06-30
LAXMICOT,44.9,1,0.0359,1,0.2557,10.38,15.73,0,2026-06-30
LAXMIDENTL,52.29,1,-0.8944,1,0.4703,8.52,30.86,1,2026-06-30
LAXMIINDIA,72.22,0,1.3668,2,1.1082,26.7,37.28,1,2026-06-30
LCCINFOTEC,48.15,1,-0.0065,0,0.4094,27.98,11.82,0,2026-06-30
LEMERITE,18.41,2,1.6367,1,0.1493,41.69,59.45,1,2026-06-30
LEMONTREE,56.01,1,0.9997,1,0.7526,16.61,17.59,0,2026-06-30
LENSKART,55.05,1,0.6812,2,0.7319,5.72,16.87,0,2026-06-30
LEXUS,34.07,1,0.183,2,0.1385,30.44,34.91,1,2026-06-30
LFIC,48.11,1,-0.4626,0,0.3796,9.88,37.15,1,2026-06-30
LGBBROSLTD,57.16,1,14.2839,1,0.8529,10.5,17.67,0,2026-06-30
LGEINDIA,49.07,1,-0.7846,0,0.483,9.74,14.61,0,2026-06-30
LGHL,43.24,1,0.1152,2,0.3763,8.35,11.46,0,2026-06-30
LIBAS,31.82,1,-0.0723,0,-0.0188,10.7,20.75,0,2026-06-30
LIBERTSHOE,64.64,1,3.314,1,0.9054,20.37,24.46,0,2026-06-30
LICHSGFIN,58.63,1,1.4953,2,1.0012,5.56,18.83,0,2026-06-30
LICI,59.61,1,1.6852,1,0.7428,16.5,26.52,1,2026-06-30
LICMFGOLD,17.84,2,11.0389,1,0.1112,13.29,64.33,1,2026-06-30
LICNETFGSC,71.97,0,0.0285,2,0.9729,2.54,14.72,0,2026-06-30
LICNETFN50,52.56,1,0.4325,1,0.6411,5.93,17.08,0,2026-06-30
LICNETFSEN,57.2,1,2.7034,1,0.7394,6.83,21.48,0,2026-06-30
LICNFNHGP,55.22,1,0.4738,1,0.7053,6.22,15.25,0,2026-06-30
LICNMID100,52.41,1,-0.0372,0,0.5761,5.78,18.12,0,2026-06-30
LIKHITHA,69.44,1,8.9055,1,0.9037,77.42,40.49,1,2026-06-30
LINC,60.3,1,1.4797,1,0.7857,25.86,33.9,1,2026-06-30
LINCOLN,46.73,1,0.2741,2,0.5219,10.42,15.03,0,2026-06-30
LINDEINDIA,55.65,1,36.1336,2,0.8007,11.54,16.98,0,2026-06-30
LIQGRWBEES,100.0,0,0.0311,2,0.9274,0.44,70.28,1,2026-06-30
LIQUID,48.15,1,0.0,1,,,85.06,1,2026-06-30
LIQUID1,100.0,0,0.0354,1,0.925,0.47,61.18,1,2026-06-30
LIQUIDADD,100.0,0,0.0337,2,0.9258,0.46,93.83,1,2026-06-30
LIQUIDBEES,53.34,1,0.0005,2,0.7261,0.0,90.29,1,2026-06-30
LIQUIDBETF,100.0,0,0.0325,2,0.9264,0.45,37.0,1,2026-06-30
LIQUIDCASE,100.0,0,0.0032,1,0.907,0.46,99.94,1,2026-06-30
LIQUIDETF,55.14,1,0.0005,2,0.75,0.0,57.42,1,2026-06-30
LIQUIDIETF,51.77,1,0.0004,1,0.5574,0.0,67.61,1,2026-06-30
LIQUIDPLUS,100.0,0,0.0366,2,0.9291,0.46,49.96,1,2026-06-30
LIQUIDSBI,56.88,1,0.0017,2,0.8262,0.0,96.54,1,2026-06-30
LIQUIDSHRI,99.99,0,0.0329,2,0.9272,0.44,94.98,1,2026-06-30
LLOYDSENGG,63.85,1,0.4077,1,0.7522,40.86,38.04,1,2026-06-30
LLOYDSENT,54.64,1,0.1816,1,0.6405,26.18,21.0,0,2026-06-30
LLOYDSME,58.34,1,0.9814,2,0.8435,8.84,18.08,0,2026-06-30
LMW,49.15,1,-82.826,0,0.323,9.14,34.32,1,2026-06-30
LODHA,60.46,1,4.1967,2,0.9253,11.96,20.52,0,2026-06-30
LOKESHMACH,67.23,1,3.6183,1,0.7641,49.01,37.41,1,2026-06-30
LORDSCHLO,47.75,1,0.4103,1,0.6131,7.8,11.51,0,2026-06-30
LOTUSDEV,59.47,1,1.2775,1,0.8181,16.49,16.75,0,2026-06-30
LOTUSEYE,43.28,1,-1.7482,0,0.2748,29.75,29.22,1,2026-06-30
LOVABLE,70.17,0,0.7235,2,1.1993,14.65,24.61,0,2026-06-30
LOWVOL,53.25,1,0.3132,1,0.6685,4.87,15.44,0,2026-06-30
LOWVOL1,51.65,1,0.0091,1,0.6092,6.26,18.95,0,2026-06-30
LOWVOLIETF,55.05,1,0.0258,1,0.6916,4.88,23.0,0,2026-06-30
LOYALTEX,58.98,1,8.8709,1,0.7345,67.21,28.6,1,2026-06-30
LPDC,42.23,1,-0.0441,0,0.0928,9.51,8.26,0,2026-06-30
LT,56.22,1,4.8841,1,0.6316,12.71,22.82,0,2026-06-30
LTF,69.38,1,3.1484,2,0.977,21.79,21.11,0,2026-06-30
LTFOODS,36.9,1,0.1541,1,-0.0275,6.71,19.73,0,2026-06-30
LTGILTBEES,78.37,0,0.0297,2,1.0198,2.61,32.23,1,2026-06-30
LTGILTCASE,82.25,0,0.0355,2,1.0699,2.42,44.76,1,2026-06-30
LTIM,18.91,2,-75.608,1,0.0944,36.38,39.94,1,2026-06-30
LTM,29.03,2,-26.332,0,-0.0612,16.95,17.32,0,2026-06-30
LTTS,35.45,1,-17.0614,0,0.0467,12.2,20.06,0,2026-06-30
LUMAXIND,48.31,1,-6.1066,1,0.4951,6.69,8.97,0,2026-06-30
LUMAXTECH,41.21,1,-14.4473,1,0.1531,16.92,15.65,0,2026-06-30
LUPIN,68.48,1,14.6,2,1.0344,9.26,19.16,0,2026-06-30
LUXIND,38.38,1,-4.1447,1,0.2516,18.73,23.73,0,2026-06-30
LXCHEM,50.78,1,-0.1935,0,0.4715,11.6,21.12,0,2026-06-30
LYKALABS,66.96,1,0.1743,2,0.8333,27.32,27.7,1,2026-06-30
LYPSAGEMS,34.3,1,-0.0134,0,-0.2254,6.39,16.79,0,2026-06-30
M&M,48.63,1,6.9691,1,0.5467,8.12,13.48,0,2026-06-30
M&MFIN,58.74,1,3.9774,1,0.8898,17.5,17.44,0,2026-06-30
MAANALU,35.85,1,0.1032,1,0.0019,8.27,13.13,0,2026-06-30
MACPOWER,73.87,0,36.3978,2,1.0732,45.69,28.3,1,2026-06-30
MADHAV,47.04,1,-0.1514,0,0.289,8.69,16.88,0,2026-06-30
MADHAVIPL,46.06,1,-0.0115,0,0.3621,11.3,21.07,0,2026-06-30
MADHUCON,61.98,1,0.0738,1,0.8741,29.19,33.83,1,2026-06-30
MADRASFERT,44.96,1,-0.3472,0,0.2531,10.49,24.13,0,2026-06-30
MAFANG,39.92,1,-1.7142,0,0.1245,15.83,19.29,0,2026-06-30
MAFATIND,60.01,1,1.8974,1,0.8282,21.87,28.9,1,2026-06-30
MAGADSUGAR,50.12,1,1.9766,2,0.9327,4.03,11.18,0,2026-06-30
MAGNUM,41.34,1,-0.045,0,-0.0508,4.68,22.01,0,2026-06-30
MAHABANK,64.77,1,0.3049,1,0.7912,21.12,26.81,1,2026-06-30
MAHAPEXLTD,38.02,1,0.0511,1,-0.0285,5.93,13.63,0,2026-06-30
MAHASTEEL,57.18,1,-27.1023,0,0.4448,60.22,57.14,1,2026-06-30
MAHEPC,59.14,1,0.986,1,0.8189,17.16,23.96,0,2026-06-30
MAHESHWARI,87.87,0,1.3276,2,1.1272,35.08,54.63,1,2026-06-30
MAHKTECH,29.57,2,-0.1845,0,0.0805,17.75,26.98,1,2026-06-30
MAHLIFE,70.05,0,2.8631,1,0.8881,16.46,20.57,0,2026-06-30
MAHLOG,58.14,1,4.4187,1,0.8431,16.45,26.62,1,2026-06-30
MAHSCOOTER,51.04,1,-1.3989,1,0.5656,5.61,12.87,0,2026-06-30
MAHSEAMLES,38.77,1,-0.8653,0,0.1248,9.81,15.5,0,2026-06-30
MAITHANALL,50.65,1,-6.1916,1,0.4689,18.58,18.62,0,2026-06-30
MAJESAUT,57.11,1,-0.7854,0,0.5899,4.53,17.53,0,2026-06-30
MAKEINDIA,52.31,1,-0.0595,0,0.5966,5.05,20.58,0,2026-06-30
MALLCOM,50.1,1,-0.0463,0,0.5624,18.65,22.06,0,2026-06-30
MALUPAPER,45.09,1,-0.0739,1,0.333,7.66,9.63,0,2026-06-30
MAMATA,65.26,1,6.8679,2,0.9666,21.4,25.4,1,2026-06-30
MANAKALUCO,43.18,1,-0.4781,0,0.2118,24.25,19.64,0,2026-06-30
MANAKCOAT,58.36,1,0.0306,2,0.8267,14.04,18.85,0,2026-06-30
MANAKSIA,45.73,1,-0.0536,0,0.3422,5.9,10.41,0,2026-06-30
MANAKSTEEL,65.58,1,2.6437,1,0.8236,76.67,37.55,1,2026-06-30
MANALIPETC,53.65,1,-0.4753,0,0.4862,15.03,30.86,1,2026-06-30
MANAPPURAM,57.79,1,0.3868,2,0.7898,12.71,13.45,0,2026-06-30
MANBA,75.54,0,0.8169,2,0.9231,24.1,35.65,1,2026-06-30
MANCREDIT,79.11,0,1.5202,2,1.0424,21.52,50.86,1,2026-06-30
MANGALAM,42.48,1,-0.0198,0,0.2488,11.99,26.05,1,2026-06-30
MANGCHEFER,39.94,1,-1.0459,1,0.1611,9.79,19.84,0,2026-06-30
MANGLMCEM,65.36,1,9.1627,1,0.9257,13.85,29.97,1,2026-06-30
MANINDS,57.34,1,1.153,1,0.6908,27.14,33.44,1,2026-06-30
MANINFRA,38.46,1,-0.5927,1,0.199,16.68,13.29,0,2026-06-30
MANKIND,65.0,1,11.685,2,0.9846,11.61,25.69,1,2026-06-30
MANOMAY,46.69,1,0.3192,1,0.457,15.4,12.25,0,2026-06-30
MANORAMA,69.84,1,8.0045,2,1.1494,12.17,22.48,0,2026-06-30
MANORG,59.88,1,0.6218,1,0.6389,50.18,57.11,1,2026-06-30
MANUFGBEES,52.22,1,-0.0472,0,0.5917,4.83,28.91,1,2026-06-30
MANUGRAPH,56.78,1,0.0843,1,0.68,28.0,32.33,1,2026-06-30
MANYAVAR,46.85,1,0.9571,1,0.5348,6.61,15.19,0,2026-06-30
MAPMYINDIA,35.6,1,-2.9051,0,0.0679,12.21,18.4,0,2026-06-30
MARALOVER,68.98,1,1.341,1,0.9087,45.06,29.41,1,2026-06-30
MARATHON,37.55,1,1.8956,2,0.3456,9.21,29.22,1,2026-06-30
MARICO,60.58,1,2.0843,2,1.0516,4.3,22.97,0,2026-06-30
MARINE,66.99,1,1.765,2,0.9631,22.35,34.7,1,2026-06-30
MARKOLINES,71.88,0,0.9657,2,1.1014,11.52,28.8,1,2026-06-30
MARKSANS,67.83,1,-0.1581,1,1.0016,16.29,39.03,1,2026-06-30
MARSONS,36.67,1,0.3296,2,0.2842,25.74,26.99,1,2026-06-30
MARUTI,63.8,1,51.3853,2,1.1067,9.35,15.69,0,2026-06-30
MASFIN,48.16,1,0.7004,1,0.5443,9.65,12.75,0,2026-06-30
MASKINVEST,58.63,1,3.4573,1,0.7806,46.99,32.09,1,2026-06-30
MASPTOP50,32.22,1,-0.4988,0,0.0821,10.49,26.75,1,2026-06-30
MASTEK,46.99,1,-4.141,1,0.3599,10.43,15.67,0,2026-06-30
MASTERTR,40.76,1,-0.3521,0,0.2473,18.92,35.15,1,2026-06-30
MATRIMONY,41.82,1,1.3236,1,0.4017,8.94,17.44,0,2026-06-30
MAWANASUG,65.82,1,0.6752,1,0.814,25.22,46.55,1,2026-06-30
MAXESTATES,45.78,1,-3.913,0,0.1343,9.01,16.12,0,2026-06-30
MAXHEALTH,68.76,1,11.8147,1,0.8792,22.33,30.27,1,2026-06-30
MAXIND,46.34,1,-0.3408,0,0.3244,9.79,28.28,1,2026-06-30
MAYURUNIQ,70.26,0,-2.9818,1,0.9608,18.95,49.42,1,2026-06-30
MAZDA,54.11,1,-0.8353,0,0.5332,10.88,33.18,1,2026-06-30
MAZDOCK,52.42,1,4.823,2,0.6715,8.98,12.57,0,2026-06-30
MBAPL,54.16,1,-0.0622,0,0.5941,6.74,22.22,0,2026-06-30
MBEL,56.79,1,2.0243,1,0.7505,19.4,22.51,0,2026-06-30
MBLINFRA,48.26,1,-0.0142,0,0.3827,27.44,30.29,1,2026-06-30
MCCHRLS-B,55.71,1,0.9812,2,0.843,5.17,40.67,1,2026-06-30
MCL,42.57,1,-0.723,0,-0.0103,11.74,18.2,0,2026-06-30
MCLEODRUSS,78.44,0,2.0089,2,1.0368,67.46,31.79,1,2026-06-30
MCLOUD,62.02,1,0.2816,2,0.8798,36.88,29.84,1,2026-06-30
MCX,44.96,1,7.262,1,0.4801,5.81,22.51,0,2026-06-30
MEDANTA,67.9,1,5.2036,1,0.8882,12.19,35.23,1,2026-06-30
MEDIASSIST,50.39,1,0.2134,1,0.5779,9.47,12.16,0,2026-06-30
MEDICAMEQ,53.73,1,2.6166,2,0.7359,23.86,24.12,0,2026-06-30
MEDICO,25.61,2,-0.5111,0,-0.0079,19.71,28.44,1,2026-06-30
MEDPLUS,34.89,1,-5.2869,0,0.044,11.35,14.43,0,2026-06-30
MEESHO,63.28,1,3.1603,2,0.9732,22.01,23.56,0,2026-06-30
MEGASTAR,71.4,0,4.142,2,1.0045,24.47,26.58,1,2026-06-30
MEIL,73.75,0,8.4862,1,0.9097,51.87,34.11,1,2026-06-30
MENNPIS,64.11,1,1.3001,2,0.9165,39.26,27.81,1,2026-06-30
MENONBE,53.21,1,-0.7591,0,0.5305,34.3,54.69,1,2026-06-30
MERCANTILE,42.11,1,-0.257,0,0.0245,14.63,17.75,0,2026-06-30
METAL,38.38,1,-0.0664,1,0.1699,9.71,19.51,0,2026-06-30
METALIETF,37.64,1,-0.0713,1,0.1496,9.97,21.48,0,2026-06-30
METROBRAND,42.56,1,0.6807,1,0.3282,7.75,19.22,0,2026-06-30
METROGLOBL,48.46,1,0.0583,1,0.4339,6.61,11.28,0,2026-06-30
METROPOLIS,52.67,1,-1.4594,1,0.5859,6.76,22.71,0,2026-06-30
MFML,33.55,1,-0.1105,0,-0.2016,12.65,14.32,0,2026-06-30
MFSL,42.82,1,-3.2256,0,0.3051,10.17,14.27,0,2026-06-30
MGEL,67.29,1,0.1678,1,0.8916,24.34,34.1,1,2026-06-30
MGL,55.52,1,0.5291,1,0.6372,21.57,24.2,0,2026-06-30
MHLXMIRU,26.84,2,-6.0178,1,0.0093,51.73,29.12,1,2026-06-30
MHRIL,56.07,1,1.5516,1,0.6898,17.65,29.65,1,2026-06-30
MICEL,38.24,1,-0.2895,0,0.0338,10.68,14.13,0,2026-06-30
MID150,56.06,1,0.0114,1,0.6994,6.59,12.68,0,2026-06-30
MID150BEES,55.74,1,0.0817,1,0.6768,6.59,14.21,0,2026-06-30
MID150CASE,56.76,1,0.0049,1,0.7004,6.52,36.68,1,2026-06-30
MIDCAP,49.07,1,0.094,1,0.7235,6.06,33.08,1,2026-06-30
MIDCAPADD,57.09,1,0.0151,1,0.71,6.49,13.66,0,2026-06-30
MIDCAPBETA,55.49,1,0.1261,1,0.6678,6.86,17.59,0,2026-06-30
MIDCAPETF,56.12,1,0.0102,1,0.6904,6.67,16.73,0,2026-06-30
MIDCAPIETF,54.83,1,0.0041,1,0.6453,6.59,10.47,0,2026-06-30
MIDHANI,47.98,1,-4.1534,0,0.23,10.85,28.38,1,2026-06-30
MIDQ50ADD,50.91,1,-0.2413,0,0.509,6.12,23.71,0,2026-06-30
MIDSELIETF,58.78,1,0.0116,1,0.7065,8.9,14.36,0,2026-06-30
MIDSMALL,50.85,1,-0.0498,0,0.5392,6.55,15.1,0,2026-06-30
MIDWESTLTD,45.35,1,-0.224,0,0.3652,8.29,13.27,0,2026-06-30
MINDACORP,76.75,0,0.1093,2,1.1571,10.39,39.11,1,2026-06-30
MINDTECK,43.95,1,-1.0187,0,0.1302,7.54,16.33,0,2026-06-30
MIRCELECTR,59.49,1,0.4035,1,0.6648,54.77,51.32,1,2026-06-30
MIRZAINT,66.99,1,0.5269,1,0.9249,25.73,23.83,0,2026-06-30
MITCON,72.18,0,0.5878,2,0.9458,17.97,30.07,1,2026-06-30
MITTAL,48.46,1,-0.0075,1,0.3142,8.91,10.99,0,2026-06-30
MKPL,35.28,1,-0.0097,0,0.0416,7.62,37.79,1,2026-06-30
MMFL,48.83,1,-0.0517,0,0.5016,9.55,10.52,0,2026-06-30
MMP,54.71,1,1.0482,2,0.8118,12.76,26.4,1,2026-06-30
MMTC,48.16,1,-0.5852,0,0.412,23.59,28.42,1,2026-06-30
MNC,56.37,1,0.0292,1,0.742,6.55,18.6,0,2026-06-30
MOALPHA50,57.68,1,0.037,1,0.7101,8.23,21.21,0,2026-06-30
MOBANK10,62.37,1,0.0532,1,0.7161,11.88,36.19,1,2026-06-30
MOBIKWIK,54.21,1,0.7218,1,0.7916,6.57,21.89,0,2026-06-30
MOCAPITAL,50.95,1,-0.0334,0,0.5765,9.1,21.19,0,2026-06-30
MODEFENCE,59.6,1,0.1435,1,0.7635,11.51,16.84,0,2026-06-30
MODINATUR,66.29,1,6.768,1,0.9129,37.36,36.38,1,2026-06-30
MODIRUBBER,51.51,1,0.5174,1,0.7381,6.84,28.03,1,2026-06-30
MODIS,40.01,1,-0.8328,0,0.1174,5.36,15.45,0,2026-06-30
MODISONLTD,90.83,0,12.2402,2,1.0588,89.74,56.73,1,2026-06-30
MODTHREAD,66.93,1,0.4884,2,1.1087,15.44,14.85,0,2026-06-30
MOENERGY,47.56,1,-0.0331,0,0.4186,6.25,20.09,0,2026-06-30
MOGOLD,33.21,1,-0.9189,1,0.1148,12.94,23.68,0,2026-06-30
MOGSEC,63.38,1,0.0455,1,0.8277,2.85,44.2,1,2026-06-30
MOHEALTH,73.05,0,0.1486,2,1.0754,6.92,17.5,0,2026-06-30
MOHITIND,48.6,1,0.1542,1,0.5256,22.16,18.63,0,2026-06-30
MOIL,32.25,1,-1.1343,0,0.0625,9.39,14.32,0,2026-06-30
MOINFRA,49.99,1,0.0591,1,0.5873,5.87,14.82,0,2026-06-30
MOIPO,60.04,1,0.1198,1,0.7683,10.1,23.67,0,2026-06-30
MOKSH,53.3,1,0.0577,1,0.7494,9.81,13.41,0,2026-06-30
MOL,46.57,1,0.031,1,0.4559,12.03,15.79,0,2026-06-30
MOLDTECH,61.22,1,0.9581,1,0.7847,21.67,25.41,1,2026-06-30
MOLDTKPAC,62.22,1,-0.8084,1,0.9505,7.96,26.45,1,2026-06-30
MOLOWVOL,52.53,1,0.0929,1,0.6703,6.31,14.8,0,2026-06-30
MOM100,54.43,1,-0.0195,0,0.638,6.2,24.71,0,2026-06-30
MOM30IETF,53.29,1,0.0506,1,0.6269,8.51,20.17,0,2026-06-30
MOM50,54.23,1,0.2927,1,0.658,5.22,21.5,0,2026-06-30
MOMENTUM,52.25,1,0.041,1,0.6091,8.38,10.38,0,2026-06-30
MOMENTUM30,48.39,1,0.0056,1,0.4847,7.93,12.01,0,2026-06-30
MOMENTUM50,54.27,1,0.0715,1,0.6442,8.33,22.24,0,2026-06-30
MOMGF,48.56,1,-0.0523,0,0.4762,4.98,15.14,0,2026-06-30
MOMIDMTM,49.45,1,-0.0534,0,0.4923,8.66,25.34,1,2026-06-30
MOMNC,58.2,1,0.0163,2,0.7601,6.4,15.08,0,2026-06-30
MOMOMENTUM,52.76,1,0.0962,1,0.6155,8.26,15.97,0,2026-06-30
MON100,49.09,1,-1.7199,0,0.3171,8.19,20.14,0,2026-06-30
MON50EQUAL,52.66,1,0.0175,1,0.6764,4.54,20.12,0,2026-06-30
MONARCH,50.86,1,-2.1375,0,0.3119,7.05,29.75,1,2026-06-30
MONEXT50,54.08,1,0.0094,1,0.6237,7.52,17.44,0,2026-06-30
MONEYBOXX,39.84,1,-0.4124,1,0.1591,11.69,30.52,1,2026-06-30
MONIFTY100,50.97,1,0.0289,1,0.6081,5.93,27.75,1,2026-06-30
MONIFTY500,57.57,1,0.0308,1,0.7028,6.39,35.73,1,2026-06-30
MONQ50,57.88,1,-0.4762,0,0.581,6.8,35.67,1,2026-06-30
MONTECARLO,50.07,1,1.2551,1,0.5982,8.36,14.99,0,2026-06-30
MOPSE,43.21,1,0.0801,1,0.4255,4.43,18.88,0,2026-06-30
MOQUALITY,45.62,1,-0.2597,0,0.3845,4.89,15.48,0,2026-06-30
MOREALTY,62.88,1,0.3929,1,0.827,14.65,23.09,0,2026-06-30
MOREPENLAB,76.04,0,0.6194,2,1.0978,31.23,34.9,1,2026-06-30
MOSCHIP,47.53,1,-1.3653,1,0.2855,11.1,17.96,0,2026-06-30
MOSERVICE,56.95,1,0.0672,1,0.7535,7.56,47.35,1,2026-06-30
MOSILVER,36.27,1,-2.2888,1,0.1989,22.16,24.89,0,2026-06-30
MOSMALL250,63.26,1,0.0227,1,0.7909,8.85,31.73,1,2026-06-30
MOTHERSON,58.94,1,-0.1366,0,0.7505,8.1,37.45,1,2026-06-30
MOTILALOFS,64.9,1,1.8984,1,0.751,20.9,32.56,1,2026-06-30
MOTISONS,57.55,1,0.0252,1,0.6296,37.85,35.51,1,2026-06-30
MOTOGENFIN,53.65,1,0.0188,1,0.6068,25.87,21.41,0,2026-06-30
MOTOUR,68.4,1,0.4394,1,0.8424,15.86,30.69,1,2026-06-30
MOVALUE,42.3,1,-0.2745,0,0.1274,4.25,13.94,0,2026-06-30
MPHASIS,36.22,1,-16.4265,0,-0.1479,8.79,17.58,0,2026-06-30
MPSLTD,63.41,1,3.3257,2,1.0668,6.73,38.28,1,2026-06-30
MRF,50.39,1,148.306,1,0.5927,9.64,24.12,0,2026-06-30
MRPL,41.7,1,-0.8191,0,0.1629,14.1,12.77,0,2026-06-30
MSCIADD,53.86,1,0.0417,1,0.6693,6.19,15.01,0,2026-06-30
MSCIINDIA,52.95,1,0.034,1,0.6444,5.99,20.96,0,2026-06-30
MSPL,45.65,1,-0.2694,0,0.3,12.07,20.1,0,2026-06-30
MSTCLTD,72.39,0,3.2071,1,0.7939,57.55,50.82,1,2026-06-30
MSUMI,57.5,1,0.3887,2,0.9441,11.58,24.14,0,2026-06-30
MTARTECH,53.95,1,5.5908,1,0.5809,27.69,31.15,1,2026-06-30
MTNL,42.82,1,-0.1868,0,0.2172,12.58,15.14,0,2026-06-30
MUFIN,67.21,1,0.3665,2,0.9829,14.28,19.66,0,2026-06-30
MUFTI,45.8,1,-0.6561,0,0.0745,8.79,23.6,0,2026-06-30
MUKANDLTD,41.41,1,-0.4626,0,0.1498,7.76,16.27,0,2026-06-30
MUKKA,51.6,1,0.0454,1,0.5817,23.61,27.8,1,2026-06-30
MUKTAARTS,49.78,1,-0.2845,0,0.267,13.94,29.54,1,2026-06-30
MULTICAP,55.73,1,0.0156,1,0.6721,6.98,42.08,1,2026-06-30
MUNJALAU,48.13,1,-0.8732,0,0.3575,15.58,32.91,1,2026-06-30
MUNJALSHOW,44.78,1,-0.094,1,0.3825,2.68,13.14,0,2026-06-30
MURUDCERA,48.51,1,0.0375,1,0.5616,9.08,19.99,0,2026-06-30
MUTHOOTCAP,51.9,1,0.4745,1,0.6691,8.78,13.41,0,2026-06-30
MUTHOOTFIN,38.59,1,0.1326,1,0.2675,13.75,21.96,0,2026-06-30
MUTHOOTMF,66.64,1,1.7577,2,0.8718,25.98,28.84,1,2026-06-30
MVGJL,41.47,1,0.0048,2,0.309,10.35,20.81,0,2026-06-30
MWL,57.89,1,-2.2859,1,0.5263,3.8,30.87,1,2026-06-30
NACLIND,71.23,0,4.4213,2,0.9911,48.11,26.73,1,2026-06-30
NAGAFERT,56.74,1,0.0825,2,0.866,22.15,39.15,1,2026-06-30
NAGREEKCAP,75.77,0,1.5104,1,0.9595,79.53,34.12,1,2026-06-30
NAGREEKEXP,39.3,1,-0.1689,0,-0.0202,7.8,25.49,1,2026-06-30
NAHARCAP,46.51,1,-0.4656,0,0.2824,4.94,10.45,0,2026-06-30
NAHARINDUS,50.57,1,-0.3462,0,0.3078,5.76,29.8,1,2026-06-30
NAHARPOLY,51.35,1,0.4932,1,0.6481,7.35,28.15,1,2026-06-30
NAHARSPING,58.9,1,0.6354,1,0.6341,28.59,39.47,1,2026-06-30
NAM-INDIA,58.33,1,0.4946,1,0.7034,15.83,24.17,0,2026-06-30
NARMADA,56.85,1,0.3419,1,0.7586,23.52,36.32,1,2026-06-30
NATCAPSUQ,40.58,1,-0.5479,0,-0.0337,8.55,27.41,1,2026-06-30
NATCOPHARM,47.26,1,14.3621,2,0.8774,13.17,32.36,1,2026-06-30
NATHBIOGEN,45.68,1,-0.374,0,0.2155,7.64,9.96,0,2026-06-30
NATIONALUM,34.3,1,-3.6543,1,0.1574,28.63,33.08,1,2026-06-30
NATIONSTD,52.27,1,11.4832,1,0.7447,10.93,20.86,0,2026-06-30
NAUKRI,47.19,1,-1.5825,0,0.2738,6.37,12.78,0,2026-06-30
NAVA,48.39,1,2.2543,1,0.5936,9.66,18.88,0,2026-06-30
NAVINFLUOR,64.95,1,25.7042,2,0.889,14.17,30.26,1,2026-06-30
